movie_id,country_code,release_date,certification,type
74998,GB,2011-11-18T00:00:00.000Z,15,3
74998,GR,2012-09-18T00:00:00.000Z,16,5
74998,HU,2012-04-05T00:00:00.000Z,16,3
74998,HU,2021-08-01T00:00:00.000Z,16,4
74998,HU,2012-08-02T00:00:00.000Z,16,5
74998,IE,2011-11-18T00:00:00.000Z,15,4
74998,IT,2011-09-02T00:00:00.000Z,VM14,3
74998,JP,2012-06-16T00:00:00.000Z,PG12,4
74998,NL,2012-05-03T00:00:00.000Z,16,3
74998,NL,2012-09-25T00:00:00.000Z,16,5
74998,NL,2014-11-14T00:00:00.000Z,16,6
74998,PT,2011-12-29T00:00:00.000Z,M/12,3
74998,SK,2013-12-14T00:00:00.000Z,15,6
74998,US,2012-03-16T00:00:00.000Z,R,3
74998,US,2012-06-09T00:00:00.000Z,R,5
30431,BR,2009-11-05T00:00:00.000Z,10,3
30431,GB,2009-09-25T00:00:00.000Z,PG,3
30431,IE,2009-09-25T00:00:00.000Z,PG,4
30431,US,2009-11-05T00:00:00.000Z,PG-13,3
105885,US,2011-06-23T00:00:00.000Z,,3
105908,IT,1995-01-01T00:00:00.000Z,,3
51800,AR,2009-10-08T00:00:00.000Z,,3
51800,DE,2011-01-20T00:00:00.000Z,6,3
51800,DK,2011-03-29T00:00:00.000Z,A,3
51800,PE,2009-10-08T00:00:00.000Z,,3
51800,US,2010-12-07T00:00:00.000Z,PG,3
146967,RU,1994-02-04T00:00:00.000Z,,3
462232,SU,1972-08-21T00:00:00.000Z,,3
105906,FR,2021-05-19T00:00:00.000Z,16,4
105906,IT,1977-08-07T00:00:00.000Z,,3
12137,AT,2009-03-27T00:00:00.000Z,,3
12137,DE,2009-03-26T00:00:00.000Z,6,3
12137,DE,2009-10-08T00:00:00.000Z,,5
12137,FR,2012-01-18T00:00:00.000Z,TP,4
12137,FR,2020-03-11T00:00:00.000Z,10,4
12137,US,2010-10-10T00:00:00.000Z,,2
30438,IT,1984-12-22T00:00:00.000Z,T,3
12149,AE,2003-04-07T00:00:00.000Z,,5
12149,AR,2004-02-11T00:00:00.000Z,+16,5
12149,AT,2002-12-13T00:00:00.000Z,,3
12149,AU,2003-01-30T00:00:00.000Z,MA 15+,3
12149,BE,2002-03-19T00:00:00.000Z,,1
12149,BE,2002-04-12T00:00:00.000Z,,3
12149,BG,2004-03-17T00:00:00.000Z,,5
12149,CA,2002-04-12T00:00:00.000Z,14A,3
12149,CZ,2003-05-15T00:00:00.000Z,15+,3
12149,DE,2002-07-24T00:00:00.000Z,,1
12149,DE,2002-12-12T00:00:00.000Z,18,3
12149,DK,2002-05-09T00:00:00.000Z,,3
12149,ES,2002-04-26T00:00:00.000Z,18,3
12149,FR,2002-05-15T00:00:00.000Z,16,3
12149,GB,2002-08-22T00:00:00.000Z,,1
12149,GB,2002-09-06T00:00:00.000Z,15,3
12149,GR,2002-07-19T00:00:00.000Z,,3
12149,HU,2002-12-12T00:00:00.000Z,16,3
12149,IE,2002-09-06T00:00:00.000Z,18,3
12149,IL,2002-05-20T00:00:00.000Z,,3
12149,IS,2002-04-26T00:00:00.000Z,16,3
12149,IT,2002-08-23T00:00:00.000Z,T,3
12149,JP,2002-11-23T00:00:00.000Z,PG-12 ,3
12149,KR,2002-10-11T00:00:00.000Z,18,3
12149,MX,2002-05-31T00:00:00.000Z,C,3
12149,NL,2002-04-16T00:00:00.000Z,,1
12149,NL,2002-10-17T00:00:00.000Z,16,3
12149,NO,2002-08-19T00:00:00.000Z,,1
12149,PE,2002-06-27T00:00:00.000Z,,3
12149,PH,2002-10-09T00:00:00.000Z,R-18,3
12149,PL,2002-08-23T00:00:00.000Z,,3
12149,PT,2002-06-07T00:00:00.000Z,M/18,3
12149,TR,2002-09-24T00:00:00.000Z,,6
12149,TW,2002-06-07T00:00:00.000Z,,3
12149,US,2001-11-17T00:00:00.000Z,R,1
12149,US,2002-04-12T00:00:00.000Z,R,3
12149,ZA,2002-10-04T00:00:00.000Z,,3
292550,US,1999-10-25T00:00:00.000Z,,1
292550,US,2001-04-27T00:00:00.000Z,,3
51817,CS,2002-10-31T00:00:00.000Z,,3
105907,FR,1983-01-01T00:00:00.000Z,,3
75001,IT,1995-03-31T00:00:00.000Z,,3
313922,AU,2016-05-12T00:00:00.000Z,R 18+,3
313922,BA,2015-08-15T00:00:00.000Z,,1
313922,BG,2019-08-03T00:00:00.000Z,,6
313922,BR,2015-10-02T00:00:00.000Z,16,1
313922,BR,2016-07-02T00:00:00.000Z,16,4
313922,CA,2015-09-10T00:00:00.000Z,,1
313922,CA,2016-04-29T00:00:00.000Z,18A,2
313922,CH,2015-09-25T00:00:00.000Z,16,1
313922,DE,2016-06-02T00:00:00.000Z,18,4
313922,EE,2016-05-13T00:00:00.000Z,,3
313922,ES,2016-06-07T00:00:00.000Z,18,3
313922,ES,2017-07-20T00:00:00.000Z,16,5
313922,FI,2015-09-21T00:00:00.000Z,K-18,1
313922,FI,2017-02-27T00:00:00.000Z,K-18,5
313922,FR,2015-05-17T00:00:00.000Z,,1
313922,FR,2015-09-08T00:00:00.000Z,,1
313922,FR,2016-04-27T00:00:00.000Z,16,3
313922,GB,2015-10-14T00:00:00.000Z,,1
313922,GB,2016-05-13T00:00:00.000Z,18,3
313922,GB,2016-09-12T00:00:00.000Z,18,5
313922,GR,2015-09-26T00:00:00.000Z,K18,1
313922,HK,2016-09-19T00:00:00.000Z,III,5
313922,IE,2016-05-13T00:00:00.000Z,16,3
313922,IL,2015-07-10T00:00:00.000Z,,1
313922,IT,2017-02-11T00:00:00.000Z,T,3
313922,JP,2017-02-11T00:00:00.000Z,PG12 ,3
313922,KW,2016-04-28T00:00:00.000Z,,3
313922,LT,2016-05-06T00:00:00.000Z,N-16,3
313922,LV,2016-05-06T00:00:00.000Z,,3
313922,MX,2016-07-12T00:00:00.000Z,B-15,5
313922,NL,2016-09-19T00:00:00.000Z,16,5
313922,NO,2017-02-27T00:00:00.000Z,15,5
313922,NZ,2016-07-15T00:00:00.000Z,R18,1
313922,PH,2017-07-20T00:00:00.000Z,R-18,3
313922,PL,2016-05-02T00:00:00.000Z,18,4
313922,PT,2016-10-27T00:00:00.000Z,M/18,3
313922,SE,2016-05-21T00:00:00.000Z,15,1
313922,SE,2017-01-23T00:00:00.000Z,15,5
313922,SG,2016-07-12T00:00:00.000Z,M18,5
313922,TH,2016-04-21T00:00:00.000Z,18,3
313922,TR,2017-04-14T00:00:00.000Z,18+,3
313922,US,2015-09-25T00:00:00.000Z,,1
313922,US,2016-01-25T00:00:00.000Z,,1
313922,US,2016-04-15T00:00:00.000Z,R,2
313922,US,2016-04-29T00:00:00.000Z,R,3
409151,NL,2019-07-05T00:00:00.000Z,,5
409151,NZ,2016-08-01T00:00:00.000Z,M,1
368031,DE,2016-01-07T00:00:00.000Z,16,3
368031,FR,2016-11-23T00:00:00.000Z,12,3
368031,GB,2016-04-20T00:00:00.000Z,,3
368031,GB,2016-09-19T00:00:00.000Z,15,5
368031,GR,2016-05-05T00:00:00.000Z,Κ-15,3
368031,GR,2016-09-16T00:00:00.000Z,,5
368031,IE,2016-04-22T00:00:00.000Z,15,3
368031,IN,2016-04-29T00:00:00.000Z,A,3
368031,IT,2016-06-08T00:00:00.000Z,vm 14,3
368031,JP,2017-02-07T00:00:00.000Z,R15+,4
368031,KH,2016-01-14T00:00:00.000Z,,3
368031,KR,2017-02-09T00:00:00.000Z,,3
368031,PT,2016-11-03T00:00:00.000Z,M/16,3
368031,RU,2016-03-17T00:00:00.000Z,16+,3
368031,SE,2017-12-01T00:00:00.000Z,15,3
368031,SE,2018-04-06T00:00:00.000Z,15,5
368031,SG,2016-04-28T00:00:00.000Z,,3
368031,US,2016-12-09T00:00:00.000Z,R,3
368031,VN,2016-02-12T00:00:00.000Z,,3
200092,SE,1988-11-03T00:00:00.000Z,,3
12151,AU,1986-09-25T00:00:00.000Z,M,3
12151,DE,1986-12-10T00:00:00.000Z,16,3
12151,DK,1986-12-25T00:00:00.000Z,,3
12151,ES,1987-01-15T00:00:00.000Z,A,3
12151,GB,1986-08-01T00:00:00.000Z,18,3
12151,IE,1987-01-09T00:00:00.000Z,18,3
12151,NL,1986-11-27T00:00:00.000Z,6,3
12151,NL,2002-01-19T00:00:00.000Z,6,6
12151,US,1986-06-26T00:00:00.000Z,R,3
12139,AU,1993-06-24T00:00:00.000Z,PG,3
12139,CZ,1993-12-24T00:00:00.000Z,U,3
12139,DE,1993-07-07T00:00:00.000Z,6,3
12139,DK,1993-10-08T00:00:00.000Z,7,3
12139,ES,1993-08-06T00:00:00.000Z,,3
12139,FR,1993-08-16T00:00:00.000Z,U,3
12139,GB,1993-07-29T00:00:00.000Z,PG,3
12139,NL,2003-06-11T00:00:00.000Z,6,5
12139,NL,2003-06-22T00:00:00.000Z,6,6
12139,RO,1993-06-24T00:00:00.000Z,12,3
12139,US,1993-06-25T00:00:00.000Z,PG,3
75000,ES,2012-12-05T00:00:00.000Z,,3
75000,GB,2011-10-21T00:00:00.000Z,,3
75000,SE,2011-04-01T00:00:00.000Z,,3
75000,US,2011-09-09T00:00:00.000Z,,3
409155,FR,2016-09-14T00:00:00.000Z,,3
51782,US,2007-03-05T00:00:00.000Z,NR,3
75004,JP,2011-11-22T00:00:00.000Z,R15+,4
75004,KR,2011-06-23T00:00:00.000Z,18,3
146969,SU,1982-12-19T00:00:00.000Z,,2
147012,FR,2012-09-26T00:00:00.000Z,,3
292583,DE,2009-10-12T00:00:00.000Z,,3
30412,US,1982-08-27T00:00:00.000Z,R,3
75010,CH,2008-08-14T00:00:00.000Z,,3
75010,FR,2009-06-10T00:00:00.000Z,,3
12154,AU,1988-02-04T00:00:00.000Z,PG,3
12154,BR,1988-05-26T00:00:00.000Z,,3
12154,BR,2006-01-06T00:00:00.000Z,L,5
12154,DE,1988-04-28T00:00:00.000Z,6,3
12154,GB,1988-04-07T00:00:00.000Z,PG,3
12154,GR,1988-04-04T00:00:00.000Z,PG,3
12154,IE,1988-04-29T00:00:00.000Z,PG,3
12154,IT,1988-03-04T00:00:00.000Z,,3
12154,JP,1988-08-13T00:00:00.000Z,,3
12154,PT,1988-04-29T00:00:00.000Z,M/12,3
12154,RO,1987-11-27T00:00:00.000Z,12,3
12154,TH,1988-09-03T00:00:00.000Z,,3
12154,US,1987-11-27T00:00:00.000Z,PG,3
30440,DE,2001-01-01T00:00:00.000Z,16,5
30440,US,2000-06-22T00:00:00.000Z,,3
337114,ES,2016-04-08T00:00:00.000Z,,3
337114,FR,2015-09-30T00:00:00.000Z,,3
200112,CH,2013-10-02T00:00:00.000Z,16,4
200112,DE,2021-05-07T00:00:00.000Z,16,5
200112,FR,2013-09-01T00:00:00.000Z,,3
200112,IT,2013-06-29T00:00:00.000Z,,3
200112,JP,2015-11-04T00:00:00.000Z,R15+,4
200112,US,2013-10-02T00:00:00.000Z,,3
51818,IT,1982-04-16T00:00:00.000Z,,3
146970,IT,1973-05-03T00:00:00.000Z,,3
12156,ES,2007-06-29T00:00:00.000Z,,3
12156,FR,2007-02-21T00:00:00.000Z,,3
12156,IT,2006-09-01T00:00:00.000Z,,2
409164,AU,2016-10-20T00:00:00.000Z,,3
409164,DE,2017-08-18T00:00:00.000Z,16,4
409164,IT,2016-09-09T00:00:00.000Z,,1
409164,JP,2017-07-28T00:00:00.000Z,PG12,4
409164,US,2016-09-09T00:00:00.000Z,PG-13,3
75016,FR,2004-06-09T00:00:00.000Z,,3
75016,US,2004-10-10T00:00:00.000Z,,3
12142,AE,2005-05-18T00:00:00.000Z,,3
12142,AR,2008-03-26T00:00:00.000Z,,5
12142,BE,2010-07-04T00:00:00.000Z,,3
12142,CA,2005-01-28T00:00:00.000Z,14A,3
12142,CN,2009-03-20T00:00:00.000Z,,3
12142,DE,2005-02-24T00:00:00.000Z,18,3
12142,DE,2005-09-28T00:00:00.000Z,16,5
12142,EG,2005-12-07T00:00:00.000Z,,3
12142,ES,2006-01-20T00:00:00.000Z,16,3
12142,FR,2006-05-23T00:00:00.000Z,TP,5
12142,GB,2005-10-24T00:00:00.000Z,18,5
12142,GR,2005-11-17T00:00:00.000Z,,3
12142,HU,2006-04-25T00:00:00.000Z,,5
12142,IT,2005-07-29T00:00:00.000Z,VM14,3
12142,JP,2006-05-20T00:00:00.000Z,,3
12142,KW,2005-07-06T00:00:00.000Z,,3
12142,NL,2005-10-18T00:00:00.000Z,,5
12142,PH,2005-03-26T00:00:00.000Z,,1
12142,PH,2005-03-30T00:00:00.000Z,,3
12142,PH,2005-04-27T00:00:00.000Z,,3
12142,PT,2005-08-04T00:00:00.000Z,,3
12142,RU,2005-04-21T00:00:00.000Z,,3
12142,TH,2005-03-03T00:00:00.000Z,,3
12142,US,2005-01-28T00:00:00.000Z,R,3
105927,DE,1988-03-01T00:00:00.000Z,18,5
105927,IT,1988-01-01T00:00:00.000Z,,3
105927,JP,1988-09-09T00:00:00.000Z,,3
105927,KR,1993-08-28T00:00:00.000Z,,3
105927,PT,1989-12-05T00:00:00.000Z,,3
105927,US,2019-06-25T00:00:00.000Z,,5
368038,PL,1985-03-18T00:00:00.000Z,,3
368038,RU,1984-06-01T00:00:00.000Z,,3
368038,US,1984-11-12T00:00:00.000Z,,3
554733,ID,2019-01-24T00:00:00.000Z,13+,3
30421,DE,1992-01-02T00:00:00.000Z,16,3
30421,FR,1988-12-28T00:00:00.000Z,TP,3
30421,HK,1987-07-18T00:00:00.000Z,,3
30421,JP,1989-01-14T00:00:00.000Z,G,3
30421,KR,1987-12-05T00:00:00.000Z,15,3
30421,NL,2004-02-16T00:00:00.000Z,12,5
30421,NL,2006-05-14T00:00:00.000Z,12,6
30421,US,1988-03-23T00:00:00.000Z,NR,3
1195611,IT,1992-06-19T00:00:00.000Z,,3
1195611,IT,1989-10-01T00:00:00.000Z,,3
51823,AU,2010-12-28T00:00:00.000Z,MA15+,3
51823,BR,2010-12-29T00:00:00.000Z,,3
51823,DE,2011-07-19T00:00:00.000Z,,3
51823,FR,2011-07-01T00:00:00.000Z,,4
51823,US,2010-12-29T00:00:00.000Z,NR,3
933475,PL,1976-06-25T00:00:00.000Z,,3
409224,US,2016-04-01T00:00:00.000Z,,3
74974,US,1985-09-07T00:00:00.000Z,NR,3
368042,CA,1979-02-21T00:00:00.000Z,,3
576112,DE,2019-02-10T00:00:00.000Z,,1
576112,HK,2019-11-09T00:00:00.000Z,,1
576112,JP,2020-08-27T00:00:00.000Z,G,4
576112,KR,2019-11-28T00:00:00.000Z,,1
576112,KR,2020-08-27T00:00:00.000Z,15,3
368078,NO,1983-08-24T00:00:00.000Z,15,3
462284,CA,2012-08-31T00:00:00.000Z,,2
462284,GB,2014-01-15T00:00:00.000Z,,5
30422,ES,1973-09-24T00:00:00.000Z,18,3
368082,NO,1995-11-10T00:00:00.000Z,,3
12157,AU,1991-01-31T00:00:00.000Z,PG,3
12157,CZ,1993-04-30T00:00:00.000Z,12+,3
12157,DE,1991-03-07T00:00:00.000Z,6,3
12157,FR,1991-01-30T00:00:00.000Z,U,3
12157,GR,2003-09-11T00:00:00.000Z,,5
12157,US,1990-12-23T00:00:00.000Z,PG-13,2
12157,US,1991-02-01T00:00:00.000Z,PG-13,3
105900,JP,1998-05-16T00:00:00.000Z,,3
200145,CZ,2019-03-24T00:00:00.000Z,,1
200145,JP,2013-02-23T00:00:00.000Z,,3
200145,KR,2016-07-28T00:00:00.000Z,,3
200145,RU,2017-11-26T00:00:00.000Z,,2
200145,US,2013-07-13T00:00:00.000Z,NR,2
368081,NO,1977-12-26T00:00:00.000Z,12,3
200047,CO,2011-04-15T00:00:00.000Z,,3
200047,DE,2013-10-01T00:00:00.000Z,16,3
200047,FR,2013-06-04T00:00:00.000Z,,5
409232,BR,1976-12-26T00:00:00.000Z,,3
462285,ES,1980-07-10T00:00:00.000Z,12,3
409122,AU,2016-08-10T00:00:00.000Z,PG,5
409122,BR,2016-09-22T00:00:00.000Z,10,4
409122,US,2016-07-23T00:00:00.000Z,,1
409122,US,2016-07-26T00:00:00.000Z,PG,4
12159,AR,1998-12-17T00:00:00.000Z,,3
12159,AT,1998-11-27T00:00:00.000Z,,3
12159,AU,1998-10-15T00:00:00.000Z,M,3
12159,BE,1998-12-16T00:00:00.000Z,,3
12159,BG,1999-02-26T00:00:00.000Z,,3
12159,BR,1998-12-25T00:00:00.000Z,14,3
12159,CA,1998-10-02T00:00:00.000Z,,3
12159,CH,1998-11-27T00:00:00.000Z,12,3
12159,CH,1998-12-09T00:00:00.000Z,,3
12159,CH,1998-11-20T00:00:00.000Z,,3
12159,CO,1999-03-19T00:00:00.000Z,,3
12159,CZ,1999-03-25T00:00:00.000Z,12+,3
12159,DE,1998-11-26T00:00:00.000Z,12,3
12159,DK,1999-04-16T00:00:00.000Z,,3
12159,EE,1999-04-02T00:00:00.000Z,,3
12159,ES,1998-12-04T00:00:00.000Z,12,3
12159,FI,1999-05-14T00:00:00.000Z,,4
12159,FR,1998-12-02T00:00:00.000Z,TP,3
12159,GB,1998-10-15T00:00:00.000Z,15,3
12159,GR,1999-02-21T00:00:00.000Z,13,3
12159,GR,2007-02-20T00:00:00.000Z,,5
12159,HU,1999-10-28T00:00:00.000Z,16,3
12159,IE,1998-12-26T00:00:00.000Z,15,3
12159,IS,1998-12-11T00:00:00.000Z,,3
12159,IT,1998-11-20T00:00:00.000Z,T,3
12159,JP,1999-06-05T00:00:00.000Z,,3
12159,KR,1998-11-28T00:00:00.000Z,,3
12159,MX,2003-03-04T00:00:00.000Z,,5
12159,NL,1998-12-17T00:00:00.000Z,12,3
12159,PH,1999-01-27T00:00:00.000Z,,3
12159,PL,1999-04-23T00:00:00.000Z,od 12 lat,3
12159,PT,1998-12-04T00:00:00.000Z,M/12,3
12159,RO,2001-01-26T00:00:00.000Z,,3
12159,SE,1999-04-16T00:00:00.000Z,,3
12159,SG,1998-12-03T00:00:00.000Z,,3
12159,SK,1999-03-25T00:00:00.000Z,,3
12159,TH,1998-12-30T00:00:00.000Z,,3
12159,TR,1999-04-16T00:00:00.000Z,,3
12159,TW,1998-12-24T00:00:00.000Z,,3
12159,US,1998-10-02T00:00:00.000Z,PG-13,3
12159,US,1999-03-09T00:00:00.000Z,PG-13,5
12159,US,1999-02-02T00:00:00.000Z,R,5
12158,AU,1996-02-29T00:00:00.000Z,MA15+,3
12158,CZ,1996-06-13T00:00:00.000Z,12+,3
12158,DE,1995-10-26T00:00:00.000Z,16,3
12158,DK,1995-10-26T00:00:00.000Z,15,3
12158,ES,1996-04-01T00:00:00.000Z,12,3
12158,GB,1996-06-07T00:00:00.000Z,15,3
12158,US,1995-10-27T00:00:00.000Z,R,3
12160,CZ,1994-12-01T00:00:00.000Z,12+,3
12160,DE,1994-09-01T00:00:00.000Z,12,3
12160,FR,1994-08-31T00:00:00.000Z,,3
12160,GB,1994-09-09T00:00:00.000Z,12,3
12160,GR,2004-08-30T00:00:00.000Z,13,3
12160,IE,1994-09-09T00:00:00.000Z,12,3
12160,IT,1994-10-15T00:00:00.000Z,T,3
12160,NL,1994-09-29T00:00:00.000Z,12,3
12160,NL,2004-08-18T00:00:00.000Z,12,5
12160,NL,2008-10-15T00:00:00.000Z,12,5
12160,NL,2003-01-10T00:00:00.000Z,12,6
12160,PT,1994-10-28T00:00:00.000Z,M/12,3
12160,US,1994-06-24T00:00:00.000Z,PG-13,3
74982,TH,2005-05-12T00:00:00.000Z,,3
75020,DE,2006-06-12T00:00:00.000Z,18,3
75020,FR,2008-07-09T00:00:00.000Z,,3
75020,US,2006-01-11T00:00:00.000Z,,3
105903,HK,1978-01-01T00:00:00.000Z,,3
30449,ES,2009-07-24T00:00:00.000Z,18,3
30449,GB,2009-01-15T00:00:00.000Z,18,3
30449,IT,2009-01-16T00:00:00.000Z,14+,3
30449,PT,2009-04-04T00:00:00.000Z,M/18,1
30449,US,2009-01-16T00:00:00.000Z,R,3
51827,HU,2006-05-17T00:00:00.000Z,16,4
51827,RO,2004-09-24T00:00:00.000Z,18,3
51827,SE,2004-09-24T00:00:00.000Z,,3
409245,KR,2016-06-30T00:00:00.000Z,,3
262930,BR,1978-09-04T00:00:00.000Z,,3
75023,CZ,2022-10-06T00:00:00.000Z,,3
75023,US,1976-11-11T00:00:00.000Z,,3
75023,XC,1976-06-17T00:00:00.000Z,,1
75023,XC,1976-10-08T00:00:00.000Z,,3
74994,DE,2007-02-09T00:00:00.000Z,,3
313972,GR,2009-11-14T00:00:00.000Z,,3
51828,AU,2011-08-24T00:00:00.000Z,M,3
51828,BR,2011-12-02T00:00:00.000Z,12,3
51828,CA,2011-08-19T00:00:00.000Z,,3
51828,CZ,2011-07-14T00:00:00.000Z,15+,3
51828,DE,2011-03-02T00:00:00.000Z,12,3
51828,DK,2011-09-29T00:00:00.000Z,7,3
51828,EE,2011-11-04T00:00:00.000Z,,3
51828,ES,2011-10-14T00:00:00.000Z,7,3
51828,FR,2011-08-24T00:00:00.000Z,U,3
51828,GB,2011-09-30T00:00:00.000Z,12A,3
51828,HK,2011-09-08T00:00:00.000Z,,3
51828,HU,2011-10-20T00:00:00.000Z,12,3
51828,IE,2011-08-26T00:00:00.000Z,12A,3
51828,IT,2011-11-11T00:00:00.000Z,T,3
51828,JP,2012-06-23T00:00:00.000Z,G,3
51828,KR,2012-12-13T00:00:00.000Z,15,3
51828,KR,2020-07-08T00:00:00.000Z,15,3
51828,NL,2011-10-31T00:00:00.000Z,6,3
51828,NL,2012-02-07T00:00:00.000Z,6,5
51828,PL,2011-11-11T00:00:00.000Z,16,4
51828,PT,2011-09-01T00:00:00.000Z,M/12,3
51828,RO,2011-10-14T00:00:00.000Z,15,3
51828,RU,2011-08-18T00:00:00.000Z,16+,3
51828,SE,2011-10-14T00:00:00.000Z,7,3
51828,TW,2011-08-26T00:00:00.000Z,,3
51828,US,2011-08-19T00:00:00.000Z,PG-13,3
409145,CZ,1994-06-02T00:00:00.000Z,U,3
630249,RO,1977-01-01T00:00:00.000Z,,3
200066,IT,1988-01-01T00:00:00.000Z,,3
200174,FR,1976-03-10T00:00:00.000Z,,3
892387,AR,1987-05-28T00:00:00.000Z,ATP,3
147106,DE,1973-10-12T00:00:00.000Z,12,3
147106,DE,1974-09-06T00:00:00.000Z,,3
147106,HU,1975-03-06T00:00:00.000Z,18,3
147106,IE,1974-03-08T00:00:00.000Z,18,3
147106,PL,1975-05-19T00:00:00.000Z,18,3
147106,US,1973-07-03T00:00:00.000Z,PG,3
30432,BE,2009-09-23T00:00:00.000Z,,3
30432,CA,2010-04-16T00:00:00.000Z,,1
30432,ES,2012-06-05T00:00:00.000Z,,1
30432,ES,2014-04-03T00:00:00.000Z,,3
30432,FR,2009-05-17T00:00:00.000Z,,1
30432,FR,2009-09-16T00:00:00.000Z,TP,3
30432,FR,2010-01-18T00:00:00.000Z,,4
30432,FR,2010-01-19T00:00:00.000Z,,5
30432,GB,2009-10-02T00:00:00.000Z,15,3
30432,GR,2010-04-16T00:00:00.000Z,,3
30432,HU,2010-04-17T00:00:00.000Z,,1
30432,NL,2009-11-12T00:00:00.000Z,,3
30432,PT,2010-01-28T00:00:00.000Z,,3
30432,SE,2010-01-30T00:00:00.000Z,,1
30432,SE,2010-10-22T00:00:00.000Z,,5
30432,US,2010-05-29T00:00:00.000Z,,1
30432,US,2010-08-20T00:00:00.000Z,,3
576116,DE,2019-02-09T00:00:00.000Z,,1
576116,ES,2020-07-24T00:00:00.000Z,,3
576116,FR,2019-10-09T00:00:00.000Z,,3
576116,KR,2019-05-04T00:00:00.000Z,,1
12162,AE,2010-02-11T00:00:00.000Z,,3
12162,AR,2008-11-06T00:00:00.000Z,,1
12162,AR,2010-02-04T00:00:00.000Z,16 ,3
12162,AR,2010-03-11T00:00:00.000Z,,3
12162,AT,2009-08-14T00:00:00.000Z,,3
12162,AT,2009-12-03T00:00:00.000Z,,5
12162,AU,2009-07-30T00:00:00.000Z,,1
12162,AU,2010-02-04T00:00:00.000Z,MA15+,3
12162,BE,2009-09-23T00:00:00.000Z,,3
12162,BR,2010-02-05T00:00:00.000Z,14,3
12162,BR,2009-04-15T00:00:00.000Z,,5
12162,CA,2008-10-18T00:00:00.000Z,,1
12162,CA,2008-09-08T00:00:00.000Z,,1
12162,CA,2009-07-10T00:00:00.000Z,,3
12162,CH,2009-08-13T00:00:00.000Z,16,3
12162,CH,2009-09-23T00:00:00.000Z,,3
12162,CH,2008-11-02T00:00:00.000Z,,3
12162,CZ,2010-02-25T00:00:00.000Z,,3
12162,CZ,2009-11-01T00:00:00.000Z,,5
12162,DE,2009-08-13T00:00:00.000Z,16,3
12162,DK,2009-09-04T00:00:00.000Z,15,3
12162,EE,2009-10-23T00:00:00.000Z,,3
12162,ES,2009-10-06T00:00:00.000Z,,1
12162,ES,2010-01-29T00:00:00.000Z,16,3
12162,FI,2009-11-27T00:00:00.000Z,K-15,3
12162,FI,2009-09-18T00:00:00.000Z,K-16,3
12162,FR,2009-09-23T00:00:00.000Z,U,3
12162,FR,2010-03-10T00:00:00.000Z,,3
12162,GB,2009-06-19T00:00:00.000Z,,1
12162,GB,2009-08-28T00:00:00.000Z,15,3
12162,GR,2010-03-04T00:00:00.000Z,,2
12162,GR,2010-03-11T00:00:00.000Z,15,3
12162,HK,2010-02-26T00:00:00.000Z,,2
12162,HK,2010-03-11T00:00:00.000Z,IIB,3
12162,HU,2010-02-18T00:00:00.000Z,R,3
12162,ID,2009-06-02T00:00:00.000Z,,3
12162,IE,2009-08-28T00:00:00.000Z,15A,3
12162,IL,2010-03-11T00:00:00.000Z,,3
12162,IN,2010-04-09T00:00:00.000Z,,3
12162,IS,2009-07-08T00:00:00.000Z,16,3
12162,IT,2008-09-04T00:00:00.000Z,,1
12162,IT,2008-10-10T00:00:00.000Z,T,3
12162,JP,2010-02-26T00:00:00.000Z,,1
12162,JP,2010-03-06T00:00:00.000Z,PG12 ,3
12162,KR,2010-04-22T00:00:00.000Z,15,3
12162,KW,2010-04-08T00:00:00.000Z,,3
12162,LB,2010-04-08T00:00:00.000Z,,3
12162,LT,2009-11-06T00:00:00.000Z,,3
12162,LV,2009-10-16T00:00:00.000Z,,3
12162,MX,2010-02-12T00:00:00.000Z,B15 ,3
12162,NL,2009-12-03T00:00:00.000Z,16,3
12162,NL,2009-12-28T00:00:00.000Z,16,5
12162,NL,2010-02-24T00:00:00.000Z,16,5
12162,NL,2011-12-07T00:00:00.000Z,16,6
12162,NO,2008-11-29T00:00:00.000Z,15,1
12162,NO,2009-09-25T00:00:00.000Z,15,3
12162,NZ,2010-04-01T00:00:00.000Z,R16,3
12162,PA,2010-03-05T00:00:00.000Z,,3
12162,PE,2010-02-18T00:00:00.000Z,14,3
12162,PH,2009-10-21T00:00:00.000Z,,3
12162,PL,2008-12-01T00:00:00.000Z,,1
12162,PL,2010-03-12T00:00:00.000Z,,2
12162,PL,2010-03-19T00:00:00.000Z,,3
12162,PL,2010-02-15T00:00:00.000Z,,4
12162,PT,2009-09-17T00:00:00.000Z,M/16,3
12162,RO,2009-09-29T00:00:00.000Z,,3
12162,RU,2010-01-14T00:00:00.000Z,16+,3
12162,SE,2009-01-29T00:00:00.000Z,15,1
12162,SE,2009-12-04T00:00:00.000Z,15,3
12162,SG,2009-09-15T00:00:00.000Z,M18 ,3
12162,SG,2010-02-18T00:00:00.000Z,,3
12162,SK,2010-03-11T00:00:00.000Z,,3
12162,TH,2010-02-25T00:00:00.000Z,,3
12162,TR,2009-10-02T00:00:00.000Z,,3
12162,TW,2010-03-12T00:00:00.000Z,,3
12162,US,2009-03-17T00:00:00.000Z,,1
12162,US,2009-06-25T00:00:00.000Z,R,2
12162,US,2009-07-31T00:00:00.000Z,R,3
12162,UY,2010-02-05T00:00:00.000Z,,3
