movie_id,language,english_name
195836,en,English
195836,yo,Yoruba
290764,en,English
11062,en,English
49708,fr,French
28625,en,English
258005,no,Norwegian
195814,en,English
49700,ru,Russian
404713,es,Spanish
404713,en,English
290768,en,English
72900,es,Spanish
273197,zh,Mandarin
49710,da,Danish
257963,ar,Arabic
28624,en,English
72913,cn,Cantonese
72913,en,English
72913,la,Latin
72913,es,Spanish
72913,tl,Tagalog
928914,es,Spanish
335051,it,Italian
782249,en,English
782249,es,Spanish
782249,it,Italian
404716,de,German
365119,sl,Slovenian
102969,fr,French
11064,en,English
195830,it,Italian
404657,ru,Russian
28644,qu,Quechua
28644,es,Spanish
11063,de,German
335063,pt,Portuguese
72899,en,English
72899,fr,French
72899,hu,Hungarian
28628,en,English
49707,fr,French
49707,de,German
142533,ko,Korean
520124,no,Norwegian
142513,pt,Portuguese
257976,en,English
195839,ar,Arabic
195865,pt,Portuguese
290772,en,English
11067,en,English
49706,cn,Cantonese
335054,fr,French
335054,it,Italian
28646,en,English
72908,es,Spanish
28638,zh,Mandarin
28638,ja,Japanese
28638,en,English
72931,ru,Russian
28632,zh,Mandarin
28632,ja,Japanese
72912,en,English
335053,es,Spanish
273216,it,Italian
257989,en,English
720141,ru,Russian
103048,hi,Hindi
258006,en,English
258021,id,Indonesian
28635,en,English
28640,en,English
28640,de,German
365144,hu,Hungarian
11074,en,English
365172,de,German
365172,sv,Swedish
365172,hu,Hungarian
365172,he,Hebrew
404711,ta,Tamil
404711,te,Telugu
11068,en,English
11066,fr,French
11066,en,English
28656,en,English
28656,de,German
458003,es,Spanish
49709,he,Hebrew
103016,en,English
28642,fr,French
72914,en,English
142616,en,English
258011,no,Norwegian
142583,en,English
11069,en,English
11069,es,Spanish
273214,it,Italian
49712,en,English
49712,it,Italian
365173,fr,French
365173,en,English
103073,mr,Marathi
103073,hi,Hindi
103029,fr,French
404733,en,English
404733,fr,French
404733,de,German
11077,en,English
11077,es,Spanish
458005,en,English
28660,en,English
535356,es,Spanish
49723,pt,Portuguese
49717,sv,Swedish
49714,it,Italian
365219,en,English
365188,fi,Finnish
195862,pt,Portuguese
404762,en,English
258035,en,English
28647,en,English
290789,en,English
195867,en,English
597237,en,English
49715,de,German
49715,fr,French
335077,en,English
103077,it,Italian
335064,pt,Portuguese
458019,id,Indonesian
142591,es,Spanish
142591,en,English
49726,it,Italian
142622,no,Norwegian
258019,fr,French
49719,en,English
258075,en,English
11072,en,English
11072,yi,Yiddish
11072,de,German
103067,it,Italian
103079,ja,Japanese
258026,el,Greek
404748,fi,Finnish
290809,en,English
49721,en,English
49721,ru,Russian
49728,en,English
49718,sv,Swedish
458032,hi,Hindi
142611,hr,Croatian
142611,en,English
142611,sr,Serbian
142611,sl,Slovenian
72948,de,German
72948,ru,Russian
11082,en,English
404761,es,Spanish
28650,en,English
195912,en,English
11083,sv,Swedish
11083,no,Norwegian
142634,it,Italian
458027,ru,Russian
404757,sr,Serbian
11076,en,English
11075,ja,Japanese
258034,es,Spanish
103089,es,Spanish
335081,it,Italian
195921,zh,Mandarin
72967,cn,Cantonese
103071,en,English
103071,es,Spanish
11073,de,German
365240,en,English
290802,en,English
72952,de,German
195957,en,English
49722,en,English
49722,fr,French
365222,en,English
365222,cn,Cantonese
365222,fr,French
365222,zh,Mandarin
11086,en,English
72949,ru,Russian
28666,en,English
28677,en,English
11078,en,English
815093,en,English
49740,it,Italian
458120,es,Spanish
258086,en,English
49725,it,Italian
49729,fr,French
258121,sv,Swedish
142621,zh,Mandarin
49741,ru,Russian
72956,en,English
195923,pt,Portuguese
72958,bn,Bengali
72977,en,English
72955,pl,Polish
72955,ru,Russian
72955,en,English
258045,fr,French
290815,en,English
290815,gu,Gujarati
290815,hi,Hindi
290815,mr,Marathi
404791,de,German
404791,ru,Russian
404791,sv,Swedish
404791,en,English
28665,en,English
11088,en,English
49735,fr,French
72963,en,English
49744,de,German
458070,en,English
258107,fr,French
258107,wo,Wolof
273215,de,German
458142,id,Indonesian
404772,id,Indonesian
11084,nl,Dutch
72984,en,English
458080,en,English
28676,en,English
28676,it,Italian
11081,en,English
11081,fr,French
404785,ja,Japanese
103086,de,German
28682,en,English
28682,it,Italian
196013,pt,Portuguese
458104,en,English
458090,sl,Slovenian
72976,en,English
258133,hu,Hungarian
520232,pt,Portuguese
404789,sv,Swedish
552969,id,Indonesian
28671,en,English
11087,en,English
72987,en,English
72987,fr,French
49730,en,English
28678,it,Italian
365231,es,Spanish
49762,en,English
103100,es,Spanish
458094,de,German
520270,en,English
520270,fr,French
258099,en,English
797524,ru,Russian
103112,it,Italian
49737,fr,French
28685,en,English
142643,nl,Dutch
49763,en,English
28680,it,Italian
72993,sv,Swedish
258126,sv,Swedish
889537,cs,Czech
889537,ru,Russian
142673,hi,Hindi
142650,en,English
196023,pt,Portuguese
458123,uk,Ukrainian
49748,en,English
11096,en,English
28679,en,English
28679,it,Italian
11090,en,English
72979,it,Italian
404829,en,English
458131,en,English
196024,da,Danish
196024,sv,Swedish
11091,en,English
365267,pl,Polish
365267,sv,Swedish
11089,de,German
11089,es,Spanish
404831,gl,Galician
404831,en,English
142662,it,Italian
28691,fr,French
49745,en,English
49761,de,German
103133,en,English
72981,it,Italian
365269,es,Spanish
103117,it,Italian
196017,pt,Portuguese
103134,it,Italian
520273,kk,Kazakh
520273,ru,Russian
11093,en,English
11093,it,Italian
11093,fa,Persian
290825,en,English
290825,fr,French
290825,de,German
28684,es,Spanish
28684,en,English
552982,fr,French
103122,it,Italian
103126,fr,French
597284,tr,Turkish
258136,it,Italian
365279,es,Spanish
458156,ar,Arabic
458156,zh,Mandarin
458156,en,English
458156,id,Indonesian
458156,it,Italian
458156,ja,Japanese
458156,la,Latin
458156,ru,Russian
365270,da,Danish
258132,it,Italian
520331,it,Italian
258147,en,English
574067,mn,Mongolian
574037,zh,Mandarin
574037,en,English
103137,es,Spanish
72985,tl,Tagalog
290822,sh,Serbo-Croatian
335139,es,Spanish
11092,en,English
258156,ja,Japanese
258188,pt,Portuguese
404806,de,German
535389,zh,Mandarin
535389,ko,Korean
11097,de,German
597275,zh,Mandarin
597275,ru,Russian
103128,it,Italian
270410,pl,Polish
72996,ce,Chechen
72996,ru,Russian
404812,ru,Russian
142713,es,Spanish
365272,fr,French
258139,it,Italian
520335,en,English
196027,sv,Swedish
311910,es,Spanish
258158,en,English
258158,hu,Hungarian
142725,cs,Czech
720324,es,Spanish
290829,fr,French
458171,de,German
458171,it,Italian
552990,hu,Hungarian
49767,en,English
258162,es,Spanish
458204,es,Spanish
49787,en,English
142689,it,Italian
520312,de,German
11098,en,English
258199,fr,French
11100,ar,Arabic
11100,fr,French
11100,fa,Persian
458214,es,Spanish
49768,fr,French
11099,en,English
49770,en,English
258206,pt,Portuguese
28692,en,English
142694,ru,Russian
28705,he,Hebrew
49769,tr,Turkish
720320,es,Spanish
28706,en,English
72998,it,Italian
11101,de,German
11101,ru,Russian
365299,de,German
142690,ru,Russian
28697,ja,Japanese
273251,th,Thai
458176,bs,Bosnian
458176,sr,Serbian
458176,hr,Croatian
335145,en,English
365283,ja,Japanese
365283,ko,Korean
458253,en,English
28698,en,English
196032,en,English
196032,sr,Serbian
196032,es,Spanish
196032,sv,Swedish
597290,hu,Hungarian
11109,en,English
11103,en,English
49784,it,Italian
627446,es,Spanish
290843,it,Italian
49791,fr,French
258193,en,English
458264,pt,Portuguese
335149,en,English
11104,cn,Cantonese
11104,zh,Mandarin
11104,en,English
11104,hi,Hindi
11104,ja,Japanese
11104,pa,Punjabi
11104,ur,Urdu
11110,he,Hebrew
627427,ro,Romanian
49785,el,Greek
1077285,ru,Russian
1077285,uk,Ukrainian
335151,en,English
103147,es,Spanish
103162,en,English
142726,cs,Czech
28704,en,English
258216,en,English
273249,ar,Arabic
335154,fr,French
73043,de,German
73043,ja,Japanese
103152,es,Spanish
404882,de,German
142779,ru,Russian
365296,es,Spanish
520364,en,English
11107,en,English
273248,es,Spanish
273248,en,English
597314,tr,Turkish
290862,en,English
290862,de,German
290862,he,Hebrew
458300,da,Danish
49788,en,English
335172,ru,Russian
142746,ru,Russian
11115,en,English
458252,fr,French
49789,en,English
258210,en,English
404937,id,Indonesian
311933,ru,Russian
196080,it,Italian
290863,de,German
73029,es,Spanish
142749,el,Greek
258230,en,English
404894,el,Greek
520356,es,Spanish
73058,ru,Russian
73058,uz,Uzbek
520360,en,English
142795,en,English
28710,es,Spanish
103156,de,German
28709,ru,Russian
73034,es,Spanish
196160,en,English
258217,bn,Bengali
258217,hi,Hindi
258232,zh,Mandarin
258232,en,English
258232,ms,Malay
404905,ru,Russian
73036,es,Spanish
290865,ko,Korean
49792,en,English
142773,hu,Hungarian
142773,en,English
574088,es,Spanish
49795,en,English
49805,en,English
49805,fr,French
49805,la,Latin
49805,el,Greek
273247,es,Spanish
627463,zh,Mandarin
627463,en,English
365341,pt,Portuguese
28715,en,English
49797,ko,Korean
196146,ru,Russian
982618,zh,Mandarin
982618,en,English
982618,de,German
365324,el,Greek
142800,pl,Polish
11112,en,English
142793,ru,Russian
520379,it,Italian
290859,en,English
290859,es,Spanish
258224,it,Italian
73053,ru,Russian
49798,en,English
11119,en,English
49806,en,English
196154,ru,Russian
73065,en,English
73065,it,Italian
11106,de,German
889615,ru,Russian
73055,en,English
73055,fr,French
73055,is,Icelandic
404938,id,Indonesian
258227,ro,Romanian
720476,ru,Russian
404945,en,English
404945,ar,Arabic
365331,el,Greek
365331,tr,Turkish
458302,fr,French
458302,en,English
28723,de,German
28723,en,English
11116,de,German
49807,bs,Bosnian
49800,en,English
290864,cn,Cantonese
290864,zh,Mandarin
290864,es,Spanish
365336,el,Greek
49803,en,English
73057,fr,French
535404,en,English
535404,hu,Hungarian
28732,en,English
335203,ru,Russian
103203,ar,Arabic
103203,de,German
103203,fr,French
103203,wo,Wolof
103195,de,German
103195,en,English
103195,cs,Czech
142798,ka,Georgian
142808,ru,Russian
196184,de,German
11117,de,German
11121,en,English
258235,de,German
73066,en,English
73062,en,English
73062,pt,Portuguese
258251,en,English
28721,de,German
28721,en,English
520386,da,Danish
889632,ru,Russian
290869,ar,Arabic
28734,en,English
11120,en,English
142802,ru,Russian
103201,en,English
49813,en,English
458342,en,English
520390,en,English
73069,en,English
73069,it,Italian
574097,fr,French
258255,en,English
73067,en,English
11122,de,German
196200,it,Italian
365354,sh,Serbo-Croatian
28733,en,English
258256,it,Italian
458344,en,English
273261,en,English
49812,fi,Finnish
49812,zh,Mandarin
49812,sv,Swedish
49812,en,English
404961,en,English
404961,es,Spanish
28735,en,English
335211,ru,Russian
103215,en,English
103215,nl,Dutch
49814,en,English
11123,en,English
49815,en,English
258260,ko,Korean
103212,hi,Hindi
142829,es,Spanish
335216,es,Spanish
11127,en,English
196235,en,English
49818,da,Danish
49818,en,English
49818,ja,Japanese
49818,no,Norwegian
404969,es,Spanish
258261,en,English
196218,it,Italian
196218,de,German
103218,it,Italian
28737,en,English
458379,es,Spanish
28741,en,English
574109,en,English
103216,it,Italian
11128,en,English
73073,it,Italian
103227,te,Telugu
73075,it,Italian
458386,pl,Polish
28742,en,English
28739,en,English
258281,it,Italian
73074,it,Italian
49823,en,English
49821,pt,Portuguese
142830,ru,Russian
258299,cs,Czech
73072,it,Italian
258276,it,Italian
103236,hi,Hindi
196251,ru,Russian
49833,tr,Turkish
142831,ru,Russian
273271,en,English
365384,es,Spanish
73077,it,Italian
574122,ar,Arabic
142851,ru,Russian
258284,en,English
365373,sh,Serbo-Croatian
49835,en,English
11131,cn,Cantonese
11131,en,English
553030,en,English
520454,en,English
520454,fr,French
365372,en,English
11129,en,English
28744,en,English
405035,id,Indonesian
667152,it,Italian
49827,ru,Russian
258311,en,English
73079,en,English
196253,en,English
405036,id,Indonesian
196263,es,Spanish
520446,en,English
365413,de,German
258308,he,Hebrew
49841,en,English
49841,pt,Portuguese
28745,en,English
258313,ko,Korean
103243,hi,Hindi
11139,en,English
11139,fr,French
142884,ru,Russian
405021,bn,Bengali
405021,en,English
73092,ko,Korean
458423,en,English
290890,en,English
290890,ml,Malayalam
28761,en,English
11133,en,English
535421,hr,Croatian
535421,en,English
535421,it,Italian
49849,en,English
73088,sv,Swedish
28746,en,English
103275,en,English
103275,pt,Portuguese
49838,fr,French
49838,en,English
335223,en,English
142898,ru,Russian
28751,en,English
196280,en,English
458456,ja,Japanese
196305,en,English
11134,cn,Cantonese
11134,en,English
11134,ms,Malay
11134,th,Thai
28757,en,English
103254,en,English
11142,de,German
28762,en,English
720598,en,English
458439,es,Spanish
73104,es,Spanish
73099,sv,Swedish
73099,fi,Finnish
73091,de,German
73091,fr,French
73091,en,English
73091,vi,Vietnamese
103276,my,Burmese
49848,en,English
365398,es,Spanish
405045,id,Indonesian
365415,cs,Czech
258310,tr,Turkish
196313,hi,Hindi
28765,en,English
142895,it,Italian
258315,pt,Portuguese
11141,en,English
11137,da,Danish
11137,de,German
11137,en,English
73109,en,English
290902,hu,Hungarian
49850,de,German
49850,en,English
49850,it,Italian
49852,en,English
258321,pt,Portuguese
405039,id,Indonesian
11143,cn,Cantonese
11143,en,English
458454,it,Italian
196325,en,English
196325,zh,Mandarin
49851,en,English
73100,ru,Russian
258340,bg,Bulgarian
103279,he,Hebrew
258318,en,English
196324,es,Spanish
142921,es,Spanish
458478,en,English
458478,es,Spanish
28768,en,English
258322,it,Italian
11145,en,English
73111,fr,French
28772,zh,Mandarin
28772,cn,Cantonese
142928,nl,Dutch
11148,es,Spanish
11147,de,German
28766,en,English
597398,xx,No Language
49872,en,English
49872,it,Italian
49872,pt,Portuguese
520486,en,English
103281,pt,Portuguese
28783,en,English
720638,uk,Ukrainian
535435,it,Italian
49874,sv,Swedish
520494,tl,Tagalog
49853,en,English
49853,de,German
49853,km,Khmer
290930,fr,French
290930,nl,Dutch
365428,pt,Portuguese
365444,fi,Finnish
365444,ru,Russian
405075,en,English
28774,en,English
73112,te,Telugu
196357,it,Italian
458525,fr,French
312023,ru,Russian
312023,uk,Ukrainian
142931,es,Spanish
103299,en,English
597400,it,Italian
258392,pl,Polish
196359,en,English
103298,en,English
11153,en,English
11151,es,Spanish
405102,de,German
258357,de,German
258364,de,German
11150,fr,French
196385,cn,Cantonese
196385,zh,Mandarin
196385,en,English
196385,ja,Japanese
73116,en,English
574163,en,English
103303,ru,Russian
28788,en,English
142946,en,English
103307,ru,Russian
49878,fr,French
258363,en,English
258363,es,Spanish
11157,en,English
73118,it,Italian
196398,fr,French
28790,en,English
142948,ml,Malayalam
103314,en,English
11156,fr,French
11156,en,English
458521,es,Spanish
258420,zh,Mandarin
142960,en,English
142968,es,Spanish
73119,cr,Cree
73119,fr,French
520552,ru,Russian
11152,en,English
11152,de,German
11152,el,Greek
11152,es,Spanish
889756,ru,Russian
73123,nl,Dutch
103302,fr,French
405113,fr,French
73129,hu,Hungarian
73120,en,English
520572,tr,Turkish
142962,es,Spanish
258406,zh,Mandarin
258406,bo,Tibetan
28796,ja,Japanese
28793,en,English
49888,fr,French
49881,ko,Korean
335273,hi,Hindi
335273,te,Telugu
28797,en,English
196405,fr,French
28792,en,English
28792,fr,French
535448,fa,Persian
49882,pt,Portuguese
273304,it,Italian
28798,it,Italian
49886,fr,French
458534,fr,French
405131,en,English
405131,ar,Arabic
73131,es,Spanish
73131,en,English
73131,sw,Swahili
365452,en,English
11166,no,Norwegian
258416,es,Spanish
365463,cs,Czech
273311,ja,Japanese
11161,en,English
11159,en,English
28799,it,Italian
312030,es,Spanish
49887,fr,French
49907,fr,French
49907,it,Italian
73132,de,German
142965,es,Spanish
520596,en,English
73133,mk,Macedonian
28794,it,Italian
49890,en,English
11168,de,German
196411,pt,Portuguese
28801,en,English
258429,zh,Mandarin
258424,zh,Mandarin
258456,tr,Turkish
553082,ar,Arabic
49908,hu,Hungarian
196420,cn,Cantonese
458569,hu,Hungarian
103328,fr,French
103336,en,English
11162,en,English
11162,it,Italian
258435,en,English
258435,da,Danish
258435,fr,French
258435,yi,Yiddish
258435,es,Spanish
196489,it,Italian
49889,fr,French
103327,fr,French
11170,en,English
458589,nl,Dutch
458589,da,Danish
458589,en,English
458589,de,German
142971,en,English
73147,he,Hebrew
73137,en,English
196421,it,Italian
290944,hu,Hungarian
103332,en,English
103332,fr,French
797592,en,English
258475,zh,Mandarin
258475,en,English
258475,de,German
258475,ja,Japanese
73134,fr,French
73134,it,Italian
28795,ja,Japanese
49913,es,Spanish
458594,en,English
458594,es,Spanish
405120,hu,Hungarian
103343,it,Italian
103333,en,English
103331,de,German
143012,ru,Russian
73130,es,Spanish
196469,en,English
458639,fr,French
365476,es,Spanish
574187,de,German
574187,sk,Slovak
258479,zh,Mandarin
11169,en,English
11169,ru,Russian
11169,sv,Swedish
142999,en,English
273313,it,Italian
312051,es,Spanish
258439,zh,Mandarin
73160,pt,Portuguese
28802,en,English
28802,fr,French
258450,es,Spanish
49916,fr,French
73138,ja,Japanese
143007,ru,Russian
335305,zh,Mandarin
312056,hi,Hindi
667289,es,Spanish
258486,en,English
258486,ml,Malayalam
258486,ta,Tamil
143010,ta,Tamil
73146,es,Spanish
73146,en,English
11175,en,English
196492,it,Italian
143005,ru,Russian
49917,en,English
553093,de,German
458625,en,English
258489,en,English
335293,ca,Catalan
258470,ka,Georgian
11176,en,English
11176,fr,French
258477,zh,Mandarin
405177,en,English
365483,pt,Portuguese
49914,en,English
458676,en,English
11172,en,English
258512,fr,French
258512,en,English
258512,pt,Portuguese
28808,ja,Japanese
143011,it,Italian
11171,en,English
335292,es,Spanish
11177,en,English
49912,ru,Russian
28814,es,Spanish
143020,ru,Russian
28806,es,Spanish
49920,en,English
196499,it,Italian
73158,pt,Portuguese
73171,da,Danish
103344,fr,French
258480,en,English
28809,fr,French
365511,es,Spanish
49922,en,English
365489,fr,French
365491,en,English
11174,da,Danish
11174,sv,Swedish
458691,en,English
143025,ru,Russian
1077389,ca,Catalan
258518,pt,Portuguese
335310,en,English
335310,fr,French
49927,zh,Mandarin
458667,ru,Russian
143028,zh,Mandarin
143028,cn,Cantonese
103375,fr,French
49918,ja,Japanese
290958,it,Italian
405186,de,German
405186,ro,Romanian
103364,ar,Arabic
365501,en,English
143037,ru,Russian
73169,pt,Portuguese
11179,de,German
458721,en,English
11178,en,English
11178,ko,Korean
258535,kn,Kannada
103370,en,English
28816,en,English
11183,fr,French
458688,af,Afrikaans
258514,en,English
73196,en,English
28828,es,Spanish
28820,it,Italian
143040,ru,Russian
458702,es,Spanish
458723,en,English
574220,en,English
28827,nl,Dutch
258529,en,English
335346,it,Italian
11185,en,English
28832,ja,Japanese
49929,en,English
49929,fr,French
103393,en,English
103393,de,German
103393,ja,Japanese
335352,de,German
11181,de,German
11181,it,Italian
520679,en,English
49931,fr,French
365543,ru,Russian
73202,de,German
335347,de,German
258542,it,Italian
103398,de,German
103398,pl,Polish
405188,tr,Turkish
49934,sh,Serbo-Croatian
405187,tr,Turkish
49932,en,English
11184,en,English
335353,tr,Turkish
143049,en,English
28831,es,Spanish
365551,de,German
143047,ru,Russian
11186,en,English
28834,es,Spanish
143057,ru,Russian
258541,en,English
258541,hi,Hindi
258541,mr,Marathi
73211,no,Norwegian
73211,sv,Swedish
365548,es,Spanish
458737,en,English
103413,en,English
143056,ru,Russian
73209,en,English
258564,en,English
196603,da,Danish
258559,en,English
28835,de,German
11189,de,German
11187,en,English
73210,no,Norwegian
258562,de,German
258562,en,English
49935,fr,French
28842,it,Italian
458749,it,Italian
273327,fr,French
258574,en,English
28840,it,Italian
458759,en,English
11190,ru,Russian
405203,en,English
405203,fi,Finnish
49938,fr,French
103417,pt,Portuguese
103416,ar,Arabic
312079,de,German
312079,it,Italian
143066,ru,Russian
458777,en,English
49939,ja,Japanese
11191,en,English
405204,en,English
405204,fi,Finnish
405204,de,German
73213,cs,Czech
103418,ar,Arabic
28844,en,English
28844,it,Italian
28847,it,Italian
258582,fi,Finnish
458785,ru,Russian
49940,zh,Mandarin
49940,sv,Swedish
73216,de,German
73216,en,English
335359,mr,Marathi
520721,ru,Russian
520721,uk,Ukrainian
667354,ru,Russian
667355,ro,Romanian
28848,it,Italian
11192,de,German
28850,it,Italian
49943,ru,Russian
258589,tl,Tagalog
312088,en,English
458787,da,Danish
273336,ja,Japanese
458807,fr,French
103424,en,English
73217,en,English
143069,ru,Russian
520736,it,Italian
28854,en,English
49946,fr,French
11194,en,English
28851,en,English
73218,es,Spanish
73218,en,English
49944,fr,French
458815,gl,Galician
103425,en,English
143098,fi,Finnish
597505,es,Spanish
258602,es,Spanish
520759,en,English
73215,nl,Dutch
143117,ru,Russian
11195,fr,French
11195,de,German
49950,en,English
28855,en,English
335360,en,English
405264,en,English
627715,hi,Hindi
258607,es,Spanish
520768,da,Danish
258614,en,English
11196,da,Danish
11199,en,English
312092,it,Italian
290999,en,English
28859,en,English
103433,en,English
143118,ru,Russian
458867,fa,Persian
196682,bs,Bosnian
196682,sl,Slovenian
143119,ru,Russian
73237,en,English
73237,hi,Hindi
458840,it,Italian
11197,sv,Swedish
11198,cn,Cantonese
11198,zh,Mandarin
11198,it,Italian
11198,pt,Portuguese
103428,ar,Arabic
49952,en,English
574236,it,Italian
143146,en,English
103448,ar,Arabic
73232,en,English
28858,en,English
520777,en,English
405265,sl,Slovenian
335370,ca,Catalan
335370,es,Spanish
11207,de,German
11207,tr,Turkish
520772,de,German
103437,en,English
103437,es,Spanish
49958,en,English
458842,es,Spanish
