movie_id,genre_id,genre_name
295832,35,Comedy
243538,18,Drama
243538,10752,War
78657,35,Comedy
340832,35,Comedy
340832,18,Drama
276591,18,Drama
276591,36,History
78690,10749,Romance
78690,35,Comedy
78690,18,Drama
55119,35,Comedy
78693,10749,Romance
78693,18,Drama
295834,80,Crime
295834,35,Comedy
295834,18,Drama
704607,53,Thriller
340801,35,Comedy
340801,18,Drama
14434,35,Comedy
14434,10749,Romance
78691,9648,Mystery
78691,53,Thriller
78691,80,Crime
33695,28,Action
33695,12,Adventure
33695,27,Horror
33695,9648,Mystery
33695,53,Thriller
33704,35,Comedy
55113,10749,Romance
55113,35,Comedy
55121,35,Comedy
243636,10749,Romance
243636,18,Drama
442485,18,Drama
442485,35,Comedy
33696,18,Drama
33696,35,Comedy
505707,18,Drama
505707,36,History
78696,10751,Family
78696,35,Comedy
78696,14,Fantasy
55132,35,Comedy
897781,18,Drama
55116,35,Comedy
373476,18,Drama
373476,9648,Mystery
373476,53,Thriller
340840,18,Drama
180348,12,Adventure
14429,10749,Romance
14429,35,Comedy
14429,18,Drama
180314,99,Documentary
635634,18,Drama
78683,18,Drama
243578,18,Drama
243578,10402,Music
243649,99,Documentary
243656,16,Animation
243656,35,Comedy
243656,10751,Family
180305,53,Thriller
180305,27,Horror
505723,10770,TV Movie
505723,10749,Romance
33753,18,Drama
14451,27,Horror
14451,35,Comedy
14432,18,Drama
14432,10749,Romance
78697,10751,Family
78697,35,Comedy
78697,14,Fantasy
243664,10749,Romance
243664,35,Comedy
243664,10751,Family
14441,18,Drama
505706,80,Crime
505706,53,Thriller
373473,18,Drama
33714,35,Comedy
33714,18,Drama
33714,878,Science Fiction
14456,27,Horror
14456,9648,Mystery
55138,35,Comedy
55138,10749,Romance
276595,35,Comedy
276595,18,Drama
442453,18,Drama
78701,18,Drama
78701,10749,Romance
373481,99,Documentary
55135,35,Comedy
557996,18,Drama
1159926,18,Drama
505749,18,Drama
505749,10749,Romance
78689,18,Drama
55130,35,Comedy
55130,18,Drama
14455,28,Action
14455,18,Drama
14455,36,History
180318,18,Drama
373526,53,Thriller
373526,80,Crime
373526,10770,TV Movie
373541,27,Horror
373541,9648,Mystery
373541,53,Thriller
340837,27,Horror
340837,9648,Mystery
340837,878,Science Fiction
55125,35,Comedy
180341,99,Documentary
373479,10402,Music
373479,99,Documentary
55144,18,Drama
55144,10770,TV Movie
55144,10402,Music
14459,27,Horror
14459,53,Thriller
14457,27,Horror
14457,9648,Mystery
505774,28,Action
33723,35,Comedy
33723,27,Horror
373480,99,Documentary
33767,27,Horror
55145,18,Drama
55145,10749,Romance
55145,53,Thriller
505747,35,Comedy
505747,14,Fantasy
55131,35,Comedy
111401,99,Documentary
33715,99,Documentary
373482,35,Comedy
373482,10751,Family
55148,80,Crime
55148,18,Drama
78695,18,Drama
505839,36,History
505839,18,Drama
505839,10749,Romance
505840,28,Action
505840,18,Drama
111338,99,Documentary
295884,35,Comedy
295884,14,Fantasy
33721,27,Horror
180347,18,Drama
180347,10749,Romance
14449,14,Fantasy
14449,18,Drama
14449,28,Action
14449,36,History
14460,878,Science Fiction
14460,28,Action
14460,12,Adventure
14448,18,Drama
14448,10749,Romance
180407,18,Drama
704642,35,Comedy
33769,27,Horror
33769,53,Thriller
33740,99,Documentary
33740,10751,Family
33740,10402,Music
295886,18,Drama
340874,18,Drama
55151,18,Drama
55151,10749,Romance
78715,18,Drama
78715,80,Crime
55133,35,Comedy
295887,10751,Family
295887,35,Comedy
295887,12,Adventure
295887,28,Action
340865,53,Thriller
340865,27,Horror
55134,18,Drama
55134,35,Comedy
111411,99,Documentary
78698,12,Adventure
78698,18,Drama
78698,10749,Romance
78698,14,Fantasy
180361,18,Drama
373494,18,Drama
373494,36,History
180418,18,Drama
243670,10749,Romance
14464,35,Comedy
78733,35,Comedy
78733,18,Drama
111367,18,Drama
111367,35,Comedy
111367,10752,War
841562,18,Drama
373564,18,Drama
373564,28,Action
373564,35,Comedy
180375,10751,Family
180375,14,Fantasy
180375,35,Comedy
442509,35,Comedy
442509,10770,TV Movie
243676,35,Comedy
579440,18,Drama
14458,27,Horror
14458,878,Science Fiction
14458,53,Thriller
111422,80,Crime
111422,28,Action
111422,9648,Mystery
33766,18,Drama
33766,53,Thriller
14469,28,Action
14469,18,Drama
14469,53,Thriller
180371,35,Comedy
55141,27,Horror
373571,878,Science Fiction
373571,28,Action
340881,10751,Family
340881,18,Drama
243683,10749,Romance
243683,18,Drama
243683,10402,Music
78705,18,Drama
111426,80,Crime
111426,53,Thriller
33762,28,Action
1030120,18,Drama
1030120,35,Comedy
558041,18,Drama
558041,10751,Family
180440,18,Drama
55139,18,Drama
55139,53,Thriller
78706,18,Drama
317305,99,Documentary
317305,10770,TV Movie
317305,10402,Music
78702,35,Comedy
55166,35,Comedy
295912,18,Drama
55165,35,Comedy
55165,18,Drama
373579,35,Comedy
373579,14,Fantasy
111383,35,Comedy
78713,18,Drama
78713,10751,Family
340897,18,Drama
243684,18,Drama
243684,35,Comedy
14462,18,Drama
14462,53,Thriller
14462,9648,Mystery
180410,35,Comedy
33788,53,Thriller
442540,18,Drama
505870,18,Drama
33794,27,Horror
505841,18,Drama
33789,27,Horror
33789,35,Comedy
373546,18,Drama
276607,18,Drama
1228978,99,Documentary
295914,18,Drama
295914,28,Action
635690,18,Drama
243699,35,Comedy
55149,10752,War
966889,18,Drama
14467,18,Drama
14467,35,Comedy
14467,10749,Romance
33796,12,Adventure
33796,18,Drama
33796,36,History
558058,10749,Romance
558058,12,Adventure
55171,35,Comedy
55171,10749,Romance
603073,18,Drama
505887,35,Comedy
180433,35,Comedy
340912,10749,Romance
340912,35,Comedy
340932,80,Crime
340932,18,Drama
340932,10770,TV Movie
263393,18,Drama
263393,27,Horror
263393,53,Thriller
505848,18,Drama
505850,18,Drama
111473,18,Drama
111473,36,History
111473,10749,Romance
33774,18,Drama
14484,18,Drama
14484,10749,Romance
558061,18,Drama
558061,10752,War
180504,99,Documentary
180420,18,Drama
111443,18,Drama
111443,53,Thriller
111443,878,Science Fiction
55154,35,Comedy
55154,10749,Romance
340875,35,Comedy
897901,18,Drama
897901,36,History
897901,10770,TV Movie
276614,99,Documentary
373569,28,Action
373569,35,Comedy
78792,18,Drama
78792,35,Comedy
442659,99,Documentary
635763,35,Comedy
442583,10749,Romance
442583,18,Drama
442583,35,Comedy
55157,28,Action
55157,35,Comedy
180441,10749,Romance
180441,18,Drama
243752,10749,Romance
243752,35,Comedy
505859,18,Drama
180526,18,Drama
33786,35,Comedy
33786,18,Drama
295945,53,Thriller
295945,80,Crime
33782,35,Comedy
78795,18,Drama
14475,35,Comedy
14485,28,Action
14485,35,Comedy
111481,18,Drama
111481,35,Comedy
243716,53,Thriller
14491,10749,Romance
14491,14,Fantasy
14491,10751,Family
14491,12,Adventure
442672,18,Drama
111432,878,Science Fiction
111432,18,Drama
579474,18,Drama
14472,27,Horror
78796,80,Crime
78796,18,Drama
78796,53,Thriller
263395,18,Drama
111482,18,Drama
14476,18,Drama
14476,28,Action
14476,53,Thriller
14476,80,Crime
33783,35,Comedy
505936,27,Horror
505936,35,Comedy
373583,53,Thriller
340892,80,Crime
340892,18,Drama
180562,35,Comedy
340927,18,Drama
243717,35,Comedy
243717,18,Drama
243717,36,History
243717,10402,Music
55190,18,Drama
55190,10751,Family
505941,18,Drama
505894,18,Drama
505894,35,Comedy
14474,35,Comedy
14474,10749,Romance
442708,35,Comedy
442708,18,Drama
14478,12,Adventure
14478,18,Drama
14478,10751,Family
442584,35,Comedy
442584,10749,Romance
33809,18,Drama
33809,10749,Romance
505861,18,Drama
558083,18,Drama
558095,18,Drama
558095,36,History
1229028,18,Drama
1229028,10749,Romance
340945,28,Action
340945,10752,War
243767,35,Comedy
78803,35,Comedy
78803,18,Drama
340904,35,Comedy
340904,80,Crime
373631,99,Documentary
78789,35,Comedy
14505,35,Comedy
55168,99,Documentary
33817,80,Crime
33817,18,Drama
33817,53,Thriller
55197,18,Drama
180565,80,Crime
180565,18,Drama
55177,35,Comedy
55177,10749,Romance
579456,99,Documentary
33819,18,Drama
55204,99,Documentary
276637,99,Documentary
14499,12,Adventure
14499,18,Drama
14499,14,Fantasy
14499,10751,Family
14499,9648,Mystery
505896,10752,War
505896,18,Drama
111474,18,Drama
78806,18,Drama
78801,18,Drama
243776,80,Crime
243776,27,Horror
243776,53,Thriller
55208,28,Action
55208,53,Thriller
55208,10749,Romance
276624,28,Action
276624,27,Horror
276624,18,Drama
111479,18,Drama
111479,10402,Music
111469,18,Drama
111469,35,Comedy
14503,35,Comedy
180566,35,Comedy
180561,18,Drama
373643,18,Drama
373643,10751,Family
373643,9648,Mystery
14488,12,Adventure
14488,14,Fantasy
14488,10751,Family
111493,35,Comedy
263394,18,Drama
243794,36,History
243794,28,Action
243794,18,Drama
295941,28,Action
33828,27,Horror
33828,53,Thriller
33828,10749,Romance
180570,18,Drama
180570,12,Adventure
55176,18,Drama
180571,35,Comedy
111507,28,Action
111507,80,Crime
33799,80,Crime
33799,18,Drama
33806,18,Drama
33806,35,Comedy
505948,878,Science Fiction
505948,53,Thriller
317371,18,Drama
243856,28,Action
538794,18,Drama
538794,10749,Romance
33801,27,Horror
635772,27,Horror
635772,35,Comedy
505953,18,Drama
505953,12,Adventure
505953,10751,Family
295964,18,Drama
33802,18,Drama
33802,10749,Romance
373654,80,Crime
78809,35,Comedy
263397,18,Drama
55179,18,Drama
55179,10749,Romance
14517,14,Fantasy
442714,99,Documentary
579530,99,Documentary
579530,36,History
78819,18,Drama
78819,10402,Music
340938,36,History
340938,35,Comedy
340938,18,Drama
33807,35,Comedy
33807,18,Drama
243866,18,Drama
243866,53,Thriller
243866,10770,TV Movie
505954,28,Action
505954,18,Drama
505954,36,History
505954,10752,War
55180,35,Comedy
55180,18,Drama
276652,35,Comedy
55191,18,Drama
55188,12,Adventure
55188,18,Drama
55188,878,Science Fiction
505972,18,Drama
295997,35,Comedy
295997,18,Drama
340955,18,Drama
340955,36,History
340955,10752,War
78797,80,Crime
78797,18,Drama
78805,35,Comedy
78805,18,Drama
442709,18,Drama
635782,10752,War
635782,18,Drama
635777,10770,TV Movie
635777,35,Comedy
635777,18,Drama
373666,35,Comedy
180577,10751,Family
180577,18,Drama
558103,53,Thriller
14510,27,Horror
14510,878,Science Fiction
111496,35,Comedy
340957,18,Drama
340957,35,Comedy
442712,99,Documentary
505985,18,Drama
579525,18,Drama
579525,9648,Mystery
55212,28,Action
55212,18,Drama
55212,9648,Mystery
14522,10751,Family
14522,12,Adventure
14522,18,Drama
78818,14,Fantasy
78818,10751,Family
180573,10749,Romance
180573,18,Drama
180573,53,Thriller
78825,18,Drama
78825,35,Comedy
14506,14,Fantasy
14506,12,Adventure
14506,35,Comedy
33851,80,Crime
33851,18,Drama
33851,28,Action
33851,53,Thriller
276664,35,Comedy
243873,35,Comedy
635786,99,Documentary
55244,99,Documentary
373674,35,Comedy
33831,80,Crime
33831,18,Drama
55192,18,Drama
55225,99,Documentary
180607,18,Drama
180607,10749,Romance
14524,80,Crime
14524,18,Drama
276654,14,Fantasy
276654,18,Drama
243880,35,Comedy
243887,18,Drama
243881,18,Drama
111509,28,Action
111509,53,Thriller
33842,53,Thriller
180583,35,Comedy
14520,35,Comedy
14520,10749,Romance
967019,18,Drama
967019,80,Crime
55246,35,Comedy
55246,10749,Romance
506025,35,Comedy
506025,18,Drama
296043,35,Comedy
295990,35,Comedy
180591,10402,Music
180591,35,Comedy
180591,18,Drama
180591,10749,Romance
296012,80,Crime
296012,9648,Mystery
296012,10770,TV Movie
243884,53,Thriller
243884,18,Drama
243884,9648,Mystery
263401,18,Drama
635823,99,Documentary
55248,27,Horror
55248,878,Science Fiction
317389,12,Adventure
603106,99,Documentary
78831,18,Drama
78821,35,Comedy
78821,18,Drama
373658,10749,Romance
14533,10749,Romance
14533,18,Drama
506043,10749,Romance
506043,18,Drama
506043,36,History
373655,12,Adventure
373655,18,Drama
373655,10749,Romance
