,international,worldwide,domestic,error
tt0758742,29667169.0,29667169.0,0.0,
tt8708802,16454674.0,16454674.0,0.0,
tt0276617,640175.0,640175.0,0.0,
tt0466500,0.0,0.0,0.0,
tt0991346,12760785.0,13236817.0,476032.0,
tt0273169,0.0,0.0,0.0,
tt0116282,36000000.0,60611975.0,24611975.0,
tt0102926,142000000.0,272742922.0,130742922.0,
tt1028581,26036.0,73848.0,47812.0,
tt3103318,0.0,0.0,0.0,
tt0089470,0.0,3099497.0,3099497.0,
tt6098380,386250.0,386250.0,0.0,
tt0356154,1691055.0,1691055.0,0.0,
tt2486682,0.0,124244.0,124244.0,
tt0419434,96392.0,376057.0,279665.0,
tt2318527,0.0,8785.0,8785.0,
tt0085380,0.0,0.0,0.0,
tt3103334,0.0,0.0,0.0,
tt0112923,0.0,0.0,0.0,
tt0425598,333329.0,12051924.0,11718595.0,
tt0098222,0.0,2043889.0,2043889.0,
tt0116322,0.0,20080020.0,20080020.0,
tt0389326,939743.0,3216111.0,2276368.0,
tt4121958,0.0,0.0,0.0,
tt0382202,0.0,0.0,0.0,
tt0103064,312106698.0,520881154.0,205881154.0,
tt0449088,652270784.0,961691209.0,309420425.0,
tt0853060,31257991.0,31257991.0,0.0,
tt0418982,0.0,0.0,0.0,
tt1086214,616534.0,616534.0,0.0,
tt0100670,0.0,52310.0,52310.0,
tt0238463,0.0,0.0,0.0,
tt2387601,0.0,0.0,0.0,
tt0101410,0.0,6153939.0,6153939.0,
tt0776804,106873.0,106873.0,0.0,
tt5275892,0.0,0.0,0.0,
tt0102307,5126.0,1055987.0,1050861.0,
tt0094812,0.0,50888729.0,50888729.0,
tt0077944,0.0,0.0,0.0,
tt0114558,0.0,7959291.0,7959291.0,
tt0079359,0.0,0.0,0.0,
tt1210351,187394.0,187394.0,0.0,
tt2215395,14661824.0,14692743.0,29494.0,
tt0114676,0.0,0.0,0.0,
tt1745686,3850586.0,3889260.0,38674.0,
tt0083157,0.0,0.0,0.0,
tt0496806,194157900.0,311312624.0,117154724.0,
tt0181852,283000000.0,433371112.0,150371112.0,
tt0354899,10445535.0,15116179.0,4670644.0,
tt0412473,0.0,0.0,0.0,
tt0103176,0.0,377832.0,377832.0,
tt1233459,4766629.0,4766629.0,0.0,
tt2451742,0.0,33300.0,33300.0,
tt0073706,0.0,0.0,0.0,
tt0350195,0.0,0.0,0.0,
tt0089015,0.0,2492496.0,2492088.0,
tt0091164,0.0,1131399.0,1131399.0,
tt0100023,0.0,0.0,0.0,
tt1413495,9667611.0,17056265.0,7388654.0,
tt5209284,0.0,0.0,0.0,
tt0090735,0.0,6637565.0,6637565.0,
tt0105265,0.0,43440294.0,43440294.0,
tt2359427,30345.0,332990.0,302645.0,
tt1698652,0.0,0.0,0.0,
tt0079121,0.0,0.0,0.0,
tt1876446,0.0,0.0,0.0,
tt0077699,0.0,28460702.0,28460702.0,
tt0768183,0.0,16659.0,16659.0,
tt0069307,0.0,0.0,0.0,
tt0092121,0.0,0.0,0.0,
tt0119643,98321000.0,142940100.0,44619100.0,
tt1404653,21237.0,21237.0,0.0,
tt0171647,0.0,0.0,0.0,
tt1824254,291274.0,457517.0,166243.0,
tt0238119,0.0,0.0,0.0,
tt0198539,0.0,0.0,0.0,
tt0154420,1555.0,1657778.0,1656223.0,
tt0324133,12311389.0,22441497.0,10130108.0,
tt0315327,241763613.0,484592874.0,242829261.0,
tt0096170,0.0,0.0,0.0,
tt0484368,17851.0,17851.0,0.0,
tt5460858,5793811.0,7622595.0,1828784.0,
tt0855975,1596581.0,1596581.0,0.0,
tt0109254,76594077.0,119208989.0,42614912.0,
tt2952634,316137.0,316137.0,0.0,
tt0420015,1112693.0,1591523.0,478830.0,
tt0087843,153310.0,5475086.0,5321508.0,
tt0896952,198012.0,198012.0,0.0,
tt2017634,0.0,0.0,0.0,
tt0412019,33585001.0,47329961.0,13744960.0,
tt0119238,0.0,0.0,0.0,
tt2107851,150333.0,150333.0,0.0,
tt1087861,1285924.0,1285924.0,0.0,
tt0339385,20344.0,20344.0,0.0,
tt0239560,0.0,0.0,0.0,
tt2309021,77666.0,159047.0,81381.0,
tt0107479,0.0,0.0,0.0,
tt0081729,0.0,0.0,0.0,
tt2006721,0.0,0.0,0.0,
tt1158889,204863.0,204863.0,0.0,
tt9789686,3983.0,3983.0,0.0,
tt0110883,0.0,0.0,0.0,
tt0327056,66460000.0,156595191.0,90135191.0,
tt2186783,0.0,0.0,0.0,
tt3446906,0.0,0.0,0.0,
tt0069416,0.0,0.0,0.0,
tt6242262,846012.0,846012.0,0.0,
tt0072364,0.0,0.0,0.0,
tt1303230,825672.0,825672.0,0.0,
tt0357037,37834.0,37834.0,0.0,
tt0108399,807299.0,13088850.0,12281551.0,
tt0867609,1342964.0,1342964.0,0.0,
tt2365895,0.0,0.0,0.0,
tt0191666,0.0,0.0,0.0,
tt0280708,0.0,0.0,0.0,
tt0477823,556344.0,556344.0,0.0,
tt0069237,0.0,0.0,0.0,
tt0295249,0.0,0.0,0.0,
tt1514837,2285368.0,2285368.0,0.0,
tt0473718,0.0,0.0,0.0,
tt0330602,3385232.0,9638258.0,6253026.0,
tt0426596,0.0,30380.0,30380.0,
tt0948547,39171.0,39171.0,0.0,
tt1707818,0.0,0.0,0.0,
tt0278504,46403257.0,113758770.0,67355513.0,
tt0222851,14800000.0,15250594.0,450594.0,
tt0099979,0.0,0.0,0.0,
tt0081989,0.0,0.0,0.0,
tt0117808,0.0,0.0,0.0,
tt0417148,28001200.0,62022014.0,34020814.0,
tt8090564,83446.0,83446.0,0.0,
tt0087941,0.0,0.0,0.0,
tt0366780,0.0,866999.0,866999.0,
tt1033631,0.0,0.0,0.0,
tt0229653,0.0,0.0,0.0,
tt0202907,0.0,0.0,0.0,
tt0093771,0.0,1432687.0,1432687.0,
tt0093575,0.0,0.0,0.0,
tt0084562,0.0,0.0,0.0,
tt0093543,0.0,0.0,0.0,
tt5816162,0.0,0.0,0.0,
tt0221297,0.0,0.0,0.0,
tt0329088,0.0,0.0,0.0,
tt5196472,0.0,0.0,0.0,
tt0163877,0.0,0.0,0.0,
tt0096764,0.0,8083123.0,8083123.0,
tt0161743,0.0,22731.0,22731.0,
tt1786751,0.0,40400.0,40400.0,
tt1075110,0.0,0.0,0.0,
tt5114982,1223583.0,1223583.0,0.0,
tt0473697,182088.0,182088.0,0.0,
tt0094100,0.0,0.0,0.0,
tt0792981,0.0,0.0,0.0,
tt1204773,2532420.0,2634462.0,102042.0,
tt3254570,0.0,0.0,0.0,
tt0051093,4461.0,4461.0,0.0,
tt0044982,0.0,0.0,0.0,
tt0079668,0.0,9890597.0,9890597.0,
tt0489342,0.0,0.0,0.0,
tt5723056,439550.0,439550.0,0.0,
tt3074780,7001.0,220065.0,213064.0,
tt0432373,0.0,0.0,0.0,
tt0175880,25995827.0,48453541.0,22455976.0,
tt1346281,3257859.0,3257859.0,0.0,
tt1324062,473138.0,473138.0,0.0,
tt0116866,0.0,27000.0,27000.0,
tt0349080,0.0,0.0,0.0,
tt0478210,0.0,0.0,0.0,
tt5096400,0.0,0.0,0.0,
tt0418586,7820.0,7820.0,0.0,
tt6118258,624929.0,624929.0,0.0,
tt1320401,224180.0,224180.0,0.0,
tt0119567,389552320.0,618638999.0,229086679.0,
tt3133722,0.0,0.0,0.0,
tt0107290,695850155.0,1103086582.0,407185075.0,
tt0228277,5778.0,8741.0,2963.0,
tt0070221,0.0,0.0,0.0,
tt0084183,0.0,0.0,0.0,
tt0086871,0.0,0.0,0.0,
tt2071550,489812.0,489812.0,0.0,
tt0163025,187608934.0,368780809.0,181171875.0,
tt0280969,6753562.0,6753562.0,0.0,
tt0470993,0.0,97182.0,97182.0,
tt0120094,0.0,35764351.0,35764351.0,
tt0386651,42537.0,185920.0,143383.0,
tt0838247,2316940.0,2425535.0,108595.0,
tt0303785,637718.0,2130190.0,1492472.0,
tt0258031,0.0,0.0,0.0,
tt0102067,0.0,0.0,0.0,
tt0466787,0.0,0.0,0.0,
tt7297384,0.0,0.0,0.0,
tt0279111,41002.0,12923936.0,12882934.0,
tt2414046,297007.0,308349.0,11342.0,
tt1639901,184119.0,193981.0,9862.0,
tt3154310,0.0,0.0,0.0,
tt0120663,106588851.0,162283210.0,55691208.0,
tt0078748,24385063.0,108591169.0,84206106.0,
tt0067185,1464.0,2614.0,0.0,
tt0205461,3814503.0,19748009.0,15933506.0,
tt0127310,0.0,0.0,0.0,
tt0498199,7561806.0,7561806.0,0.0,
tt2388621,0.0,0.0,0.0,
tt0073530,0.0,0.0,0.0,
tt0110064,0.0,19281235.0,19281235.0,
tt2180423,110073.0,110073.0,0.0,
tt0077636,0.0,14672713.0,14672713.0,
tt4026562,0.0,0.0,0.0,
tt4298966,0.0,0.0,0.0,
tt0420206,2001688.0,2096892.0,95204.0,
tt0948544,1232102.0,1232102.0,0.0,
tt0077308,0.0,0.0,0.0,
tt0102065,0.0,19438638.0,19438638.0,
tt3832096,114835.0,114835.0,0.0,
tt0428430,2306172.0,2447211.0,141039.0,
tt5693136,860750.0,860750.0,0.0,
tt2638144,67650834.0,94061311.0,26410477.0,
tt2915160,182970.0,384670.0,201700.0,
tt1658501,0.0,84610.0,84610.0,
tt0115006,0.0,0.0,0.0,
tt0099800,0.0,26385627.0,26385627.0,
tt7294844,131500.0,131500.0,0.0,
tt0458352,201965655.0,326715791.0,124740460.0,
tt0087800,60686.0,25699028.0,25624448.0,
tt0349529,0.0,0.0,0.0,
tt1970076,471159.0,471159.0,0.0,
tt0097614,0.0,0.0,0.0,
tt1847541,0.0,0.0,0.0,
tt0081110,0.0,0.0,0.0,
tt2313896,0.0,34768.0,34768.0,
tt0103776,104010057.0,266940655.0,162924631.0,
tt2097245,14386840.0,14386840.0,0.0,
tt3447810,0.0,0.0,0.0,
tt0156729,0.0,591165.0,591165.0,
tt2908446,166823455.0,297002527.0,130179072.0,
tt3667648,9382573.0,9382573.0,0.0,
tt0093822,6332716.0,29180280.0,22847564.0,
tt1290471,0.0,0.0,0.0,
tt2573858,0.0,0.0,0.0,
tt2716554,54760.0,54760.0,0.0,
tt0104201,0.0,279627.0,279627.0,
tt0066892,321.0,33989.0,33668.0,
tt0076814,0.0,0.0,0.0,
tt0082464,394.0,394.0,0.0,
tt1226297,213304.0,213304.0,0.0,
tt0095456,0.0,0.0,0.0,
tt2102472,992195.0,992195.0,0.0,
tt0100150,0.0,5080409.0,5080409.0,
tt0090927,0.0,17768900.0,17768900.0,
tt0115837,0.0,290978.0,290978.0,
tt0079293,0.0,0.0,0.0,
tt1548626,0.0,0.0,0.0,
tt3410834,113062817.0,179246868.0,66184051.0,
tt0108052,225262427.0,322161245.0,96898818.0,
tt0805576,748405.0,748405.0,0.0,
tt0118688,130900196.0,238259753.0,107353792.0,
tt0112462,152498032.0,336567158.0,184069126.0,
tt6167014,25181504.0,25537759.0,356255.0,
tt0362270,10789220.0,34811819.0,24020403.0,
tt0315100,0.0,0.0,0.0,
tt0249082,0.0,0.0,0.0,
tt0089735,0.0,0.0,0.0,
tt1316540,105697.0,162088.0,56391.0,
tt0076706,0.0,3456.0,3456.0,
tt0119354,0.0,0.0,0.0,
tt0082611,0.0,0.0,0.0,
tt0092802,0.0,1025762.0,1025762.0,
tt0075232,0.0,0.0,0.0,
tt0210167,0.0,0.0,0.0,
tt0308411,0.0,48058.0,48058.0,
tt0145893,0.0,4398989.0,4398989.0,
tt0101951,0.0,0.0,0.0,
tt0235618,8488.0,8488.0,0.0,
tt0125454,0.0,26875268.0,26875268.0,
tt1558972,0.0,336386.0,336386.0,
tt0443559,2943004.0,2961647.0,18643.0,
tt2372251,2707199.0,2707199.0,0.0,
tt0758740,0.0,0.0,0.0,
tt0126848,0.0,0.0,0.0,
tt0230753,0.0,0.0,0.0,
tt0168501,471000.0,34573780.0,34102780.0,
tt0107558,0.0,0.0,0.0,
tt3104930,0.0,0.0,0.0,
tt1238302,0.0,0.0,0.0,
tt1517493,6720530.0,6720530.0,0.0,
tt4667788,589491.0,589491.0,0.0,
tt4660172,0.0,16544.0,16544.0,
tt5820466,0.0,0.0,0.0,
tt0202672,0.0,0.0,0.0,
tt0067282,0.0,0.0,0.0,
tt0484579,0.0,0.0,0.0,
tt3663040,0.0,0.0,0.0,
tt0075145,0.0,0.0,0.0,
tt0304262,0.0,0.0,0.0,
tt0187738,72661713.0,155010032.0,82348319.0,
tt2214952,33691.0,33691.0,0.0,
tt0097704,0.0,0.0,0.0,
tt1187042,0.0,0.0,0.0,
tt0068596,0.0,0.0,0.0,
tt0068628,0.0,0.0,0.0,
tt0996966,159805.0,180957.0,21152.0,
tt2503954,30288.0,30288.0,0.0,
tt2072985,0.0,0.0,0.0,
tt1826707,0.0,0.0,0.0,
tt0070572,0.0,0.0,0.0,
tt0304238,0.0,0.0,0.0,
tt0387898,12550443.0,16197824.0,3647381.0,
tt0112548,0.0,0.0,0.0,
tt0219822,869352.0,1574660.0,705308.0,
tt0119165,0.0,15313.0,15313.0,
tt0377713,0.0,0.0,0.0,
tt0118732,0.0,0.0,0.0,
tt0314524,1349501.0,1349501.0,0.0,
tt0239735,0.0,0.0,0.0,
tt0091026,0.0,0.0,0.0,
tt0133600,0.0,0.0,0.0,
tt0081481,0.0,0.0,0.0,
tt1571565,0.0,27052.0,27052.0,
tt0109279,0.0,4630377.0,4630377.0,
tt1707384,3242697.0,3242697.0,0.0,
tt0810362,0.0,0.0,0.0,
tt0082690,0.0,0.0,0.0,
tt0201840,17009.0,1096117.0,1079108.0,
tt0193355,0.0,0.0,0.0,
tt4121610,639830.0,639830.0,0.0,
tt2503944,22954797.0,36606743.0,13651946.0,
tt0071378,0.0,0.0,0.0,
tt1814830,0.0,0.0,0.0,
tt1481576,0.0,0.0,0.0,
tt0402223,0.0,0.0,0.0,
tt0124113,0.0,0.0,0.0,
tt1621444,497952.0,2007978.0,1510026.0,
tt1341341,25904.0,48174.0,22270.0,
tt0954981,241369.0,241369.0,0.0,
tt0091083,0.0,1261000.0,1261000.0,
tt1742044,20600000.0,67647013.0,47047013.0,
tt0295581,0.0,0.0,0.0,
tt0451106,0.0,0.0,0.0,
tt0114432,0.0,0.0,0.0,
tt0356614,320046.0,779036.0,458990.0,
tt9679070,0.0,0.0,0.0,
tt1071812,19096961.0,23914731.0,4817770.0,
tt0972543,0.0,0.0,0.0,
tt2511670,0.0,63946.0,63946.0,
tt0963977,0.0,0.0,0.0,
tt1324055,803993.0,1116180.0,312187.0,
tt3717510,0.0,0.0,0.0,
tt0162650,37291867.0,107626125.0,70334258.0,
tt0498348,0.0,0.0,0.0,
tt0109306,0.0,3359465.0,3359465.0,
tt0281889,0.0,0.0,0.0,
tt0315733,44176400.0,60466876.0,16290476.0,
tt0119233,0.0,0.0,0.0,
tt1540741,0.0,18642.0,18642.0,
tt0445609,0.0,0.0,0.0,
tt0097240,274.0,4729626.0,4729352.0,
tt0892047,0.0,0.0,0.0,
tt0138704,0.0,3221152.0,3221152.0,
tt0339412,28190.0,21839377.0,21811187.0,
tt0361411,18110848.0,24716440.0,6605592.0,
tt3132086,94119.0,94119.0,0.0,
tt0143145,234888716.0,361832400.0,126943684.0,
tt1948563,1936376.0,1936376.0,0.0,
tt0191766,0.0,0.0,0.0,
tt0202402,1156435.0,9902115.0,8745680.0,
tt2034085,0.0,0.0,0.0,
tt0074601,0.0,0.0,0.0,
tt2507592,43757.0,43757.0,0.0,
tt0311361,0.0,0.0,0.0,
tt0080041,0.0,0.0,0.0,
tt0261000,0.0,0.0,0.0,
tt0246460,271028977.0,431971116.0,160942139.0,
tt0086006,0.0,55433185.0,55432841.0,
tt0088979,0.0,7840873.0,7840873.0,
tt2634414,0.0,0.0,0.0,
tt3495026,25940000.0,28240000.0,2300000.0,
tt1038011,0.0,0.0,0.0,
tt0068864,0.0,0.0,0.0,
tt0854679,0.0,0.0,0.0,
tt0120689,150000000.0,286801374.0,136801374.0,
tt4375438,488754.0,541515.0,52761.0,
tt6173990,505385.0,505385.0,0.0,
tt0260320,397969.0,397969.0,0.0,
tt1234541,708152.0,708152.0,0.0,
tt0120601,243071.0,23106795.0,22863596.0,
tt0101962,0.0,0.0,0.0,
tt0071544,0.0,0.0,0.0,
tt4135844,299679.0,594836.0,295157.0,
tt0115965,0.0,0.0,0.0,
tt0067781,0.0,0.0,0.0,
tt0443453,134046935.0,262552893.0,128505958.0,
tt0070679,0.0,0.0,0.0,
tt0250837,0.0,0.0,0.0,
tt1337139,0.0,853.0,853.0,
tt0376994,226072829.0,460435291.0,234362462.0,
tt3646344,104045.0,108681.0,4636.0,
tt0236640,129364.0,129364.0,0.0,
tt0107736,39009.0,39009.0,0.0,
tt6266218,0.0,2077.0,2077.0,
tt1344315,327487.0,356050.0,28563.0,
tt1394259,0.0,0.0,0.0,
tt0069257,0.0,0.0,0.0,
tt0090359,0.0,0.0,0.0,
tt1686660,0.0,0.0,0.0,
tt1155705,38231562.0,38231562.0,0.0,
tt1590125,8224084.0,8224084.0,0.0,
tt1540767,3377891.0,3377891.0,0.0,
tt9615856,11718.0,11718.0,0.0,
tt0314331,189550818.0,250215630.0,60221410.0,
tt0125439,247800000.0,363889678.0,116089678.0,
tt0462667,5065581.0,5065581.0,0.0,
tt0110265,0.0,418961.0,418961.0,
tt0075069,0.0,0.0,0.0,
tt0110053,0.0,0.0,0.0,
tt7479784,0.0,0.0,0.0,
tt5078202,0.0,0.0,0.0,
tt0068676,0.0,0.0,0.0,
tt1715853,11604.0,11604.0,0.0,
tt0132478,0.0,0.0,0.0,
tt0758053,17640057.0,18525631.0,885574.0,
tt1646962,40837.0,40837.0,0.0,
tt0460810,150102.0,900689.0,750587.0,
tt2544074,0.0,0.0,0.0,
tt0073486,133921.0,109115366.0,108981275.0,
tt1339268,0.0,46590.0,46590.0,
tt0216918,0.0,0.0,0.0,
tt1540978,0.0,40000.0,40000.0,
tt1245736,2031554.0,2031554.0,0.0,
tt0071571,0.0,0.0,0.0,
tt2296835,0.0,0.0,0.0,
tt0104812,0.0,2807843.0,2806881.0,
tt3560464,0.0,0.0,0.0,
tt0418206,0.0,1990.0,1990.0,
tt1208723,1771956.0,1771956.0,0.0,
tt0780492,5380.0,41010.0,35630.0,
tt0119138,0.0,52155.0,52155.0,
tt0100174,0.0,0.0,0.0,
tt1774660,0.0,0.0,0.0,
tt0420251,439398.0,516930.0,77532.0,
tt0100873,0.0,2231274.0,2231274.0,
tt0072615,0.0,0.0,0.0,
tt0108002,0.0,22881563.0,22881563.0,
tt0123865,0.0,0.0,0.0,
tt0384847,0.0,0.0,0.0,
tt0133519,0.0,0.0,0.0,
tt1092005,18592306.0,18592306.0,0.0,
tt2636480,0.0,0.0,0.0,
tt1298828,751737.0,751737.0,0.0,
tt0430925,0.0,0.0,0.0,
tt0099908,0.0,0.0,0.0,
tt1082807,917810.0,11084630.0,10166820.0,
tt2369396,0.0,0.0,0.0,
tt1945052,0.0,0.0,0.0,
tt0074951,0.0,0.0,0.0,
tt1027718,82273405.0,134748021.0,52474616.0,
tt1098226,79400.0,79400.0,0.0,
tt0106684,0.0,18369.0,18369.0,
tt4422544,0.0,0.0,0.0,
tt0098528,0.0,1354268.0,1354268.0,
tt8649186,9816661.0,9943901.0,127240.0,
tt2190467,0.0,0.0,0.0,
tt0457076,0.0,0.0,0.0,
tt1821597,3264563.0,3264563.0,0.0,
tt0075168,0.0,0.0,0.0,
tt11151998,0.0,0.0,0.0,
tt0069113,0.0,84563118.0,84563118.0,
tt1145446,1547488.0,1547488.0,0.0,
tt0119278,0.0,23946.0,23946.0,
tt0074573,0.0,0.0,0.0,
tt0094140,0.0,1539000.0,1539000.0,
tt0145487,418002176.0,825776725.0,407774549.0,
tt1291545,6407282.0,6407282.0,0.0,
tt9284430,7683953.0,7683953.0,0.0,
tt3495774,0.0,0.0,0.0,
tt5295134,709410.0,709410.0,0.0,
tt1027743,26906397.0,50652463.0,23746066.0,
tt0070917,379586.0,528514.0,148882.0,
tt0316654,415390628.0,789728142.0,374337514.0,
tt1830792,25243.0,26324.0,1081.0,
tt0071154,0.0,0.0,0.0,
tt0110900,0.0,0.0,0.0,
tt1248290,67536.0,67536.0,0.0,
tt0109724,0.0,0.0,0.0,
tt0078239,0.0,20378470.0,20378470.0,
tt0078801,0.0,0.0,0.0,
tt3214248,0.0,0.0,0.0,
tt10564446,23414998.0,23414998.0,0.0,
tt0107103,0.0,0.0,0.0,
tt1717724,0.0,0.0,0.0,
tt0237539,4401169.0,9719848.0,5318679.0,
tt0067277,2735.0,2735.0,0.0,
tt0308476,236642.0,480578.0,243936.0,
tt0097276,0.0,7754571.0,7754571.0,
tt0325710,343500000.0,454627263.0,111127263.0,
tt0335345,241272767.0,612060372.0,370782930.0,
tt0110168,0.0,70936.0,70936.0,
tt0111345,0.0,0.0,0.0,
tt0067717,0.0,0.0,0.0,
tt0363163,86672534.0,92181574.0,5509040.0,
tt0283897,0.0,1013272.0,1013272.0,
tt5323946,0.0,0.0,0.0,
tt1039780,364365.0,364365.0,0.0,
tt0131013,0.0,0.0,0.0,
tt4466872,35600.0,35600.0,0.0,
tt5117222,104214.0,104214.0,0.0,
tt1601227,1437987.0,1437987.0,0.0,
tt5461956,6961.0,6961.0,0.0,
tt1635659,0.0,0.0,0.0,
tt0119654,338700000.0,589390539.0,250690539.0,
tt0120890,18554.0,30166293.0,30147739.0,
tt0189467,0.0,0.0,0.0,
tt0377744,5877131.0,10057021.0,4179890.0,
tt0084516,52670.0,77231990.0,77177301.0,
tt1132195,0.0,0.0,0.0,
tt0069233,0.0,0.0,0.0,
tt0120912,251400000.0,445135288.0,193735288.0,
tt0131526,0.0,0.0,0.0,
tt0119687,1770.0,1770.0,0.0,
tt0408306,83578444.0,130982407.0,47403685.0,
tt2246953,0.0,0.0,0.0,
tt3638960,102701.0,102701.0,0.0,
tt0239695,0.0,0.0,0.0,
tt0882978,21159916.0,21159916.0,0.0,
tt1841653,2212893.0,2212893.0,0.0,
tt0072963,0.0,0.0,0.0,
tt4306116,0.0,0.0,0.0,
tt1291548,0.0,0.0,0.0,
tt0446802,0.0,0.0,0.0,
tt0402906,33343.0,54946.0,21603.0,
tt0100257,0.0,0.0,0.0,
tt1217637,6548942.0,6548942.0,0.0,
tt0093404,0.0,0.0,0.0,
tt0117737,174499.0,4896809.0,4722310.0,
tt3960412,40904.0,9680029.0,9639125.0,
tt0800003,598943.0,8729473.0,8130530.0,
tt0302017,0.0,0.0,0.0,
tt0120402,0.0,9161691.0,9161691.0,
tt1186803,9323473.0,9323473.0,0.0,
tt0174261,0.0,0.0,0.0,
tt0462361,0.0,0.0,0.0,
tt0403455,140424.0,17521290.0,17380866.0,
tt0825334,0.0,0.0,0.0,
tt2965466,0.0,0.0,0.0,
tt0068188,0.0,0.0,0.0,
tt0210943,0.0,0.0,0.0,
tt0097235,16850.0,28907090.0,28890240.0,
tt2406566,48326155.0,100014025.0,51687870.0,
tt1065300,0.0,0.0,0.0,
tt1095174,12276534.0,29010817.0,16734283.0,
tt3594796,5438177.0,5438177.0,0.0,
tt0110165,0.0,0.0,0.0,
tt0421156,160487.0,160487.0,0.0,
tt0457748,0.0,0.0,0.0,
tt0445965,33004.0,33004.0,0.0,
tt0095937,0.0,0.0,0.0,
tt1052353,5337194.0,5337194.0,0.0,
tt3682448,93164594.0,165478348.0,72313754.0,
tt2674426,152200000.0,208445075.0,56245075.0,
tt0462679,0.0,0.0,0.0,
tt18081302,0.0,0.0,0.0,
tt2458606,0.0,0.0,0.0,
tt1532503,8520807.0,14311701.0,5790894.0,
tt1114740,37012251.0,183348429.0,146336178.0,
tt6611490,0.0,0.0,0.0,
tt1570101,0.0,0.0,0.0,
tt1133603,28898.0,28898.0,0.0,
tt3530002,9348624.0,52395996.0,43047372.0,
tt0108480,0.0,0.0,0.0,
tt7250056,2944123.0,3649042.0,704919.0,
tt1020055,0.0,0.0,0.0,
tt0127901,0.0,0.0,0.0,
tt0455400,0.0,0.0,0.0,
tt1038043,2024366.0,2033946.0,9580.0,
tt0263265,686846.0,686846.0,0.0,
tt0106758,0.0,0.0,0.0,
tt0225947,0.0,0.0,0.0,
tt2805168,5162.0,5162.0,0.0,
tt3202306,341998.0,341998.0,0.0,
tt0442399,0.0,0.0,0.0,
tt1139592,1682690.0,4017852.0,2335162.0,
tt1876360,0.0,16778.0,16778.0,
tt0498381,55287872.0,83080890.0,27793018.0,
tt0099785,190923432.0,476684675.0,285761243.0,
tt2296909,0.0,0.0,0.0,
tt0093351,0.0,0.0,0.0,
tt0119177,0.0,12533504.0,12532777.0,
tt0083565,0.0,0.0,0.0,
tt0152946,0.0,0.0,0.0,
tt0104431,185409334.0,358994850.0,173585516.0,
tt0112907,0.0,38268.0,38268.0,
tt4299300,5276805.0,5276805.0,0.0,
tt3918794,0.0,0.0,0.0,
tt1360860,408662.0,879422.0,470760.0,
tt0867591,1851790.0,1851790.0,0.0,
tt2287214,0.0,0.0,0.0,
tt0116790,0.0,5770254.0,5770254.0,
tt0133752,0.0,0.0,0.0,
tt0091996,0.0,0.0,0.0,
tt1618447,419913.0,514913.0,95000.0,
tt0229499,0.0,0.0,0.0,
tt0083567,0.0,0.0,0.0,
tt1696190,0.0,0.0,0.0,
tt0790786,350329.0,350329.0,0.0,
tt1695405,139354.0,268933.0,129579.0,
tt0120522,0.0,323041.0,323041.0,
tt0449059,41167856.0,101059124.0,59891098.0,
tt0083987,0.0,52767889.0,52767889.0,
tt0090565,0.0,22039.0,22039.0,
tt0487195,850177.0,1338570.0,488393.0,
tt1179820,1024947.0,1024947.0,0.0,
tt0095984,0.0,0.0,0.0,
tt0084286,0.0,0.0,0.0,
tt4961016,0.0,0.0,0.0,
tt0086541,1498.0,2126435.0,2120439.0,
tt1375669,4354909.0,4505573.0,150664.0,
tt0145734,0.0,3970078.0,3970078.0,
tt0479916,0.0,0.0,0.0,
tt3701714,0.0,0.0,0.0,
tt0120642,0.0,4390.0,4390.0,
tt0361925,144152.0,14615099.0,14470947.0,
tt2488042,0.0,0.0,0.0,
tt0190524,0.0,4224065.0,4224065.0,
tt6149936,242997.0,242997.0,0.0,
tt2190280,0.0,0.0,0.0,
tt1743720,59773.0,698249.0,638476.0,
tt0202623,44925.0,44925.0,0.0,
tt0103130,1278.0,357400.0,356122.0,
tt0101455,0.0,8667684.0,8667684.0,
tt0168563,0.0,0.0,0.0,
tt0111786,0.0,0.0,0.0,
tt7115500,0.0,0.0,0.0,
tt0071315,28149.0,29231506.0,29200000.0,
tt0119556,0.0,0.0,0.0,
tt0490776,0.0,0.0,0.0,
tt1856014,8249053.0,8249053.0,0.0,
tt0087951,0.0,26186631.0,26186631.0,
tt0455612,50939.0,63368939.0,63318000.0,
tt0401855,49157638.0,111476513.0,62318875.0,
tt0110978,0.0,185898.0,185898.0,
tt0203009,127541935.0,184934573.0,57386607.0,
tt1796539,0.0,0.0,0.0,
tt0069736,0.0,0.0,0.0,
tt3142234,0.0,5573.0,5573.0,
tt0107183,0.0,0.0,0.0,
tt0215750,45574512.0,96976270.0,51401758.0,
tt0125528,0.0,0.0,0.0,
tt2182097,0.0,0.0,0.0,
tt0356922,5814320.0,5814320.0,0.0,
tt0495026,0.0,5788.0,5788.0,
tt0108160,101119000.0,227927165.0,126808165.0,
tt2980728,0.0,12156.0,12156.0,
tt1201101,357151.0,357151.0,0.0,
tt0110475,231644677.0,351583407.0,119938730.0,
tt1000095,27638625.0,27638625.0,0.0,
tt0265086,64350906.0,172989651.0,108638745.0,
tt0085334,13508.0,20791797.0,20778141.0,
tt2386353,0.0,0.0,0.0,
tt0120815,265300000.0,482351251.0,217049603.0,
tt0110892,0.0,3062530.0,3062530.0,
tt1663660,0.0,73492.0,73492.0,
tt0175777,0.0,66194.0,66194.0,
