company_id,company_name,parent_id
10317,Cinema 77 Films,10317
22006,Cinema Holdings,22006
74792,Cinematrix Film,74792
7823,Cinéma Defacto,7823
7640,Cité-Amérique,7640
112794,Codeblack Films,112794
45852,Comedy Partners,45852
58333,Compulsion Inc.,58333
22306,Constance Media,22306
5755,Constantin Film,5755
47,Constantin Film,47
53530,Constantin Film,53530
23809,Contravia Films,23809
12905,Corona Pictures,12905
64683,Corvid Pictures,64683
1810,Cosmic Pictures,1810
111300,Cosmopolitan TV,111300
22870,Creative Andina,22870
4028,Crowvision Inc.,4028
96320,CuriosityStream,96320
25433,DEJ Productions,25433
7589,DMK Productions,7589
89136,DNA Productions,89136
53819,DOX Productions,53819
64949,DV3 Productions,64949
117435,Dadi Film Group,117435
15248,Dansk Tegnefilm,15248
78198,DedMoroz Studio,78198
22956,Deer Path Films,22956
5853,Deiz Production,5853
24769,Departures Film,24769
21125,Detention Films,21125
126469,Dexter Pictures,126469
101847,Different Films,101847
7405,Dimension Films,7405
21673,Discovery Films,21673
85681,Distant Horizon,85681
106398,Dona Rosa Films,106398
31922,Double Negative,31922
5591,Downtown Filmes,5591
2997,Dragon Pictures,2997
5769,Dragonfly Films,5769
21168,DreamTeam Media,21168
52595,Dévelopimage 2,52595
18339,E-K-Corporation,18339
2273,Eden Rock Media,2273
32232,Edge City Films,32232
82757,Edko Films Ltd.,82757
34890,Electronic Arts,34890
5961,Elizabeth Films,5961
104600,Elliptical Wing,104600
114414,Elsewhere Films,114414
15463,Emergency Films,15463
1212,Empire Pictures,1212
89171,Endurance Media,89171
6368,Enigma Pictures,6368
6954,Enterbrain Inc.,6954
7576,Eon Productions,7576
7286,Epithète Films,7286
92073,Eric van Beuren,92073
7846,Escandalo Films,7846
1002,Eureka Pictures,1002
8091,Evergreen Films,8091
135029,Evolution Films,135029
6221,Evolution Films,6221
28384,Ex3 Productions,28384
13920,Exclusive Films,13920
11448,Exclusive Media,11448
119948,Experion Moviez,119948
36865,Eye Productions,36865
87872,Eyeworks Sweden,87872
93624,FFC Productions,93624
74988,FIST Production,74988
16026,FIT Productions,16026
72761,Falcon Pictures,72761
18078,Fantastic Films,18078
36204,Father Features,36204
4710,Fellah Pictures,4710
75678,Film Andes S.A.,75678
20455,Film Consortium,20455
62171,Film Production,62171
60481,Film Threat DVD,60481
5241,FilmFondet Fuzz,5241
88044,Filmfinance XII,88044
17178,Filmgalerie 451,17178
9175,Filmko Pictures,9175
11279,Films In Motion,11279
137497,Fine Arts Films,137497
40698,Firelight Films,40698
6833,Footprint Films,6833
21281,Forma Pro Films,21281
33168,Forum Ljubljana,33168
10004,Fresdeval Films,10004
91862,Full Time Films,91862
3103,Funny Boy Films,3103
99737,GDC Productions,99737
198,GFP Medienfonds,198
1028,GMT Productions,1028
7305,GNK Productions,7305
6933,Gambit Pictures,6933
96401,Garance Capital,96401
34682,Gargantua Films,34682
360,Geffen Pictures,360
975,Gerber Pictures,975
20612,Giant Ape Media,20612
54840,Gibraltar Films,54840
85329,GigaPix Studios,85329
68506,Gold Star Films,68506
86331,Grasswood Media,86331
3527,Green Hat Films,3527
72503,Greenlit Rights,72503
5962,Group Dataciné,5962
11411,Guerrilla Films,11411
128586,H2L Media Group,128586
24015,HCC Media Group,24015
66189,HEFT Production,66189
1051,HSI Productions,1051
12297,Hand Made Films,12297
23613,Hangar 14 Films,23613
69659,Harmonica Films,69659
100877,Having Me Films,100877
5056,Head Gear Films,5056
25635,High Five Films,25635
14578,HitRecord Films,14578
108532,Hive Media Corp,108532
1685,Hofflund/Polone,1685
107615,Hokusfokus Film,107615
79736,Hollywood Storm,79736
13788,Hopscotch Films,13788
80631,Horn Produksjon,80631
3662,How To Be Films,3662
85047,Huace Film & TV,85047
7369,Human Worldwide,7369
125736,Huntington Prep,125736
43274,Hurricane Films,43274
1172,Hyde Park Films,1172
43997,ICON production,43997
37041,IDG China Media,37041
26468,IFC Productions,26468
52055,IKM Productions,52055
7645,IMG Productions,7645
105155,IPW Productions,105155
16644,IRE Productions,16644
24517,ITB Productions,24517
58224,ITI Film Studio,58224
87338,Idea Production,87338
22624,Iké Asistencia,22624
14909,Impact Partners,14909
248,Impact Pictures,248
14033,Imposible Films,14033
74120,Impuls Pictures,74120
54838,Indieproduction,54838
23555,Indigo Pictures,23555
2691,Infinitum Nihil,2691
11008,Inforg-M&M Film,11008
9325,Informant Media,9325
290,Ingenious Media,290
22527,Inter Planetary,22527
22541,Intuition Films,22541
23207,Invicta Capital,23207
597,Irish Dreamtime,597
3492,Island Pictures,3492
56221,Itchy Fish Film,56221
122129,Ithaca Pictures,122129
68551,J D Productions,68551
13187,JDI productions,13187
65402,JLT Productions,65402
44485,JRS Productions,44485
7982,Japan Film Fund,7982
52738,Jeff Rice Films,52738
121620,Joi Productions,121620
8450,Jor kwang Films,8450
92661,Joziewood Films,92661
11322,Justin Pictures,11322
13837,K.G Productions,13837
23300,K/O Camera Toys,23300
103676,K/W Productions,103676
20157,KMP Film Invest,20157
83807,KT Film & Media,83807
30619,Karma Film Prod,30619
13040,Kasdan Pictures,13040
84211,Katharsis Films,84211
60684,Kenbiroli Films,60684
684,Kim Ki Duk Film,684
4673,King Record Co.,4673
770,Kingsgate Films,770
53497,Kinologic Films,53497
65683,Kinowelt Median,65683
1490,Kintop Pictures,1490
21741,Kinétique Inc.,21741
44603,Kisi Production,44603
16927,Klein & Shamroy,16927
85,Konrad Pictures,85
3006,Krasnaya Strela,3006
2139,Kulture Machine,2139
19829,Kut Productions,19829
3611,LA Dark Streets,3611
75017,LBI Productions,75017
112294,LBO Productions,112294
131603,LC6 Productions,131603
2490,LGM Productions,2490
91767,LOOKFILM STUDIO,91767
116469,LSG Productions,116469
78370,La Canica Films,78370
16017,La Cinéfacture,16017
59106,La Paloma Films,59106
1992,La Petite Reine,1992
52064,La Piedra Films,52064
16366,La Sept Cinéma,16366
3323,Land Films Inc.,3323
8174,Lanterna Magica,8174
19108,Latina Pictures,19108
32300,Lava Bear Films,32300
87696,Le Soleil Films,87696
1435,Left Turn Films,1435
90968,Leomus Pictures,90968
44106,Leopardo Filmes,44106
75642,Les Films Aleph,75642
13907,Les Films Alyne,13907
76921,Les Films d'Ici,76921
83024,Levantine Films,83024
49920,Levine Pictures,49920
2687,Lichtblick Film,2687
26402,Little Stranger,26402
51763,Living Pictures,51763
23066,Logline Studios,23066
84638,Lol Productions,84638
61933,Londinium Films,61933
28286,Low Spark Films,28286
63051,Lucky Man Films,63051
112567,Lucky Treehouse,112567
123871,Luminaria Films,123871
99449,M45 Productions,99449
72694,MC Producciones,72694
80114,ME2 Productions,80114
83091,MG2 Productions,83091
11960,MGP Productions,11960
6274,MK2 Productions,6274
4411,MMC Independent,4411
23457,MPI Media Group,23457
18402,MRB Productions,18402
15847,MTM Enterprises,15847
11534,MTV Productions,11534
87545,Ma-Afrika Films,87545
4813,Maki Production,4813
6667,Mandalay Vision,6667
89487,Mandoo Pictures,89487
23735,Mann Made Films,23735
52925,Matt Baer Films,52925
22881,Mayhem Pictures,22881
73925,McCann-Erickson,73925
11146,McDongall Films,11146
105850,Meanwhile Films,105850
2884,Media Asia Film,2884
46224,Medienfonds GFP,46224
72226,Megatopia Films,72226
12255,Merry Gentleman,12255
11559,Mestiere Cinema,11559
23410,Middle Pictures,23410
22705,Midsummer Films,22705
75942,Midwinter Films,75942
93224,Milestone FIlms,93224
17491,Milkshake Films,17491
2944,Million Monkeys,2944
17375,MindWorks Media,17375
35020,Mindshare Media,35020
7940,Miso Film Norge,7940
79792,Misty Mountains,79792
7118,Moby Dick Films,7118
4012,Mogabi Pictures,4012
69989,Monophonic Inc.,69989
23323,Most/Rice Films,23323
71445,Movieweb S.p.a.,71445
15888,Moving Pictures,15888
5294,Mpower Pictures,5294
100885,Multi Media Est,100885
23318,Mutressa Movies,23318
77962,MyGroup Lebanon,77962
39257,MyS Producción,39257
738,Myriad Pictures,738
1072,Mysterious Arts,1072
5253,NBC Productions,5253
20352,NDE Productions,20352
7587,NGN Productions,7587
20013,NT2 Productions,20013
117463,NTC Corporation,117463
123419,Napoli Pictures,123419
29184,Navodaya Studio,29184
4718,Naya Films S.A.,4718
1023,Nelvana Limited,1023
2811,Neo Art & Logic,2811
37498,Neverland Films,37498
20314,New Flesh Films,20314
117849,New Light Films,117849
12,New Line Cinema,12
28,Newmarket Films,28
44996,News On Request,44996
29179,Next Production,29179
13028,Next Wave Films,13028
16827,Night Life Inc.,16827
75364,Nikkatsu Studio,75364
864,No Dream Cinema,864
91835,No Problem Cine,91835
69193,Noerlum Studios,69193
6431,Northern Lights,6431
21549,Notorious Films,21549
73329,Now Forager LLC,73329
25319,Nu Metro Cinema,25319
5682,O Entertainment,5682
55528,Oak Productions,55528
31660,Okko Production,31660
5725,One World Films,5725
114338,Ontario Creates,114338
547,Open City Films,547
114448,Open Palm Films,114448
10427,Open Road Films,10427
82322,Opera Film (II),82322
2032,Orange Pictures,2032
8088,Origin Pictures,8088
104519,Our House Films,104519
25886,Outpost Studios,25886
10808,Overnight Films,10808
21147,Ovídeo TV S.A.,21147
5363,P&T Productions,5363
84551,PJM Productions,84551
124559,PRK Productions,124559
69518,Pachamama Films,69518
1280,Pacific Western,1280
927,Palace Pictures,927
134528,Pan Productions,134528
40206,Pan Productions,40206
6750,Pan-Européenne,6750
58399,Pantelion Films,58399
8573,Pantelion Films,8573
14448,Papermoon Films,14448
72810,Paradox Studios,72810
6531,Parts and Labor,6531
84041,Pascal Pictures,84041
62027,Peak Production,62027
2546,Peirce Pictures,2546
682,Peninsula Films,682
115095,Per-Fo Pictures,115095
6570,Perfect Weekend,6570
85761,Persefone Films,85761
82977,Petquila Movies,82977
109042,Phantasma Films,109042
12874,Phranakorn Film,12874
8085,Picture Machine,8085
1896,Pierce-Williams,1896
12653,Pikachu Project,12653
29063,Piraya Film A/S,29063
93164,Planet Pictures,93164
13339,Platforma Filma,13339
2896,Platinum Equity,2896
22134,Plural - Jempsa,22134
32485,Pokeepsie Films,32485
51656,Pollux Barunson,51656
131091,Portal Pictures,131091
8875,Pretty Pictures,8875
15009,Prince Pictures,15009
75039,Production 2006,75039
96588,Produktion West,96588
18665,Project 8 Films,18665
3291,Provident Films,3291
62220,Puatarara Films,62220
118863,Puenzo Hermanos,118863
53011,Q&Q Medien GmbH,53011
14700,Quat'sous Films,14700
95738,Quest Unlimited,95738
4186,Quickfire Films,4186
117628,Quickfoot Media,117628
17837,RCR Media Group,17837
22322,RDT Productions,22322
4495,REF Productions,4495
8819,REN-Mar Studios,8819
11880,RS Infotainment,11880
97952,Radiante Filmes,97952
19648,Radical Studios,19648
137902,Rainmaker Films,137902
2070,Rastar Pictures,2070
20856,Realitism Films,20856
133793,Reason Pictures,133793
57627,Red Chair Films,57627
7056,Red Horse Films,7056
112628,Red Rover Films,112628
20451,Redbus Pictures,20451
106170,Regione Toscana,106170
19480,Reino del Cielo,19480
89845,Remstar Studios,89845
1043,Revere Pictures,1043
52436,Revólver Films,52436
2223,Rheingold Films,2223
13481,Rhythm and Hues,13481
85562,River Bay Films,85562
28320,Rocket Pictures,28320
42421,Rocklin / Faust,42421
73340,Rodger Pictures,73340
108535,Rosem Films (F),108535
50482,Route One Films,50482
91920,Rovio Animation,91920
88943,Rox Productions,88943
2784,Rubicon Film AS,2784
57623,Rumbalara Films,57623
11920,Région Wallone,11920
19554,SAI Productions,19554
2818,SBS Independent,2818
8997,SBS Productions,8997
19381,SIA Advertising,19381
117853,SLX Productions,117853
23271,SOIXAN7E QUIN5E,23271
52574,SPI Film Studio,52574
4207,Sahamongkolfilm,4207
48403,San Mateo Films,48403
90508,Santa Fé Films,90508
19999,School Pictures,19999
698,Scottish Screen,698
84483,Scotts Atlantic,84483
75882,SellOutPictures,75882
116802,Sentimentalfilm,116802
13550,Serotonin Films,13550
73436,Shinework Media,73436
135175,Shocking Bottle,135175
78595,Sierra Pictures,78595
24049,Sierra/Affinity,24049
22107,Sierra/Affinity,22107
1885,Silver Pictures,1885
108797,Sir Zip Studios,108797
20984,Skofteland Film,20984
22564,Solar Filmworks,22564
10115,Sonora Estudios,10115
88628,Sor Productions,88628
53414,Spanknyce Films,53414
1566,Spanky Pictures,1566
96629,Square Pictures,96629
4964,Star Films S.A.,4964
49111,Starcrest Media,49111
14140,Starvision Plus,14140
2885,Starz Animation,2885
108737,State Run Films,108737
12450,Steelwork Films,12450
5293,StellaNova Film,5293
11345,Stillking Films,11345
67997,Storm Rosenberg,67997
21602,Stray Dog Films,21602
14731,Studio Fierberg,14731
7647,Studio Images 9,7647
22223,Studio Légende,22223
13195,Such Much Films,13195
91924,Summit Pictures,91924
106364,Sunjive Studios,106364
21716,Sweetland Films,21716
57998,Swerve Pictures,57998
3819,Syndicate Films,3819
76315,Synergics Films,76315
106277,TDJ Enterprises,106277
27097,TRF Productions,27097
447,TV 1000 Sverige,447
15614,Tabo Tabo Films,15614
26750,Take25 Pictures,26750
5645,Talkback Thames,5645
29520,Tama Production,29520
38956,Tandem Pictures,38956
5341,Tayangan Unggul,5341
72823,Technical Black,72823
54285,Telegraph Films,54285
126013,Templeton Media,126013
2374,Thats Hollywood,2374
20283,The 6th Element,20283
13509,The Actors Cafe,13509
3555,The Chimney Pot,3555
3918,The Goatsingers,3918
13621,The Group Films,13621
7784,The Harvey Boys,7784
74791,The Horrorworks,74791
85284,The Imaginarium,85284
28275,The Ink Factory,28275
44962,The Movie Group,44962
122652,The Third Floor,122652
120667,The Weather Man,120667
39057,TheManipulators,39057
89739,Thorium 7 Films,89739
54512,Tiara Blu Films,54512
335,Tig Productions,335
44774,Tinderbox Films,44774
36654,Tinsel Townsend,36654
3081,Tips Industries,3081
39838,Toledo Pictures,39838
72238,Tondowski Films,72238
88102,Torino Film Lab,88102
22153,Trademark Films,22153
84,Tree Line Films,84
24895,Tribal Alliance,24895
15462,Troika Pictures,15462
80273,Truth 24 F.P.S.,80273
1765,Turner Pictures,1765
20899,Twins Financing,20899
118204,U.F.O. Pictures,118204
2452,UK Film Council,2452
7740,UW4 Productions,7740
46108,Ubu Productions,46108
38592,UniCredit Group,38592
81756,Union Editorial,81756
60746,Unique Features,60746
37624,Uptone Pictures,37624
5332,Utopia Pictures,5332
17096,VAE Productions,17096
38085,VBT Productions,38085
21898,VIP Media Group,21898
31833,Valentina Films,31833
46453,Vanishing Angle,46453
34381,Vedette Finance,34381
76149,Veit Heiduschka,76149
73079,Versus Pictures,73079
34529,Vice Versa Film,34529
97086,Village Studios,97086
8852,Virgin Produced,8852
449,Virtual Studios,449
22061,Vitamin A Films,22061
24013,Vnesheconombank,24013
48694,Voz Audiovisual,48694
10462,WT2 Productions,10462
50102,WTC Productions,50102
5137,WVG Medien GmbH,5137
8675,Walking The Dog,8675
78952,Wanda Media Co.,78952
4811,Warner Premiere,4811
32168,Waterfall Media,32168
53303,Werc Werk Works,53303
29780,West Five Films,29780
54131,Weston Pictures,54131
92389,Westridge Films,92389
1470,Wild Bear Films,1470
105435,Wild Pair Films,105435
27994,Wild Side Films,27994
6760,Williams Street,6760
88609,Willie's Movies,88609
83845,Wim Pel Studios,83845
61018,Wonderful Films,61018
25034,Wonderful Works,25034
21097,Worldwide Media,21097
53509,Wrong Men North,53509
12466,Wunderbar Films,12466
11673,Wüste Film Ost,11673
88466,Xenolinguistics,88466
87833,YBG Productions,87833
11629,YOSHIMOTO KOGYO,11629
2448,Yari Film Group,2448
8881,Zak Productions,8881
128716,Zodiac Features,128716
128717,Zodiac Holdings,128717
5485,Zodiac Pictures,5485
53875,Zoma Films Ltd.,53875
136257,either/or films,136257
5413,image now films,5413
9965,Ánima Estudios,9965
519,11:11 Mediaworks,519
41741,12 A.M. Pictures,41741
114734,1303 Productions,114734
88336,"13th Studio, The",88336
20877,19 Entertainment,20877
7824,1976 Productions,7824
1232,2003 Productions,1232
25,20th Century Fox,25
80714,24TL Productions,80714
846,2929 Productions,846
55821,2D Entertainment,55821
19632,3311 Productions,19632
5313,3D Entertainment,5313
123420,3dot Productions,123420
18208,8:38 Productions,18208
19865,A Grand Elephant,19865
68550,ADF Acquisitions,68550
102932,AITD Productions,102932
32244,ASIG Productions,32244
110781,Above the Clouds,110781
56343,Ace Film Company,56343
52241,AdScott Pictures,52241
5565,Adam Productions,5565
3608,After Dark Films,3608
4336,Ajay Devgn Films,4336
11466,Akil Productions,11466
104129,Alacran Pictures,104129
34788,Alchemedia Films,34788
6241,Alcquimia Cinema,6241
39832,Alka-Film Zagreb,39832
132412,All Nighter Inc.,132412
11462,Alphaville Films,11462
24930,Alvernia Studios,24930
88844,Amadeus Pictures,88844
22844,Amalgam Features,22844
23534,Amjo Productions,23534
82794,Amour Fou Vienna,82794
4251,Anagram Pictures,4251
5860,Anchor Bay Films,5860
13720,Andergraun Films,13720
21298,Anh Viet Company,21298
11918,Animationsfabrik,11918
16549,Animatógrafo II,16549
73917,Animonsta Studio,73917
103037,Antithesis Films,103037
110669,Apocalypsis Film,110669
14439,Arad Productions,14439
85823,Archery Pictures,85823
57946,Arka Media Works,57946
33326,Artista Filmi Oy,33326
76461,Artistry Limited,76461
53464,Asis Productions,53464
4586,Aspiration Films,4586
65827,Atlantic Records,65827
5729,Audley Films LLP,5729
11647,Autonomous Films,11647
10116,Axman Production,10116
80139,BVNG Productions,80139
93237,Babel Films S.L.,93237
11536,Badlands Company,11536
12752,Bait Productions,12752
2535,Bananeira Filmes,2535
8403,Bandito Brothers,8403
6242,Barrandov Studio,6242
16937,Bavaria Pictures,16937
46339,Beagle Pug Films,46339
6847,Beech Hill Films,6847
78300,Belga Films Fund,78300
36612,Belhaven Limited,36612
121391,Bert Marcus Film,121391
81187,Best FX Adelaide,81187
14628,Bethsabée Mucho,14628
9016,Between The Eyes,9016
86308,Bibo Productions,86308
23434,Big Bug Pictures,23434
87064,Big Cinema House,87064
8406,Big Kid Pictures,8406
539,Block 2 Pictures,539
4089,Blow Up Pictures,4089
57347,Blue Productions,57347
9383,Blue Sky Studios,9383
32770,Bossa Nova Films,32770
43322,Boulevard Filmes,43322
12626,Boxing Cat Films,12626
84890,Brad Zions Films,84890
89105,Brannon Pictures,89105
10369,Break Thru Films,10369
8269,Breidablick Film,8269
69461,Briarcliff Films,69461
11558,Brideshead Films,11558
4923,Brightstar Films,4923
617,Brooksfilms Ltd.,617
81023,Bull Productions,81023
95595,CCLA Productions,95595
7036,CJ Entertainment,7036
10008,CS Entertainment,10008
318,CTB Film Company,318
3435,Calder Road Film,3435
11728,Camelot Pictures,11728
85743,Canal + Belgique,85743
10029,Candescent Films,10029
175,Caravan Pictures,175
275,Carolco Pictures,275
9971,Castafiore Films,9971
23301,Catchlight Films,23301
860,Celluloid Dreams,860
61051,Centron Pictures,61051
15189,Chai Productions,15189
80936,Chandrakala Arts,80936
45004,Charlie Guidance,45004
72104,Chaz Productions,72104
50086,Chazown Pictures,50086
36550,Cherry Sky Films,36550
59453,Chicago Pictures,59453
5635,China Film Group,5635
79498,Chungeorahm Film,79498
65443,Chunqiu Time Co.,65443
15998,Churchill Toledo,15998
140982,Cima Productions,140982
30298,Cine Productions,30298
7445,Cinematograph AB,7445
3376,Cinepost Studios,3376
31229,Cinéfrance 1888,31229
8866,Cinétudes Films,8866
136,City Light Films,136
26033,City Productions,26033
25702,Cliffbrook Films,25702
1274,Clinica Estetico,1274
23022,Close Call Films,23022
3756,CoMix Wave Films,3756
4897,Code Productions,4897
177,Columbia TriStar,34
11842,Company Pictures,11842
76847,Connectic Studio,76847
139373,Contagious Films,139373
84596,Contravía Films,84596
103699,Cool Productions,103699
12213,Core Productions,12213
24175,Cott Productions,24175
64479,Creative England,64479
7355,Creativity Media,7355
3058,Crossroads Films,3058
12029,Curmudgeon Films,12029
18335,DB Entertainment,18335
9993,DC Entertainment,9993
77321,DLO Producciones,77321
83508,Dara Productions,83508
11566,Dark Trick Films,11566
21447,David Ladd Films,21447
5461,De Angelis Group,5461
2609,De Line Pictures,2609
22869,Defiant Pictures,22869
117157,Definition Films,117157
82491,Deluxe Australia,82491
100448,Devolver Digital,100448
813,Di Novi Pictures,813
63064,Digital District,63064
11904,Digital Graphics,11904
39430,Disruptive Films,39430
23800,Distracted Media,23800
89115,Divide / Conquer,89115
110019,Documentary Arts,110019
13468,Dog Run Pictures,13468
12650,Dogfish Pictures,12650
19922,Doom Productions,19922
37336,Down Productions,37336
10485,Drafthouse Films,10485
32469,Dream Team Films,32469
3347,Dry County Films,3347
2369,Eagle Associates,2369
94235,East Light Media,94235
52015,Echo Productions,52015
23787,Eclipse Catering,23787
42385,Efer Productions,42385
100527,Eikon Media GmbH,100527
53373,El Zorrero Films,53373
3353,Element Pictures,3353
86902,Embankment Films,86902
112748,Embassy Pictures,112748
741,Emotion Pictures,741
100640,Endeavor Content,100640
4053,Enlight Pictures,4053
1988,Epic Productions,1988
101230,Er Dong Pictures,101230
7847,Escándalo Films,7847
7470,Esperanto Filmoj,7470
11423,Estudio Mariscal,11423
2029,Estudios Picasso,2029
48185,Expatriate Films,48185
12012,Eyescreen S.r.l.,12012
77963,FFA Private Bank,77963
48638,Face Productions,48638
87358,Fantasiafilmi Oy,87358
2927,Fidélité Films,2927
74839,Fifth Generation,74839
12988,Film Base Berlin,12988
88852,Film Company RAM,88852
51862,Film Export A.G.,51862
66447,Film Ilumination,66447
8581,Filmanova Invest,8581
62628,Filmax Animation,62628
76377,Filmkreatörerna,76377
985,Filmstiftung NRW,985
23501,Fine Productions,23501
22110,First Foot Films,22110
75807,First Look Media,75807
45505,Fish Productions,45505
65359,Flashlight Films,65359
55669,Focus-Fox Studio,55669
17697,Foe Killer Films,17697
1615,Fortissimo Films,1615
21584,Fortuna Film XXI,21584
42848,Forward Movement,42848
11232,Fox Family Films,11232
140664,Fox Kids Network,140664
12154,Fox Star Studios,12154
83,France 2 Cinéma,83
591,France 3 Cinéma,591
73635,Free - Cool - In,73635
57743,Free Association,57743
39509,Free Range Films,39509
113219,Freeway CAM B.V.,113219
23096,Fries Film Group,23096
6842,Fury Productions,6842
7644,Futur Film Group,7644
107909,Futurism Studios,107909
54537,Fábrica de Cine,54537
52104,GV Entertainment,52104
3099,Gimme Five Films,3099
5555,Global Medien KG,5555
2840,Go Fish Pictures,2840
51964,Goddard Textiles,51964
3404,Golden Sun Films,3404
128953,Gorylah Pictures,128953
22482,Grand Brilliance,22482
35871,Granite Pictures,35871
48778,Gravity Pictures,48778
95354,Gray Daisy Films,95354
12501,Green Room Films,12501
12918,Greenpoint Films,12918
141476,Gullane Pictures,141476
8916,HILT Productions,8916
121167,HWSD Productions,121167
2457,Halcyon Pictures,2457
121852,Halcyon Pictures,121852
11051,Hallway Pictures,11051
3384,Halt Productions,3384
4144,Hammer The Movie,4144
11445,Hank Levine Film,11445
89196,Haviland Digital,89196
16192,Hera Productions,16192
110794,Hinduja Ventures,110794
2757,Holedigger Films,2757
21439,Holleran Company,21439
48184,Hoya Productions,48184
13413,Hubert Bals Fund,13413
13855,Hugo Productions,13855
80063,Hypergiant Films,80063
8655,Hypermarket Film,8655
49982,IM Global Octane,49982
152,Icon Productions,152
2606,Idéale Audience,2606
61506,Iliade and Films,61506
70995,Imagi Production,70995
11321,Imaginary Forces,11321
64974,Imprint Pictures,64974
14446,Infinite Studios,14446
6781,Initial Pictures,6781
64829,Inner City Films,64829
91047,Innowave Limited,91047
18352,Inspire Pictures,18352
4306,Instinctive Film,4306
3517,"Institution, The",3517
7377,Insurge Pictures,7377
79894,Integrated Films,79894
53634,InterTitle Films,53634
1132,Intercontinental,1132
763,Intermedia Films,763
118381,Interscope Films,118381
53283,Intertainment AG,53283
6938,Iris Productions,6938
12687,Iron Ocean Films,12687
50460,Isis Productions,50460
2268,Isle of Man Film,2268
118865,Isobel Griffiths,118865
92713,It Had To Be You,92713
91900,It's Alive Films,91900
107897,Ivanhoe Pictures,107897
19143,JA Entertainment,19143
101419,JLE Cinema Group,101419
73661,JO Entertainment,73661
87144,Jackpot Films Oy,87144
3193,Jean Vigo Italia,3193
115470,Jeoa Productions,115470
11252,Jesse Films Inc.,11252
67158,Just Productions,67158
22634,K.R. Productions,22634
6715,K5 International,6715
11848,KDDI Corporation,11848
59293,Kabir Khan Films,59293
13042,Kartemquin Films,13042
8735,Kathbur Pictures,8735
86434,Kava Productions,86434
65270,Kellgate Limited,65270
10281,Kent Productions,10281
12978,Kettledrum Films,12978
119028,Kino 64 U Hradeb,119028
23686,Kino Bez Granits,23686
94386,Kinofinlandia Oy,94386
80783,Know Rules Media,80783
55369,Koppelman-Levien,55369
55216,Kuiv Productions,55216
139194,Kyra Productions,139194
96310,LB Entertainment,96310
8533,LD Entertainment,8533
1305,LIFT Productions,1305
112545,LTBL Productions,112545
2360,La Chauve Souris,2360
12648,Labyrinthe Films,12648
32875,Lailaps Pictures,32875
108768,Lakoon Filmgroup,108768
91,Lama Productions,91
19731,Lars Productions,19731
183,Le Studio Canal+,183
1853,Les Films Action,1853
7110,Les Films Ariane,7110
6585,Les Films Du Rat,6585
22976,Les films du cap,22976
3316,Liberty Films UK,3316
20938,Liberty Pictures,20938
5883,Light Song Films,5883
93870,LightHouse Films,93870
35,Lions Gate Films,35
106285,Ljud & Bildmedia,106285
7689,Local Production,7689
36431,Location Gourmet,36431
79785,Lock & Valentine,79785
1954,Loma Nasha Films,1954
43792,London Boulevard,43792
11412,Londra Films P&D,11412
19916,Lotus Production,19916
8469,Louverture Films,8469
46441,Luka Productions,46441
79152,Lulu Productions,79152
84194,Luminosity Media,84194
3317,Lunar Industries,3317
35124,Lyca Productions,35124
28640,M2 Entertainment,28640
393,MACT Productions,393
79415,MCA  Theatricals,79415
94692,MQ Pictures Ltd.,94692
24902,Macari/Edelstein,24902
36920,Maestranza Films,36920
86920,Magic Hour Films,86920
3595,Magnet Releasing,3595
40409,Maha Productions,40409
9092,Maison de Cinema,9092
10113,Malvarrosa Media,10113
85720,Malvern Pictures,85720
20484,Manchester Films,20484
57294,Mandarin Cinéma,57294
771,Mandate Pictures,771
10227,Mandeville Films,10227
47396,Mantle Clinic II,47396
55257,Maple Leaf Films,55257
43700,Mars Productions,43700
32200,Marwood Pictures,32200
707,Matador Pictures,707
1443,Matchmaker Films,1443
48785,Matinee Pictures,48785
111694,Maximon Pictures,111694
28707,McLaughlin Films,28707
5552,Media Asia Films,5552
11083,Media Asia Group,11083
71379,Media Produccion,71379
8624,Mediapro Studios,8624
21632,Mediaset España,21632
52846,Metropolis Films,52846
58553,Michaels-Goldwyn,58553
107992,Midwestern Films,107992
652,Miko Productions,652
20356,Millar Gough Ink,20356
1020,Millennium Films,1020
16857,Millimeter Films,16857
41744,Milo Productions,41744
153,Minerva Film SpA,153
74695,Ming Productions,74695
2760,Miracle Pictures,2760
10386,Miracon Pictures,10386
50246,Mirrorball Films,50246
2746,Mission Pictures,2746
20191,Mitsubishi Shoji,20191
5444,Mod Producciones,5444
4250,Molinare Studios,4250
966,Monarch Pictures,966
42345,Mount Film Group,42345
90400,Mrs. Brisby Ltd.,90400
26534,Ms Entertainment,26534
11557,Muhan Investment,11557
15231,Muse Productions,15231
22898,Mysterious Light,22898
7785,NVSH Productions,7785
88526,NYRA Productions,88526
79560,NatWest Ventures,79560
1270,National Lottery,1270
52622,Natural Nylon II,52622
6004,Need Productions,6004
138912,Neomis Animation,138912
17304,Neon Productions,17304
4503,Neue Road Movies,4503
24445,New Deal Studios,24445
2962,New Legend Media,2962
67285,New Sparta Films,67285
20922,New Vision Films,20922
136366,Nice Girls Films,136366
6006,Night Chronicles,6006
4287,Nippon Animation,4287
35846,No Trace Camping,35846
12467,Nomadic Pictures,12467
54414,Nomoneyfun Films,54414
57752,Nord-Ouest Films,57752
86132,NordicStories AS,86132
14227,Northbrook Films,14227
23433,Noé Productions,23433
