movie_id,company_id,company_name
282113,33629,RWE
282113,4595,Negativ
282113,24769,Departures Film
282113,487,Česká televize
282113,6242,Barrandov Studio
282113,33214,i/o post
282113,24023,RTVS
20481,3557,Seraphim Films
20481,10210,Morgan Creek Productions
20737,15709,Keystone Pictures
285697,8515,Sociedade Óptica Técnica
24065,5333,Zeta Entertainment
554241,8000,Broken Road Productions
554241,2348,Nickelodeon Movies
554241,96540,Paramount Players
554241,10221,Walden Media
554241,5371,Nickelodeon Productions
423681,33389,Inland Film Company
423681,79143,Mistrus Media
423681,84487,8Heads Productions
293633,2061,Twisted Pictures
293633,24277,PalmStar Media
168705,15127,Boll KG
431361,84701,MoJo Entertainment
432641,92049,Unmarked Van Films
432641,92050,Bad Medicine Films
45057,83090,Raffy Manoukian Charity
45057,3324,BBC
45057,50460,Isis Productions
45057,83091,MG2 Productions
46849,38616,Paradise Production
46849,38617,Quantum Entertainment
46849,38618,MovieBank
46849,5113,120dB Films
46849,1607,Gold/Miller Productions
46849,38619,Galaxy Productions
48129,10282,Silver Screen Partners IV
48129,915,Hollywood Pictures
115969,5542,Toei Animation
115969,4262,Tezuka Productions
55297,76070,Twelfth Night Entertainment
55297,76071,La Panza Producciones
57089,7582,HW Two
188161,31470,RGB Media
188161,27451,Bluegrass Films
188161,8789,Fuzzy Door Productions
188161,2531,MRC
62721,19723,Rekun-TV
523777,107335,Baozou Manhua
523777,82853,Tangent Animation
1538,11084,Parkes/MacDonald Productions
1538,11463,Edge City
1538,7,DreamWorks Pictures
68098,38775,Cinemaker Oy
3586,14,Miramax
203778,16757,Cinema Art Studio
203778,16758,Cinemoon Productions
337154,10039,Anonymous Content
9730,93280,"Friday Four, Inc."
9730,16779,Georgetown Productions Inc.
9986,7311,Kerner Entertainment Company
534530,69898,Haarika & Hassine Creations
11778,538,EMI Films
15362,4298,Remstar Productions
15362,1992,La Petite Reine
15618,1212,Empire Pictures
15618,13085,Altar Productions
82690,6125,Walt Disney Animation Studios
18178,3460,Blue Eyes Fiction
18178,3461,Senka DOOEL Film Production
215042,88966,Mystery Productions
21506,5815,Xanadeux Company
24066,16833,Marked Entertainment
24066,14,Miramax
352002,93196,Grafo Audiovisual
352002,62226,Vitrine Filmes
25602,925,Nu Image
25602,1020,Millennium Films
29698,117800,Holy Cow Films
97794,8237,GMA Films
36610,9961,Mundo Ficción
36610,7956,Castelao Productions
495362,69898,Haarika & Hassine Creations
105730,48862,Philo Films
105730,87544,Clover Leaf Films
105730,281,Equinoxe Films
105730,87545,Ma-Afrika Films
40962,965,TAFT Entertainment Pictures
40962,3268,HBO
40962,964,Keith Barish Productions
41730,15460,Ignite Entertainment
41730,15461,HSX Films
47874,16593,Hemdale
47874,4127,Lantana
48130,11114,Braun Entertainment Group
442370,59149,Megafilm
121602,25660,Huaxia Film Distribution Company
58882,37041,IDG China Media
255746,235,Nordisk Film
521474,8680,Ukbar Films
521474,16701,ICA
196867,95063,Marcy Media
196867,7291,Olive Bridge Entertainment
196867,34,Sony Pictures
196867,907,Overbrook Entertainment
771,477,Hughes Entertainment
394499,75999,Telecine Productions
394499,53105,Paris Filmes
394499,75997,Porta dos Fundos
3587,508,Regency Enterprises
3587,1484,Yorktown Productions
5123,30131,Southpaw Entertainment
5123,7036,CJ Entertainment
400387,2198,Pupkin
400387,8659,VPRO
8195,60,United Artists
8195,2347,FGM Entertainment
8963,915,Hollywood Pictures
8963,10288,Don Simpson/Jerry Bruckheimer Films
9475,136,City Light Films
9731,16779,Georgetown Productions Inc.
206851,19142,DAR Motion Pictures
206851,72146,Emmay Entertainment
11011,1302,Davis Entertainment
11011,1885,Silver Pictures
11523,14,Miramax
12547,71445,Movieweb S.p.a.
12547,4794,Studio Eight Productions
12547,5381,Backup Media
12547,12138,Fierce Entertainment
13059,14531,Pop Films
13059,1093,Shoreline Entertainment
13315,192,"Shochiku Co., Ltd."
13315,4813,Maki Production
13315,9222,Excellent Film
13315,9177,Eisei Gekijo
603651,72226,Megatopia Films
342787,97292,Zoom Hunt International Productions
342787,19999,School Pictures
342787,97293,Tang Moon
408323,61548,Jesuit Communications Foundation
539651,3172,Blumhouse Productions
16643,77845,Monarchy Enterprises S.a.r.l.
16643,508,Regency Enterprises
16643,1302,Davis Entertainment
16643,10104,New Regency Pictures
16643,1171,Epsilon Motion Pictures
16643,81134,Atchity Entertainment International (AEI)
17667,41,Orion Pictures
18947,10163,Working Title Films
18947,12196,Medienproduktion Prometheus Filmgesellschaft
18947,12197,Portobello Studios
18947,12198,Tightrope Pictures
18947,694,StudioCanal
20483,711,Fox 2000 Pictures
20483,1757,Mad Chance
20483,19352,Mediastream Dritte Film GmbH & Co. Beteiligungs KG
20483,23790,Splendid Productions
20483,155,Nimbus Film
20995,33821,Film Capital Stockholm
20995,10175,Fladen Film
20995,40512,Gädda Five
20995,76,Zentropa Entertainments
20995,235,Nordisk Film
20995,2999,SVT
22787,1786,Dark Castle Entertainment
22787,694,StudioCanal
22787,8582,The Canadian Film or Video Production Tax Credit (CPTC)
22787,11715,Manitoba Film and Video Production Tax Credit
22787,11576,Ontario Media Development Corporation (OMDC)
22787,4253,Don Carmody Productions
22787,20572,McMurdo (Canada) Productions
33539,1353,Hanna-Barbera Productions
33539,24791,Harlech Television
361475,76848,Motion Group Pictures
361475,7281,British Film Institute
361475,76846,Amaro Films
361475,76847,Connectic Studio
34563,55015,Pointe Studios
34563,43,Fox Searchlight Pictures
34563,1975,Sneak Preview Entertainment
34563,444,Dune Entertainment
36355,27128,The Bubble Factory
36355,38181,American Films
39939,43,Fox Searchlight Pictures
39939,2773,Broken Lizard Industries
39939,37497,Jersey Shore
39939,52948,Cataland Films
39939,106323,Árpád Productions
172803,27408,Hours Capital
172803,11565,The Safran Company
172803,24277,PalmStar Media
117251,34981,Iron Horse Entertainment
117251,34982,Mythology Entertainment
117251,347,Centropolis Entertainment
314371,3353,Element Pictures
314371,6265,Skopia Film
57859,3616,Bom Film Productions
57859,79498,Chungeorahm Film
320003,1249,Les Films du Lendemain
61187,35050,Sil-Metropole Organisation Ltd.
61187,9175,Filmko Pictures
62211,3,Pixar
65796,60,United Artists
772,477,Hughes Entertainment
460036,91767,LOOKFILM STUDIO
460036,3451,Art Pictures Studio
4612,1069,GFT Entertainment
4612,4794,Studio Eight Productions
4612,29018,Visionview Production
4612,8582,The Canadian Film or Video Production Tax Credit (CPTC)
267268,58399,Pantelion Films
267268,14532,Filmadora Nacional
267268,38786,Celeste Films
267268,118966,Neo Art Producciones
8452,11317,Phoenix Pictures
9476,1423,Escape Artists
9476,53008,Finestkind
9476,53007,Black and Blu Entertainment
9988,2773,Broken Lizard Industries
75780,82819,Skydance Media
75780,128585,"H2L Media ""AKA"" Mutual Film Company"
75780,128586,H2L Media Group
75780,21777,TC Productions
75780,117362,Mutual Films
10756,47122,Doom Buggy Productions
10756,3538,Gunn Films
11524,20042,Mann/Caan Productions
11780,8989,Talisman Productions
11780,60,United Artists
13572,53282,Harlequin Pictures
13572,53283,Intertainment AG
13572,824,Kopelson Entertainment
13572,53284,Blackout Productions Inc.
473348,61770,Salon Pictures
16388,43,Fox Searchlight Pictures
16644,139125,Morning Dew Entertainment
21252,5507,SE8 Group
93188,729,Why Not Productions
359940,2376,Blueprint Pictures
359940,94694,Cutting Edge Group
359940,43,Fox Searchlight Pictures
359940,6705,Film4 Productions
33796,559,TriStar Pictures
33796,959,IndieProd Company Productions
33796,16923,Zephyr Films
33796,275,Carolco Pictures
34308,35002,Lucky 7 Productions LLC
34308,3244,Media Pro Pictures
34308,34999,Bauer Martinez Studios
34308,74662,Buskin Film
45572,105936,KiHweck ShiDae
45572,7036,CJ Entertainment
47620,7269,Poison L.P.
47620,17697,Foe Killer Films
47620,127888,Bronze Eye Productions
577028,5630,Non-Stop Productions
447236,1877,Café Film
56836,3405,MediaCorp Raintree Pictures
320004,71379,Media Produccion
320004,7792,Noodles Production
320004,9335,Canal+ España
320004,12010,Mediapro
320004,44554,Nadie quiere la noche AIE
320004,44555,Ariane & Garoe SL
320004,44556,One More Movie
320004,5085,TV3
320004,67412,Movistar+
320004,981,TVE
320004,118966,Neo Art Producciones
60420,838,Paramount Vantage
60420,2313,Andrea Sperling Productions
60420,9350,Indian Paintbrush
60420,13369,Super Crispy Entertainment
60420,21892,Ascension Productions
63492,508,Regency Enterprises
63492,10104,New Regency Pictures
63492,1836,Contrafilm
458244,74860,House on Fire
458244,7823,Cinéma Defacto
5,14,Miramax
5,59,A Band Apart
773,43,Fox Searchlight Pictures
773,2570,Bona Fide Productions
773,188,Big Beach
1285,29566,Atresmedia
1285,7864,Amiguetes Entertainment
1541,21854,Star Partners III Ltd.
1541,841,Pathé Entertainment
2309,20360,Internationale Filmproduktion Blackbird Erste
2565,56,Amblin Entertainment
4613,23787,Eclipse Catering
4613,14589,Code Entertainment
4613,37498,Neverland Films
70149,35018,Romanian National Center for Cinematography
70149,13407,Mandragora
70149,7777,Slot Machine
70149,19117,Katapult Film
5125,10039,Anonymous Content
5125,10040,Level 1 Entertainment
5125,20666,MID Foundation
72197,2251,Sony Pictures Animation
72197,297,Aardman Animations
72197,34,Sony Pictures
8197,171,Malpaso Productions
8197,1885,Silver Pictures
8453,1569,Yash Raj Films
9477,130,Jerry Bruckheimer Films
9477,7692,World 2000 Entertainment
9477,19098,Green Hills Productions
402693,62170,Castelao Pictures
402693,3631,Filmax
9989,376,Industry Entertainment
9989,1171,Epsilon Motion Pictures
9989,1172,Hyde Park Films
10501,521,DreamWorks Animation
10501,7,DreamWorks Pictures
10757,19146,Dharma Productions
11013,4730,Slough Pond
11013,4731,double A Films
77573,487,Česká televize
77573,117925,Movie
77573,29211,Magic Box
77573,6105,Soundsquare
77573,117926,Vinná galerie
77573,5926,Slovenská televízia
80389,152,Icon Productions
80389,11732,Airborne Productions
15365,19342,Parallel Entertainment Pictures
15365,1632,Lionsgate
410117,74150,iFeatures
410117,92473,Sixty Six Pictures
410117,288,BBC Films
410117,7281,British Film Institute
410117,64479,Creative England
410117,92474,Oldgarth Media
82693,308,The Weinstein Company
348677,76,Zentropa Entertainments
348677,73140,Sputnik Film
348677,2801,Film i Väst
21765,6255,Jim Henson Pictures
157957,2783,Motlys
28165,3052,Troma Entertainment
97797,9124,Praktika Pictures
97797,3419,Central Partnership
33029,6768,Kadokawa Eiga K.K.
33029,7982,Japan Film Fund
33029,6755,Nippon Television Network Corporation
33029,882,"Toho Company, Ltd."
34309,5441,Ivory Way Productions
297733,41115,British Film Company
297733,76791,Neon Films
297733,76792,Cacti Films
41733,923,Legendary Pictures
41733,3527,Green Hat Films
174341,20398,Untouchable Films
174341,20399,Velvet Morning
45061,694,StudioCanal
47365,86925,Stormheart Oy
116741,22213,TSG Entertainment
116741,508,Regency Enterprises
116741,2796,Wild West Picture Show Productions
116741,2575,21 Laps Entertainment
55301,711,Fox 2000 Pictures
55301,508,Regency Enterprises
55301,444,Dune Entertainment
55301,10930,Bagdasarian Productions
190469,25795,Wellington Films
190469,41314,Kinokultas
60421,58849,Bago Pictures
60421,33553,Marakesh Films
60421,16144,A Space Between
60677,132673,Pystymetsä
127493,831,Saturn Films
127493,925,Nu Image
62213,8601,Tim Burton Productions
62213,2691,Infinitum Nihil
62213,3281,GK Films
62213,79,Village Roadshow Pictures
62213,9228,Dan Curtis Productions
62213,80,The Zanuck Company
63493,21897,Foresight Unlimited
63493,21898,VIP Media Group
63493,21899,Michael Mailer Films
63493,1208,Rising Star
63493,21901,Ledge Productions
195589,17393,Good Universe
195589,16615,Point Grey Pictures
196357,1791,Blue Films
6,1644,Largo Entertainment
6,182,JVC
262,10214,Embassy International Pictures
1542,7458,Cubicle Inc.
2054,915,Hollywood Pictures
2054,10201,Interscope Communications
2054,1382,PolyGram Filmed Entertainment
2054,916,The Charlie Mopic Company
2310,2265,Shangri-La Entertainment
2310,11395,ImageMovers
68614,109136,Studio Lunapark (PL)
68614,11240,PISF
396806,23437,K5 Film
396806,6715,K5 International
396806,61011,Scythia Films
396806,24049,Sierra/Affinity
396806,109929,Road Pictures
4614,54502,Mel's Cite du Cinema
4614,2767,Mace Neufeld Productions
4614,21409,MFP Munich Film Partners GmbH & Company I. Produktions KG
4614,21410,S.O.A.F. Productions
332806,13788,Hopscotch Films
5894,30334,InterAL
5894,14,Miramax
399366,103476,Mogambo Films
399366,1632,Lionsgate
399366,1182,Telecinco Cinema
72710,10427,Open Road Films
72710,8073,Nick Wechsler Productions
72710,12075,Silver Reel
72710,13649,Chockstone Pictures
7942,2245,Entertainment Films
7942,2246,Material Entertainment
7942,6847,Beech Hill Films
8198,14,Miramax
8198,763,Intermedia Films
8198,932,Mirage Enterprises
8966,491,Summit Entertainment
8966,12292,Temple Hill Entertainment
8966,4000,Maverick Films
8966,5218,Imprint Entertainment
8966,500,Goldcrest
8966,57750,Twilight Productions
271110,420,Marvel Studios
10246,2124,Melvin Simon Productions
10246,10313,Astral Bellevue Pathé
10758,24133,Night and Day Pictures
208134,746,MTV Films
208134,6328,Dickhouse Productions
536070,6275,BiBi Film
536070,207,Agat Films & Cie / Ex Nihilo
536070,2683,Rai Cinema
536070,18973,01 Distribution
13318,3667,Sandrew Metronome Norge
14342,813,Di Novi Pictures
14342,6189,Turner Pictures (I)
14854,21468,1818
14854,21469,Lone Wolf McQuade Associates
14854,21470,Topkick Productions
343814,54436,Fundament Film
343814,2801,Film i Väst
343814,107273,Collector
343814,2802,TV4
17926,995,Cinerenta Medienbeteiligungs KG
17926,763,Intermedia Films
17926,126,Lakeshore Entertainment
18438,868,Cinema Service
18438,112530,Banzakbanzak Film Production
412678,80712,Action House
412678,80713,Daro Film Distribution
412678,80714,24TL Productions
87558,2205,Big World
547590,99321,WarParty Films
24070,559,TriStar Pictures
25350,19951,ApolloProMedia GmbH & Co. 1. Filmproduktion KG (I)
25350,19952,QI Quality International GmbH & Co. KG
25350,2982,Signature Pictures
25350,4700,The Linson Company
229126,111696,Sferrazza Productions
98566,2348,Nickelodeon Movies
98566,2481,Platinum Dunes
38150,707,Matador Pictures
38150,2268,Isle of Man Film
38150,2451,CrossDay Productions
38150,5705,CinemaNX
38150,21460,May 13 Films
38150,21461,Cinema Two
103686,25522,Société Parisienne de Production
103686,25523,Ulrich Seidl Filmproduktion
103686,20370,Tatfilm
46342,12897,Pacific Pictures
47878,898,Lorimar Productions
47878,21541,Northstar International
441862,86577,Umapathy Productions
441862,86578,S.R.V. Productions
114438,1394,Black Forest Films
114438,1107,Seven Pictures
54022,236,October Films
54022,65327,Autumn Pictures
54022,925,Nu Image
384262,89613,Monami Agency
384262,89612,Fuglene AS
188166,28360,Paradise City
188166,1976,filmscience
188166,2772,The Lab Of Madness
188166,22700,Neighborhood Watch
254470,12026,Gold Circle Films
254470,12365,Brownstone Productions
60422,8872,Filmula
258310,15268,BKM Film
258310,15269,Böcek Yapım
258310,75040,1000 Volt
62214,8601,Tim Burton Productions
195590,1885,Silver Pictures
195590,84988,42
195590,7625,Automatik Entertainment
195590,10289,DMG Entertainment
195590,56832,Hands-on Producers
195590,7437,IM Global
458759,50079,Kreo Films FZ
458759,96033,Trio in Prague
458759,11345,Stillking Films
458759,5056,Head Gear Films
2055,335,Tig Productions
2055,18619,Cobalt Media Group
2055,10157,Beacon Pictures
198663,290,Ingenious Media
198663,3672,Gotham Group
198663,8569,Dayday Films
198663,12292,Temple Hill Entertainment
198663,22213,TSG Entertainment
2567,14,Miramax
2567,562,Appian Way
2567,675,Forward Pass
2567,691,Cappa Productions
2567,7380,Initial Entertainment Group (IEG)
2567,19116,IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG
2567,54502,Mel's Cite du Cinema
399111,38469,Skarkali
8967,81,Plan B Entertainment
8967,43,Fox Searchlight Pictures
8967,1246,River Road Entertainment
9479,8601,Tim Burton Productions
9479,8835,Skellington Productions Inc.
9991,13419,SKA Films
10247,2811,Neo Art & Logic
10247,52465,Quiet Man Productions
10759,2890,Fox Atomic
11015,762,Mutual Film Company
11015,657,Toho-Towa
11015,1280,Pacific Western
11015,1382,PolyGram Filmed Entertainment
11015,4650,Marubeni
11015,7237,Tele München Fernseh Produktionsgesellschaft (TMG)
11015,3324,BBC
11527,41,Orion Pictures
212231,3019,Wingman Productions
212231,5218,Imprint Entertainment
212231,12876,Gordon Bijelonic / Datari Turner Films
16135,23680,Agnès B. Productions
16135,94,ARTE France Cinéma
82695,10163,Working Title Films
82695,7295,Relativity Media
17927,16946,Weinstock Productions
17927,3287,Screen Gems
17927,7947,"Moving Pictures, DPI"
17927,87390,Gross Entertainment
18183,84803,Aviacsa
18183,84804,Cinevista
282631,53445,Big Stone Pictures
282631,7036,CJ Entertainment
479495,3728,Mangusta Productions
479495,95738,Quest Unlimited
479495,31787,Creativity Capital
22023,42385,Efer Productions
22023,6,RKO Radio Pictures
22279,8,Fine Line Features
22279,12745,British Screen Productions
22279,16027,Portman Productions
22279,3324,BBC
546567,109049,13 Paces
23047,507,Atlas Entertainment
23047,7295,Relativity Media
285191,56049,Storm Films
23303,559,TriStar Pictures
91911,38568,Mistress Inc.
32519,1483,Redeemable Features
32519,826,Capitol Films
38407,2877,Living Films
38407,11317,Phoenix Pictures
38407,15757,TWC Asian Film Fund
38407,308,The Weinstein Company
235271,1632,Lionsgate
235271,112794,Codeblack Films
104711,20326,Neue Schönhauser Filmproduktion
104711,2094,Majestic Filmproduktion
104711,6187,ARD/Degeto Film
104711,7201,NDR
104711,587,ARTE
104711,162,Bayerischer Rundfunk
104711,8698,Hi Film Productions
41479,2147,Echo Lake Entertainment
41479,3870,Premiere Picture
371463,35508,2-Team Productions
571655,64293,Profile Pictures
116231,58853,Numéro 4 Production
116231,189,ARP Sélection
444935,87308,Sombracine Producciones
185351,75464,Parmyth Films Greece
185351,75465,Paramyth Films
60935,10210,Morgan Creek Productions
60935,655,Strike Entertainment
62215,76,Zentropa Entertainments
62215,321,Memfis Film
62215,8288,Zentropa International Sweden
62215,7777,Slot Machine
62215,11239,Liberator Productions
62215,8289,Zentropa International Köln
62215,119,Danmarks Radio (DR)
62215,2801,Film i Väst
62215,94,ARTE France Cinéma
456711,17375,MindWorks Media
523527,71356,Deluca Film
8,19123,inLoops
1544,288,BBC Films
1544,315,Filmstiftung Nordrhein-Westfalen
1544,2650,Ealing Studios
1544,2651,Fragile Films
1544,10146,Focus Features
1544,52728,Cougar Films Ltd.
1544,52729,Minotaur Film Partnership No. 3
1544,42272,RTL
1544,96,X Filme Creative Pool
2056,921,Next Wednesday Productions
2056,922,SenArt Films
2312,1062,Boll Kino Beteiligungs GmbH & Co. KG
2312,1063,Brightlight Pictures
2312,1064,Herold Productions
5896,13549,Golan-Globus Productions
5896,1444,Cannon Group
71688,2452,UK Film Council
71688,5654,DJ Films
71688,6301,CinéCinéma
71688,7981,Pathé!
71688,19749,Yuk Films
71688,6705,Film4 Productions
71688,500,Goldcrest
8456,491,Summit Entertainment
8456,551,Mandalay Pictures
8456,23423,Baumgarten Management and Productions (BMP)
8968,7893,Pacific Renaissance Pictures Ltd.
8968,3287,Screen Gems
8968,768,Ghost House Pictures
8968,830,Senator International
9480,19551,Marvel Enterprises
9480,10104,New Regency Pictures
9480,1171,Epsilon Motion Pictures
9480,508,Regency Enterprises
9992,854,Sofica Europacorp
9992,2525,Avalanche Productions
9992,6896,EuropaCorp
10760,46051,Clifford Werber Productions
10760,10210,Morgan Creek Productions
10760,46052,SW7D Productions
76808,12022,IDTV Film
76808,29459,VARA
76808,4508,Nederlands Fonds voor de Film
76808,12021,CoBo Fonds
338952,437,Heyday Films
14344,2891,Acuity Pictures Production
14344,2892,Picture This! Entertainment
14344,2893,Palpable Productions
15624,41047,Prophecy Pictures Ltd.
15624,60473,Gordonstreet Pictures
16392,59453,Chicago Pictures
82696,771,Mandate Pictures
82696,1423,Escape Artists
82696,4220,Management 360
148232,36422,Isla Films
346120,74839,Fifth Generation
282376,52986,Alamdary Film
282376,100770,42film
282376,87271,Arizona Productions
282376,10116,Axman Production
282376,3623,Kazakhfilm Studios
152584,850,Eurimages
152584,856,Wild Bunch
152584,10393,Vertigo Films
152584,10611,Ciné+
152584,11199,SCOPE Pictures
152584,11434,Région Nord-Pas-de-Calais
152584,14700,Quat'sous Films
152584,38038,Pictanovo Nord-Pas-de-Calais
152584,310,CNC
152584,83,France 2 Cinéma
152584,11359,France 2
152584,792,RTBF
152584,7131,France Télévisions
152584,11796,Centre du Cinéma et de l'Audiovisuel de la Fédération Wallonie-Bruxelles
152584,25308,Alcatraz Films
22536,7036,CJ Entertainment
22536,11267,Focus Features International (FFI)
22536,11268,Benex Movie Expert Fund
22536,11269,Company K Movie Asset Fund No. 1
22536,11270,Green Non-Life Insurance Company
22536,11271,MVP Capital Culture Investment Fund
22536,34725,Moho Film
22792,28320,Rocket Pictures
22792,4379,Film Brigade
23048,60,United Artists
23048,12886,New Crime Productions
286472,29780,West Five Films
25864,139332,South Jersey Productions
34056,5398,Excell Film Agentur
296456,10967,Home Theater Films
296456,17156,Rocky Mountain Picture
231176,45724,Taodue Film
35080,5521,CP Medien AG
35080,35,Lions Gate Films
35080,1854,Dan Films
297736,70197,Turnchapel Films
38408,1894,Josephson Entertainment
38408,12026,Gold Circle Films
562696,63521,Potential Studios
44040,2531,MRC
44040,6006,Night Chronicles
44040,7295,Relativity Media
112136,52473,Buzz Kill
46856,18014,Ruut
46856,18015,Dog House Post Audio
