movie_id,genre_id,genre_name,name
580223,35,Comedy,comedy
374869,18,Drama,drama
374869,10749,Romance,romance
156094,18,Drama,drama
156094,27,Horror,horror
473355,18,Drama,drama
374867,18,Drama,drama
112731,28,Action,action
112731,35,Comedy,comedy
112731,18,Drama,drama
34614,18,Drama,drama
14895,99,Documentary,documentary
79391,35,Comedy,comedy
374875,18,Drama,drama
79386,28,Action,action
79386,35,Comedy,comedy
55934,9648,Mystery,mystery
55934,18,Drama,drama
55934,35,Comedy,comedy
55934,53,Thriller,thriller
55939,28,Action,action
55939,27,Horror,horror
296750,18,Drama,drama
899151,99,Documentary,documentary
473356,9648,Mystery,mystery
473356,18,Drama,drama
473369,99,Documentary,documentary
79395,35,Comedy,comedy
473362,10749,Romance,romance
473362,18,Drama,drama
473362,10751,Family,family
79397,35,Comedy,comedy
79397,10751,Family,family
79397,878,Science Fiction,science_fiction
156140,35,Comedy,comedy
341538,18,Drama,drama
341538,10749,Romance,romance
341537,18,Drama,drama
112747,35,Comedy,comedy
112747,18,Drama,drama
112718,18,Drama,drama
418272,14,Fantasy,fantasy
418272,18,Drama,drama
156111,18,Drama,drama
156141,10752,War,war
14897,80,Crime,crime
14897,18,Drama,drama
473375,18,Drama,drama
473375,53,Thriller,thriller
34620,28,Action,action
34620,35,Comedy,comedy
34620,53,Thriller,thriller
14902,18,Drama,drama
14902,36,History,history
34615,18,Drama,drama
55948,35,Comedy,comedy
55948,27,Horror,horror
55948,878,Science Fiction,science_fiction
55936,18,Drama,drama
55936,10752,War,war
34626,28,Action,action
34626,18,Drama,drama
34626,53,Thriller,thriller
341542,18,Drama,drama
112755,53,Thriller,thriller
112755,18,Drama,drama
156145,35,Comedy,comedy
473360,18,Drama,drama
211233,53,Thriller,thriller
211233,80,Crime,crime
156150,27,Horror,horror
14898,53,Thriller,thriller
14898,80,Crime,crime
14898,18,Drama,drama
34631,99,Documentary,documentary
34631,10402,Music,music
539197,35,Comedy,comedy
34617,35,Comedy,comedy
34617,27,Horror,horror
296778,80,Crime,crime
296778,18,Drama,drama
296778,9648,Mystery,mystery
418301,35,Comedy,comedy
418301,12,Adventure,adventure
112739,35,Comedy,comedy
55946,28,Action,action
55946,18,Drama,drama
34637,28,Action,action
34637,12,Adventure,adventure
34637,14,Fantasy,fantasy
34637,9648,Mystery,mystery
14904,18,Drama,drama
14904,10749,Romance,romance
55956,878,Science Fiction,science_fiction
418305,35,Comedy,comedy
418305,80,Crime,crime
211249,18,Drama,drama
296769,18,Drama,drama
341552,18,Drama,drama
112767,53,Thriller,thriller
341553,18,Drama,drama
473397,18,Drama,drama
341541,10751,Family,family
341541,35,Comedy,comedy
296783,18,Drama,drama
112751,18,Drama,drama
418308,18,Drama,drama
418308,10770,TV Movie,tv_movie
156143,35,Comedy,comedy
341554,10752,War,war
34640,27,Horror,horror
34640,28,Action,action
34640,53,Thriller,thriller
34644,80,Crime,crime
34644,18,Drama,drama
34644,9648,Mystery,mystery
34644,53,Thriller,thriller
14905,10752,War,war
14905,18,Drama,drama
14905,36,History,history
374924,18,Drama,drama
318106,18,Drama,drama
318106,14,Fantasy,fantasy
318106,36,History,history
55949,27,Horror,horror
55949,878,Science Fiction,science_fiction
55949,28,Action,action
374919,10751,Family,family
374919,14,Fantasy,fantasy
374919,12,Adventure,adventure
14908,35,Comedy,comedy
14916,27,Horror,horror
14916,878,Science Fiction,science_fiction
473378,10749,Romance,romance
473378,18,Drama,drama
156170,10402,Music,music
156170,35,Comedy,comedy
34647,14,Fantasy,fantasy
34647,18,Drama,drama
341558,53,Thriller,thriller
341558,80,Crime,crime
14914,18,Drama,drama
55963,18,Drama,drama
55963,53,Thriller,thriller
473415,99,Documentary,documentary
341544,10749,Romance,romance
341544,35,Comedy,comedy
341544,18,Drama,drama
55952,27,Horror,horror
55952,878,Science Fiction,science_fiction
473392,10751,Family,family
34653,18,Drama,drama
34653,10749,Romance,romance
156171,18,Drama,drama
55968,35,Comedy,comedy
55955,18,Drama,drama
55955,35,Comedy,comedy
637076,18,Drama,drama
34645,53,Thriller,thriller
34645,80,Crime,crime
34645,18,Drama,drama
34645,9648,Mystery,mystery
341551,18,Drama,drama
374908,35,Comedy,comedy
374908,18,Drama,drama
374908,10749,Romance,romance
341556,18,Drama,drama
156201,10752,War,war
156201,10749,Romance,romance
14911,28,Action,action
14911,10752,War,war
418315,35,Comedy,comedy
374926,18,Drama,drama
374926,10751,Family,family
374926,10770,TV Movie,tv_movie
14912,35,Comedy,comedy
473435,18,Drama,drama
473435,10749,Romance,romance
55971,18,Drama,drama
55971,36,History,history
55976,35,Comedy,comedy
318110,18,Drama,drama
55961,35,Comedy,comedy
55961,10749,Romance,romance
14913,27,Horror,horror
14913,53,Thriller,thriller
14923,35,Comedy,comedy
341563,18,Drama,drama
341563,36,History,history
473399,99,Documentary,documentary
211258,27,Horror,horror
418352,99,Documentary,documentary
374942,18,Drama,drama
277066,35,Comedy,comedy
341555,18,Drama,drama
14924,18,Drama,drama
14924,10749,Romance,romance
318121,35,Comedy,comedy
318121,18,Drama,drama
112798,99,Documentary,documentary
211315,35,Comedy,comedy
112779,28,Action,action
112779,12,Adventure,adventure
112779,35,Comedy,comedy
14926,35,Comedy,comedy
14926,18,Drama,drama
14915,27,Horror,horror
14915,9648,Mystery,mystery
14915,53,Thriller,thriller
418356,18,Drama,drama
55965,35,Comedy,comedy
55965,10770,TV Movie,tv_movie
473414,18,Drama,drama
473414,10749,Romance,romance
942643,35,Comedy,comedy
112803,18,Drama,drama
211317,99,Documentary,documentary
14928,18,Drama,drama
14928,10749,Romance,romance
55966,36,History,history
55966,18,Drama,drama
79421,18,Drama,drama
56002,10749,Romance,romance
156173,18,Drama,drama
341565,99,Documentary,documentary
14921,18,Drama,drama
14921,35,Comedy,comedy
211328,18,Drama,drama
211328,10749,Romance,romance
341559,28,Action,action
341559,80,Crime,crime
341559,18,Drama,drama
374954,28,Action,action
374954,18,Drama,drama
374957,18,Drama,drama
374957,9648,Mystery,mystery
374957,53,Thriller,thriller
418330,99,Documentary,documentary
14929,28,Action,action
14929,27,Horror,horror
14929,35,Comedy,comedy
374956,35,Comedy,comedy
112785,99,Documentary,documentary
112785,10402,Music,music
341566,18,Drama,drama
211277,10749,Romance,romance
211277,18,Drama,drama
14930,35,Comedy,comedy
473505,35,Comedy,comedy
296799,18,Drama,drama
296799,10770,TV Movie,tv_movie
637109,18,Drama,drama
156231,18,Drama,drama
156231,36,History,history
341569,18,Drama,drama
14922,35,Comedy,comedy
14922,18,Drama,drama
14922,10749,Romance,romance
34676,10751,Family,family
34676,18,Drama,drama
34676,12,Adventure,adventure
473511,99,Documentary,documentary
341560,18,Drama,drama
539220,18,Drama,drama
34658,28,Action,action
34658,35,Comedy,comedy
14931,28,Action,action
14931,80,Crime,crime
14931,18,Drama,drama
14931,53,Thriller,thriller
341561,35,Comedy,comedy
34697,80,Crime,crime
34697,18,Drama,drama
56007,35,Comedy,comedy
56007,10749,Romance,romance
112823,18,Drama,drama
34666,35,Comedy,comedy
34666,10749,Romance,romance
34666,18,Drama,drama
418393,35,Comedy,comedy
34698,35,Comedy,comedy
580304,18,Drama,drama
79427,18,Drama,drama
79427,36,History,history
14938,10749,Romance,romance
14938,35,Comedy,comedy
14938,18,Drama,drama
112826,9648,Mystery,mystery
112826,18,Drama,drama
112826,53,Thriller,thriller
112826,35,Comedy,comedy
112826,14,Fantasy,fantasy
34671,18,Drama,drama
34671,36,History,history
34671,10752,War,war
79420,18,Drama,drama
79420,10752,War,war
341571,18,Drama,drama
14937,28,Action,action
14937,80,Crime,crime
14937,53,Thriller,thriller
34672,10751,Family,family
34672,35,Comedy,comedy
112843,99,Documentary,documentary
277081,28,Action,action
418394,99,Documentary,documentary
112810,18,Drama,drama
112810,9648,Mystery,mystery
34673,99,Documentary,documentary
34703,53,Thriller,thriller
34703,18,Drama,drama
341573,18,Drama,drama
34704,18,Drama,drama
34704,35,Comedy,comedy
34704,10749,Romance,romance
55989,18,Drama,drama
55989,28,Action,action
55989,53,Thriller,thriller
418370,18,Drama,drama
56020,18,Drama,drama
56020,10402,Music,music
341574,18,Drama,drama
341574,10752,War,war
473621,35,Comedy,comedy
473621,18,Drama,drama
56026,27,Horror,horror
56026,878,Science Fiction,science_fiction
79425,99,Documentary,documentary
296818,99,Documentary,documentary
341564,18,Drama,drama
156253,18,Drama,drama
156253,10751,Family,family
374992,18,Drama,drama
374992,12,Adventure,adventure
211341,28,Action,action
211341,878,Science Fiction,science_fiction
211341,12,Adventure,adventure
211341,53,Thriller,thriller
211486,18,Drama,drama
211486,14,Fantasy,fantasy
473619,99,Documentary,documentary
14940,35,Comedy,comedy
14940,10749,Romance,romance
34683,35,Comedy,comedy
34683,18,Drama,drama
34713,53,Thriller,thriller
34713,28,Action,action
34713,80,Crime,crime
341568,18,Drama,drama
34707,18,Drama,drama
34707,27,Horror,horror
34707,10749,Romance,romance
34714,18,Drama,drama
34714,53,Thriller,thriller
34714,9648,Mystery,mystery
318177,18,Drama,drama
341577,18,Drama,drama
56008,10749,Romance,romance
56008,35,Comedy,comedy
418399,18,Drama,drama
56014,35,Comedy,comedy
56014,10749,Romance,romance
418402,18,Drama,drama
418402,35,Comedy,comedy
156255,18,Drama,drama
558984,18,Drama,drama
558984,35,Comedy,comedy
14949,18,Drama,drama
14949,53,Thriller,thriller
56035,27,Horror,horror
56035,53,Thriller,thriller
418378,35,Comedy,comedy
418378,18,Drama,drama
375012,18,Drama,drama
375012,27,Horror,horror
375012,10752,War,war
374997,28,Action,action
14933,18,Drama,drama
14933,10749,Romance,romance
14933,35,Comedy,comedy
296859,18,Drama,drama
156235,18,Drama,drama
156235,10749,Romance,romance
375015,35,Comedy,comedy
375015,10749,Romance,romance
56037,14,Fantasy,fantasy
56037,10751,Family,family
79431,35,Comedy,comedy
34726,18,Drama,drama
296867,10751,Family,family
296867,35,Comedy,comedy
296867,18,Drama,drama
79426,80,Crime,crime
79426,18,Drama,drama
156236,18,Drama,drama
156236,35,Comedy,comedy
211505,27,Horror,horror
211505,53,Thriller,thriller
14963,35,Comedy,comedy
14963,10749,Romance,romance
14963,18,Drama,drama
473543,18,Drama,drama
341579,10751,Family,family
341579,18,Drama,drama
56041,35,Comedy,comedy
580307,99,Documentary,documentary
156268,35,Comedy,comedy
211512,27,Horror,horror
211512,9648,Mystery,mystery
156270,10752,War,war
156270,18,Drama,drama
112833,53,Thriller,thriller
112833,9648,Mystery,mystery
14968,35,Comedy,comedy
14968,18,Drama,drama
14968,10752,War,war
473549,10749,Romance,romance
637176,18,Drama,drama
637176,10402,Music,music
34729,35,Comedy,comedy
34729,10751,Family,family
34729,80,Crime,crime
418426,18,Drama,drama
211460,35,Comedy,comedy
211460,80,Crime,crime
211460,9648,Mystery,mystery
473670,18,Drama,drama
374988,14,Fantasy,fantasy
374988,10751,Family,family
539262,18,Drama,drama
341583,18,Drama,drama
341583,36,History,history
539228,35,Comedy,comedy
211533,99,Documentary,documentary
112902,99,Documentary,documentary
296878,27,Horror,horror
296878,53,Thriller,thriller
296878,18,Drama,drama
14943,28,Action,action
14943,35,Comedy,comedy
14943,80,Crime,crime
34733,53,Thriller,thriller
34733,27,Horror,horror
341584,18,Drama,drama
56036,18,Drama,drama
56036,35,Comedy,comedy
473630,18,Drama,drama
580355,35,Comedy,comedy
580355,10402,Music,music
341588,18,Drama,drama
112906,99,Documentary,documentary
156266,18,Drama,drama
156266,10752,War,war
156266,10751,Family,family
112903,35,Comedy,comedy
112903,18,Drama,drama
112903,10749,Romance,romance
473678,36,History,history
473678,10752,War,war
473678,18,Drama,drama
277093,53,Thriller,thriller
277093,27,Horror,horror
156284,99,Documentary,documentary
473637,18,Drama,drama
296879,18,Drama,drama
296879,10402,Music,music
14976,18,Drama,drama
14976,10749,Romance,romance
56040,18,Drama,drama
56040,10749,Romance,romance
341590,18,Drama,drama
375052,18,Drama,drama
156288,28,Action,action
156288,35,Comedy,comedy
418429,35,Comedy,comedy
79435,18,Drama,drama
112882,35,Comedy,comedy
112882,18,Drama,drama
211535,18,Drama,drama
14979,28,Action,action
14979,53,Thriller,thriller
14979,80,Crime,crime
56077,18,Drama,drama
56077,10749,Romance,romance
56077,10752,War,war
341591,18,Drama,drama
56049,35,Comedy,comedy
56049,10751,Family,family
341580,18,Drama,drama
156289,18,Drama,drama
156289,9648,Mystery,mystery
56078,35,Comedy,comedy
56078,80,Crime,crime
341592,18,Drama,drama
211579,10749,Romance,romance
211579,18,Drama,drama
34737,27,Horror,horror
34737,53,Thriller,thriller
34740,35,Comedy,comedy
34740,27,Horror,horror
277117,99,Documentary,documentary
418415,18,Drama,drama
418415,36,History,history
56051,35,Comedy,comedy
56051,18,Drama,drama
318226,99,Documentary,documentary
318226,10402,Music,music
112917,18,Drama,drama
418421,10751,Family,family
418421,35,Comedy,comedy
418421,18,Drama,drama
34743,35,Comedy,comedy
14981,99,Documentary,documentary
473760,18,Drama,drama
211528,28,Action,action
14982,18,Drama,drama
14974,35,Comedy,comedy
14974,18,Drama,drama
14974,10749,Romance,romance
56082,18,Drama,drama
56082,28,Action,action
580350,53,Thriller,thriller
580350,27,Horror,horror
580350,10770,TV Movie,tv_movie
14983,27,Horror,horror
79452,18,Drama,drama
79452,10749,Romance,romance
34747,18,Drama,drama
34747,35,Comedy,comedy
34747,53,Thriller,thriller
341589,35,Comedy,comedy
473764,18,Drama,drama
34746,28,Action,action
34746,80,Crime,crime
34746,18,Drama,drama
56085,28,Action,action
56085,35,Comedy,comedy
79456,18,Drama,drama
79456,10749,Romance,romance
79456,80,Crime,crime
418448,99,Documentary,documentary
375082,35,Comedy,comedy
375082,18,Drama,drama
375056,18,Drama,drama
56087,28,Action,action
56087,18,Drama,drama
56087,10749,Romance,romance
56087,37,Western,western
473706,18,Drama,drama
15005,18,Drama,drama
15005,36,History,history
375084,99,Documentary,documentary
14977,28,Action,action
14977,10752,War,war
14977,27,Horror,horror
318224,99,Documentary,documentary
580374,10749,Romance,romance
211672,10751,Family,family
211672,16,Animation,animation
211672,12,Adventure,adventure
211672,35,Comedy,comedy
473718,18,Drama,drama
296887,18,Drama,drama
34748,18,Drama,drama
34748,10402,Music,music
34748,9648,Mystery,mystery
318225,99,Documentary,documentary
112938,53,Thriller,thriller
112938,28,Action,action
112938,18,Drama,drama
112942,18,Drama,drama
580376,80,Crime,crime
34749,35,Comedy,comedy
418460,18,Drama,drama
112929,18,Drama,drama
112929,28,Action,action
112929,80,Crime,crime
79463,18,Drama,drama
79463,10749,Romance,romance
112949,10749,Romance,romance
112949,53,Thriller,thriller
418436,27,Horror,horror
418436,9648,Mystery,mystery
418436,53,Thriller,thriller
473846,53,Thriller,thriller
473846,80,Crime,crime
341593,18,Drama,drama
277154,12,Adventure,adventure
277154,18,Drama,drama
277154,36,History,history
112956,12,Adventure,adventure
112956,16,Animation,animation
112936,35,Comedy,comedy
112936,28,Action,action
34750,53,Thriller,thriller
34750,28,Action,action
156292,18,Drama,drama
56109,27,Horror,horror
56109,878,Science Fiction,science_fiction
56109,28,Action,action
418466,10751,Family,family
418466,35,Comedy,comedy
418466,10749,Romance,romance
34745,28,Action,action
34745,35,Comedy,comedy
34745,18,Drama,drama
79467,18,Drama,drama
79467,28,Action,action
79467,53,Thriller,thriller
79467,878,Science Fiction,science_fiction
15011,53,Thriller,thriller
15011,27,Horror,horror
112961,35,Comedy,comedy
112961,10749,Romance,romance
341594,18,Drama,drama
34754,878,Science Fiction,science_fiction
34754,27,Horror,horror
34754,9648,Mystery,mystery
112937,12,Adventure,adventure
112937,10751,Family,family
112937,14,Fantasy,fantasy
211714,99,Documentary,documentary
375097,35,Comedy,comedy
375097,10751,Family,family
211711,18,Drama,drama
211711,35,Comedy,comedy
211711,10749,Romance,romance
418437,18,Drama,drama
418437,53,Thriller,thriller
375108,28,Action,action
375108,878,Science Fiction,science_fiction
15012,80,Crime,crime
15012,28,Action,action
15012,12,Adventure,adventure
15012,18,Drama,drama
15012,53,Thriller,thriller
15003,28,Action,action
15003,80,Crime,crime
211715,28,Action,action
211715,35,Comedy,comedy
34756,35,Comedy,comedy
418439,18,Drama,drama
418439,99,Documentary,documentary
79472,10770,TV Movie,tv_movie
79472,35,Comedy,comedy
79472,10749,Romance,romance
211655,10751,Family,family
211655,35,Comedy,comedy
296900,35,Comedy,comedy
15006,18,Drama,drama
418493,28,Action,action
211660,18,Drama,drama
211660,10751,Family,family
539300,18,Drama,drama
15013,18,Drama,drama
418482,35,Comedy,comedy
418482,878,Science Fiction,science_fiction
34759,10402,Music,music
341602,18,Drama,drama
341602,10749,Romance,romance
341602,10770,TV Movie,tv_movie
34763,28,Action,action
34763,35,Comedy,comedy
318256,99,Documentary,documentary
112971,18,Drama,drama
156313,80,Crime,crime
156313,35,Comedy,comedy
736029,18,Drama,drama
15008,18,Drama,drama
341612,18,Drama,drama
341612,27,Horror,horror
56095,53,Thriller,thriller
56095,28,Action,action
15018,28,Action,action
15018,53,Thriller,thriller
15018,80,Crime,crime
15018,18,Drama,drama
15018,27,Horror,horror
56115,35,Comedy,comedy
34764,10749,Romance,romance
34764,53,Thriller,thriller
318259,99,Documentary,documentary
318259,18,Drama,drama
79464,18,Drama,drama
79464,10402,Music,music
79464,10749,Romance,romance
318240,53,Thriller,thriller
375111,35,Comedy,comedy
375111,18,Drama,drama
375111,10751,Family,family
79465,80,Crime,crime
79465,35,Comedy,comedy
79465,10749,Romance,romance
56125,28,Action,action
56125,18,Drama,drama
56125,80,Crime,crime
79474,35,Comedy,comedy
79474,18,Drama,drama
79474,10749,Romance,romance
79474,53,Thriller,thriller
418471,35,Comedy,comedy
473902,27,Horror,horror
56123,35,Comedy,comedy
56120,18,Drama,drama
56120,10749,Romance,romance
56120,878,Science Fiction,science_fiction
418528,18,Drama,drama
418528,80,Crime,crime
418528,9648,Mystery,mystery
56104,99,Documentary,documentary
79475,18,Drama,drama
56126,18,Drama,drama
56126,53,Thriller,thriller
341622,35,Comedy,comedy
341622,28,Action,action
341608,35,Comedy,comedy
375153,35,Comedy,comedy
418472,18,Drama,drama
112991,18,Drama,drama
211712,18,Drama,drama
418587,99,Documentary,documentary
34767,99,Documentary,documentary
34767,10402,Music,music
559067,35,Comedy,comedy
559067,10751,Family,family
15019,35,Comedy,comedy
15019,18,Drama,drama
15019,10749,Romance,romance
15014,18,Drama,drama
15014,35,Comedy,comedy
341660,18,Drama,drama
341660,10749,Romance,romance
156341,18,Drama,drama
156341,35,Comedy,comedy
34760,18,Drama,drama
318277,36,History,history
318277,99,Documentary,documentary
79500,10751,Family,family
79500,18,Drama,drama
79500,14,Fantasy,fantasy
79500,35,Comedy,comedy
375109,10749,Romance,romance
375109,35,Comedy,comedy
418533,18,Drama,drama
15028,12,Adventure,adventure
15028,10751,Family,family
15028,878,Science Fiction,science_fiction
15028,53,Thriller,thriller
211722,99,Documentary,documentary
211722,10402,Music,music
56134,35,Comedy,comedy
473920,28,Action,action
473920,35,Comedy,comedy
473920,12,Adventure,adventure
473920,80,Crime,crime
473920,53,Thriller,thriller
296905,80,Crime,crime
296905,18,Drama,drama
15029,35,Comedy,comedy
15029,10749,Romance,romance
