,movie_id,imdb_id,original_title,revenue_usd_adj,budget_usd_adj,ratio_adj
2,80679,tt1217259,In/Significant Others,5050.357545768059,134210.9366401291,0.03763
3,25149,tt0407814,Full Grown Men,19910.991964285717,2903323.412698413,0.0068579999999999
5,55748,tt0387701,Ystäväni Henry,58077.06715193224,3237656.673107464,0.0179379943631239
7,213020,tt2402705,El efecto K: el montador de Stalin,427.12904098181207,1265464.0035500114,0.0003375276102548
14,123205,tt0962715,13 Months of Sunshine,3298.5827039384203,77630.31609611172,0.042490909090909
15,226277,tt1669846,Vito Bonafacci,12450.968262506723,195156.24235903955,0.0638
18,47752,tt0965429,L'imbroglio nel lenzuolo,660409.0717063505,13283661.66489342,0.0497158907209828
19,188698,tt2871768,El método Arrieta,5208.461776207626,409.5413745884433,12.717791411042946
20,211137,tt0431155,Issues,1173.3172811059906,74924.47516641063,0.01566
21,28149,tt0338294,Nowhere Man,4652.809907834101,374622.3758320533,0.0124199999999999
23,176801,tt1456110,Vielleicht in einem anderen Leben,94848.53586972468,1759138.3686243824,0.053917609644257
26,71350,tt1322325,Chicas,212929.67730766407,10959665.086032946,0.0194284839578741
27,117338,tt0483701,"Karma, Confessions and Holi",54701.359206104295,5456494.683900679,0.010025
30,190762,tt1529279,Into the Shadows,2698.2366211888857,30984.70506253,0.0870828563881306
32,29636,tt0804536,Strangers Online,1320.471713503964,25918.34974852822,0.0509473684210526
35,123492,tt1598609,Skeem,93030.98073255416,1561249.9388723164,0.0595875
37,70040,tt2089691,그녀들의 방,1724.914167475604,91110.53721963929,0.0189321040146802
38,117491,tt0295281,ג'ירפות,25998.53819875776,1189788.8198757763,0.0218513888888888
39,163600,tt0843858,Lady Godiva,19029.78592959689,3768793.3732693,0.005049304656649
42,154781,tt1723635,El vuelo del tren,27527.43850555039,650520.8078634653,0.0423159999999999
43,141038,tt2122380,Las constituyentes,3750.058843001124,250108.02035331933,0.0149937568483551
45,82449,tt1870484,Någon annanstans i Sverige,18837.78155411022,2822232.4832510147,0.0066747802195269
48,54924,tt1051864,Rozhovor s nepriateľom,372.6255172613363,1020993.9172960614,0.0003649635036496
49,173264,tt1266144,Ouma Se Slim Kind,16944.580813342203,964934.9488526202,0.0175603348531324
50,163862,tt1426370,Karaoke,2650.4922927047546,311088.4031658874,0.008520061390046
51,25766,tt1311072,Little Paris,44419.59817094977,2582722.5463648904,0.0171987495263357
52,185142,tt1482980,American Meat,13379.189077812642,635163.496653889,0.0210641656019208
53,106076,tt1990976,7 Welcome to London,40526.63863167155,502843.12135770096,0.0805949945626135
54,207465,tt0937221,The Full Picture,4712.5905584223165,367003.0143565115,0.0128407407407407
55,152522,tt1034436,Dincolo de America,3926.932253614673,1359270.4235426353,0.0028889999999999
59,227083,tt2119558,El pequeño mago,36805.960713779794,5907697.141532557,0.0062301705439544
60,177757,tt1206331,Portable Life,4280.426915741601,1300976.563646144,0.0032901645082254
62,59222,tt0976040,Holy Money,9445.192297832074,16010446.70150137,0.0005899393361052
64,90939,tt1618467,Booked Out,449.9560746360968,2294393.581713808,0.0001961111111111
65,117935,tt0902349,About Water (Uber Wasser),249960.31599652575,4187096.612680733,0.059697766523828
68,180666,tt1754953,Þetta reddast,23341.345827770787,753757.1311443741,0.0309666666666666
72,137208,tt2255915,Pata Nahi Rabb Kehdeyan Rangan Ch Raazi,4739.197409339965,1281087.402980914,0.0036993552495423
74,114550,tt2059211,Eylül,20487.50232285197,390312.4847180791,0.05249
75,104643,tt0439864,Ungdommens råskap,492012.0817628374,24803.634462678663,19.83628981886321
77,81554,tt0339397,Mix,73436.41956061407,1549258.8671254632,0.0474009999999999
78,98365,tt1641398,Little Gobie,258302.3686575925,10736874.931210332,0.0240574999999999
79,214475,tt3052278,"I'm the Same, I'm an Other",875.6145340127147,1727611.3445829058,0.0005068353694008
81,137479,tt2382420,Split: A Deeper Divide,2718.5408470852703,203890.56353139525,0.0133333333333333
83,220959,tt3005710,Hiroku: Defensores de Gaia,1035.159793438274,4857964.710225493,0.0002130850788725
84,58197,tt1043787,A Beautiful Life,11599.143574301868,6820618.354875848,0.0017006
87,110647,tt0451639,Bachke Rehna Re Baba,17652.206349206346,2097885.304659498,0.0084142857142857
89,210471,tt1189897,Monkey Puzzle,2051.1390691258366,915278.3323966688,0.0022410003564215
92,151175,tt2388212,Animal Channel,33516.51859585992,1757860.2349944296,0.0190666572510334
93,114998,tt1966607,The Last Projectionist,9769.018005697011,158995.10189726212,0.0614422575860824
94,54262,tt0994893,포도나무를 베어라,59113.368516750095,1129168.2341252614,0.05235125
95,62882,tt1710983,酒徒,23339.28188171845,518495.7694124445,0.0450134470878448
97,96782,tt1283959,The Symmetry of Love,3254.615213523131,402632.80992038734,0.0080833333333333
98,41320,tt0427557,Monumental: David Brower's Fight for Wild America,2215.440179989412,309851.7734250926,0.00715
99,12693,tt1891894,Rondo,3797.221377736352,4250045.444349591,0.0008934543000674
101,140251,tt2104857,Атомный Иван,64222.62567837138,1911994.651428173,0.0335893333333333
102,228144,tt2201011,Corda Bamba; A História de uma Menina Equilibrista,10112.908176187022,1099229.1495855458,0.0092
103,116873,tt0899238,Desert Bayou,20254.45519962188,254062.85267818384,0.0797222222222222
104,228145,tt2485014,O Inventor de Sonhos,11522.434011427,5770645.251162231,0.0019967323427317
107,261630,tt3485118,D.U.D.A! Werner Pirchner,34752.2867666937,562602.0903664841,0.0617706321426138
109,367100,tt5105784,The Free Speech Apocalypse,4600.651134728731,617371.3277950527,0.0074519999999999
111,323904,tt3922188,Jugadores con patente,21303.689049910496,263814.9959005309,0.0807523809523809
112,257759,tt1110220,Sur ta joue ennemie,15749.866397588514,3946356.2279670974,0.0039909895325647
117,401339,tt5818322,Лобановський назавжди,2742.34124421371,91452.02014941227,0.0299866666666666
118,237979,tt1273812,Punggok Rindukan Bulan,2216.970060798038,33712.62504470444,0.0657608257398597
119,266857,tt0339921,The Work and The Story,5142.139211956521,163823.17934782608,0.0313883495145631
122,316899,tt3667334,Suurlemoen!,40553.81215784671,556293.7195863747,0.0728999999999999
124,402714,tt3751126,สมิง,110069.51156562584,1919585.4312609828,0.0573402515840729
126,366131,tt0835828,Goodnight Irene,23881.02207122056,2103335.0533898734,0.0113538839343414
127,396408,tt4307948,Gorčilo - Jesi li to došao da me vidiš,11242.331879147909,636988.9191070682,0.0176491796669044
128,379693,tt0965427,Ένας Ήρωας στη Ρώμη,21419.268477182537,1733088.1030505951,0.0123590188170354
130,348098,tt0328175,Seis días en la oscuridad,719535.2614402174,42943.9402173913,16.755222222222226
134,300220,tt3490438,Cykelmyggen og Minibillen,194721.34497921733,3344685.0838064337,0.0582181401537551
136,242639,tt2739678,Musiek Vir Die Agtergrond,52951.438462892285,1884392.827860936,0.0280999999999999
137,267138,tt2565174,A Última Estação,9967.865449445542,2054667.692317744,0.0048513272908873
140,341896,tt2644084,Miluj ma alebo odíď,89357.90789716557,1511433.799370699,0.0591212846598843
143,254112,tt3501924,Kirpaan,482.1212236415247,990255.977819174,0.000486865249431
145,278179,tt1444324,Perpetuum Mobile,7219.085219434935,1040331.2113625912,0.0069392181457092
150,295483,tt2704210,All You Need Is Love,6366795.218956982,370862.47972424974,17.16753666666667
151,284430,tt0396575,Egyetleneim,127.74623015873016,326034.5092757936,0.0003918181251502
152,268743,tt3130598,For Love or Money,12312634.326845093,618104.1328737497,19.92
155,247313,tt1667875,Trains of Thoughts,3835.4612707649153,666138.9365575756,0.0057577497129735
163,399464,tt3505094,Tiny: The Life of Erin Blackwell,3005.723062244017,103810.23647226956,0.0289540142127209
164,361496,tt2476294,Москва никогда не спит,45373.941824412526,4417524.069843342,0.0102713513513513
166,306683,tt1058552,Mineurs,42225.24611511415,1945274.575339294,0.0217065737919024
167,346105,tt0431804,Hikikomori: Tokyo Plastic,3217.8106670195866,1781647.6971942824,0.0018060869565217
168,346120,tt2380039,Kod Adı: Venüs,26363.8569169926,2067921.6392414437,0.0127489632182887
171,393192,tt1629706,Cele ce plutesc,450.160811421806,1419343.3971762443,0.0003171613101645
173,394473,tt0248625,Zoom - It's Always About Getting Closer,5790.305590062111,5453198.757763974,0.0010618181818181
174,318841,tt0467490,Sonic Mirror,9731.016962141724,1031828.974863332,0.009430842900521
175,318848,tt4107858,MSG: The Messenger,16082.52308906112,10977794.438901003,0.0014650049405252
180,403500,tt5829116,The Homeless Billionaire,48156.1950901432,6096801.343294153,0.0078986
182,300834,tt3051960,Bustin Chops The Movie,3464.77027949364,75035.26614353721,0.0461752247651894
183,277470,tt2149712,Copposites,56844.87565006054,582793.8150387205,0.0975385705599566
185,252074,tt1353157,The Blue Mansion,200220.6159310515,2728247.3419503397,0.073388
190,433016,tt5951704,Dharam Yudh Morcha,13976.307399367515,181938.3069660468,0.0768189373223955
191,281192,tt2974104,Fixing the Future,54036.79283866303,637331.5504760578,0.0847859999999999
193,467163,tt2336014,"Pop, Lock 'n Roll",55096.076554340725,663045.2904495758,0.0830954949050056
194,252204,tt1266615,BoyBand,38030.01100634699,1006582.0248009684,0.0377813333333333
195,258998,tt2922516,Mesenaatti,7541.340097099464,290789.45110041765,0.0259340222575516
198,401111,tt5131472,Ultima zi,1018.4183869125324,32461.638360802863,0.0313729817205487
200,469822,tt6864302,Encontro Silencioso,5040.753141318537,130866.16575554828,0.0385183833591825
201,522448,tt6144666,Book Week,188.87836045952196,395492.971324861,0.0004775770346228
202,564850,tt10043990,Lo peor de los deseos,10978.62703946923,349637.8038047525,0.0314
203,472593,tt1058538,Il mio paese,2894.6134424603174,922748.7636408728,0.0031369464327853
204,484817,tt6044548,Sumarbörn,19298.610558093995,2387850.8485639687,0.008082
205,488808,tt2158717,Res Publica,10300.68938712991,546855.8824338701,0.0188362047808373
209,434598,tt3844638,Любовь прет-а-порте,323303.0656413185,1.193925424281984,270790.0
210,514905,tt6066696,Zulu Wedding,356739.71062791155,11447173.361183146,0.031164
212,499754,tt3477172,Restored Me,51424.08061014887,914520.201494123,0.0562306666666666
213,507529,tt6977434,The Fuzz,7243.545549118798,477570.16971279366,0.0151674999999999
214,476924,tt3076230,Off Season,14359.33426426814,228943.4672236629,0.06272
215,464697,tt3805154,Belgian Disaster,16625.809857520766,691641.0985287974,0.0240382040524859
217,521474,tt8648052,Lupo,777.2630712243357,100570.28628201064,0.0077285558186122
218,525387,tt7975562,The Revenge of Phantom Knight,27235.61945704421,554215.5446482972,0.049142648054608
219,565187,tt7737928,No Shade,3499.874416085573,467103.2858303432,0.0074927206085995
220,491836,tt7567288,Bailaras,31095.78767542428,547813.5781249999,0.0567634482187457
223,525468,tt10505424,Не чужие,11919.152731704013,582729.673007921,0.0204539999999999
224,429398,tt5368218,Matka merelle,10827.709672813317,288855.9292999347,0.0374848101579743
225,430690,tt6003734,Aatishbaazi Ishq,859.6489894044756,54838.2893623936,0.0156760723100526
226,557945,tt6404166,Pecado Original,2566.3414799268835,349637.8038047525,0.00734
228,573677,tt7154984,Os Dois Irmãos,902.037260861232,1187113.0873787925,0.000759857902715
229,542421,tt7600418,Les routes en février,506.9748155168912,1433841.3242163698,0.0003535780472737
230,412487,tt4104960,The Honourable Rebel,26296.31433610247,1402009.53891493,0.0187561593599813
231,545393,tt4325644,Union,47684.34535334451,572358.6680591573,0.083312
234,424349,tt6166320,Чунгул,10547.466323898883,268259.2591049427,0.0393181818181818
236,474403,tt7295884,Pappa Tamne Nahi Samjaay,13695.518541938642,186485.1816457245,0.0734402509683408
237,487840,tt4813906,Saving Dreams,653.0772070822453,358177.6272845952,0.0018233333333333
238,440123,tt0910940,The Prize of the Pole,4256.272123015873,1118074.2012152777,0.0038067885998886
240,428349,tt1754578,تاكسى البلد,142362.02309293798,38239893.02856346,0.0037228666666666
242,524301,tt8320168,Двое,30236.56371622916,1717076.004177472,0.0176093333333333
243,437637,tt1287839,Happy New Year,80175.2066622388,2193979.360854238,0.0365432820803848
244,490793,tt3562148,Sobre ruedas - Rolling Elvis,4920.166673466057,1193925.4242819843,0.004121
245,534604,tt8916608,Vedigundu Pasangge,339.14866969060995,28685.450883487916,0.0118230203550969
246,471862,tt6546838,Mariphasa,518.1636341383811,851567.3088691252,0.000608482299334
248,510492,tt4615760,El beneficio de la duda,30458.63182809672,370422.7966770316,0.0822266666666666
249,465186,tt1110266,Meine liebe Republik,33189.07732152675,936503.9041776388,0.0354393368500376
251,574021,tt3351718,Беглецы,26902.002116116517,1550176.2165714216,0.0173541574361246
253,444410,tt5936484,Great Sardaar,2578.878916449086,739042.2254813968,0.003489487917648
254,537411,tt7983928,Farewell Ella Bella,5475.328007582425,406162.58208652085,0.013480631276901
256,544284,tt1063686,Нас не догонишь,100768.384673631,1976044.409719208,0.050995
257,457379,tt6722654,Orione,372.5047323759791,35817.76272845953,0.0104
258,412922,tt1149607,Rūdolfa mantojums,27267.635997175035,4084292.4606293794,0.0066762202413323
260,526033,tt8394526,Leitis in Waiting,30453.452711393944,396256.1776453862,0.0768529411764705
261,520821,tt7633954,Doutores Palhaços,2693.4957571801565,49162.26719565926,0.0547878670131384
262,431361,tt3296248,Gray Matters,3949.507910185952,177031.60124496368,0.0223096208948644
263,491179,tt1730705,The Mirror Boy,71259.35033497971,1272864.9574551322,0.055983433213096
264,474955,tt6644636,యుద్ధం శరణం,11283.789184889032,2246161.7488373043,0.0050235870995176
265,541574,tt8580240,Ghost Fleet,9148.855866224358,1165459.346015842,0.00785
266,464158,tt5001868,Virginia Casta,13419.721768929505,1193925.4242819843,0.01124
268,568818,tt8612886,Dhol Ratti,1131.6610249813823,253997.8789520005,0.0044553955712175
272,563172,tt6981052,Дамасцена,709.1917020234986,3618573.054422323,0.000195986564692
274,530087,tt2008553,La Esmeralda 1879,261057.7191868144,16105312.396815494,0.0162094166666666
275,535106,tt1235168,Redneck Carnage,963.0713117084698,27282.47341950339,0.0353
276,547774,tt8332772,ハナレイ・ベイ,38548.73332881998,1165459.346015842,0.0330759999999999
277,612698,tt1610395,Verano maldito,148.31874419287007,1254347.2321384908,0.0001182437688645
278,561652,tt9064074,Losing Alaska,3466.076095051113,363640.7978471328,0.0095315930323862
279,570426,tt5490896,Enterrados,206.04912050129664,1285517.5684608673,0.000160284951024
280,581538,tt5397532,El Cruce De La Pampa,1057.1853529272062,609680.1343294154,0.0017339999999999
281,688478,tt9085028,Umakant Pandey Purush Ya.....?,171.7076004177472,160583.2373453494,0.0010692747465818
282,652918,tt7262474,Raja Abroadiya,1108.3518380610656,1436018.4022747274,0.0007718228654349
284,656944,tt3513068,Имало едно време един уестърн,1290.30607509166,765083.5916832968,0.0016864903248712
286,606121,tt0479943,"Leaving Home, Coming Home: A Portrait of Robert Frank",30990.93244073113,361871.47844573,0.085640715797332
287,592913,tt7390556,Cap și pajură,3265.878559945552,192827.63526913009,0.0169367764915405
289,676355,tt5300268,Billion Star Hotel,7432.000837475573,541199.6422812667,0.0137324570396021
290,578894,tt7325762,Vesalings elskendur,25465.381859288027,2522423.570526134,0.0100956009755238
291,603567,tt9272138,云雾笼罩的山峰,26032.865411955856,509017.8657504569,0.0511433235719044
292,744289,tt7240130,PGS - Intuition is your Personal Guidance System,42292.420304340725,1492406.7803524802,0.0283384
293,613016,tt9857522,上海的女儿,29325.368716678982,1144717.3361183146,0.025618
296,579076,tt3275194,The Romans,24027.494093922254,304840.0671647077,0.0788199999999999
297,628742,tt10805618,Gimtinė,38211.809396965466,1237034.2104069125,0.0308898566227978
298,730102,tt3338230,La semilla del silencio,95193.71977537476,1234742.655590105,0.077096
299,631739,tt10915106,Viriato,30853.566360396933,505049.2886954004,0.0610902085222121
301,630305,tt0858500,Wide Blue Yonder,111649.01567549672,8922641.706664808,0.0125129999999999
303,674207,tt7979668,Hollywould,13608.399691774524,286179.33402957866,0.047552
305,653460,tt11218428,Korporacija,1452.6462995341412,1054058.0125324165,0.001378146441906
307,616206,tt0949869,Chalanggai,3698.025966760232,72557.52780430399,0.0509668132124654
308,583759,tt6168914,The Runaways,26040.02996201942,1898799.8812862544,0.0137139412207987
310,616235,tt8790606,O Fim do Mundo,25323.436909609354,2322080.865945388,0.0109054931208433
313,605452,tt3797888,किस्सेबाज़,18389.884004740725,902246.7441337416,0.0203823223794474
314,662053,tt10750608,Mater,4699.064664765681,956324.3358093068,0.0049136725782357
315,722818,tt0309521,The Dogwalker,19560.220789327403,691375.0694830461,0.0282917647058823
316,741031,tt3556802,Зеркало Без Отражения,14034.957781908248,502504.7540962495,0.02793
317,710014,tt8379906,"Infância, Adolescência, Juventude",1379.384390022569,100780.91427185644,0.0136869604725124
319,582514,tt7776584,Memoir,7293.690416938642,119392.54242819842,0.06109
320,623431,tt2385900,Kallang Roar The Movie,84418.8489245389,866901.8980227865,0.0973799332047603
321,649645,tt9784684,Os Conselhos da Noite,1703.3393961440522,179768.69989869237,0.0094751722469148
322,653867,tt9775716,Los payasos,116.76116828406808,5723.586680591573,0.0204
323,639032,tt1221924,Palnan tyttäret,3390.3276229610974,453569.9421246057,0.0074747625627046
324,641676,tt9612164,Saak,6792.752672526079,572358.6680591573,0.0118679999999999
325,619161,tt1686795,Tango with Me,10660.374697325457,536843.7465605164,0.0198575
326,599083,tt9905412,ഓട്ടം,5484.340757342846,65262.62476677735,0.0840349400126289
327,712742,tt8177246,Angels Never Cry,3349.4429254821885,942846.4338938498,0.0035524798154555
328,628005,tt10374770,ขุนแผน ฟ้าฟื้น,7889.391880527424,2861793.3402957865,0.0027568
